avgRoomPerimeter,rotError.mean.std
1364.92084998,0.00331315133626
2504.05291544,0.000529720236435
397.608743609,0.00274200687267
158.574001973,0.000868010041646
635.88614888,0.000988470995105
108.968542951,0.00429956664055
1528.34984877,0.00305267434636
759.248936383,0.00325076749757
907.63600807,0.00162224709611
529.397177254,0.00122251686463
720.429585269,0.00481593435646
443.595373769,0.00139556645188
231.338538533,0.00295561424787
655.562672363,0.00086073843683
162.29472605,0.00087903722649
1446.42707976,0.00234359606884
1054.23420007,0.00188456667166
539.066583437,0.00475371639426
99.2869208384,0.00397965134483
252.355785617,0.00194485015484
191.722481992,0.0029966941151
379.091758694,0.00728678377751
262.262352826,0.0240067761271
191.601876363,0.00627694262703
294.819744545,0.00364257671701
252.559291854,0.00193137045088
632.972242461,0.00350567334933
707.007128463,0.011540864302
152.416788175,0.00169851493892
511.089909024,0.00387832424544
855.595083334,0.018982936371
3522.51982697,0.00268365863701
345.9363477,0.00951347370549
650.998139899,0.0113683540574
120.176589697,0.0102189055546
264.066070953,0.00279617073466
462.675505543,0.00119649202124
381.143373035,0.00356308331189
758.966768091,0.00435481252733
1344.71238759,0.00284573492967
351.259423682,0.00405173873492
575.918221531,0.00258198449888
973.132170798,0.00935193660277
557.871193445,0.00120964368307
1503.33670222,0.00544625576124
774.553634232,0.0122018643728
555.98246505,0.00687929093309
2161.19207626,0.00319700990545
1410.68850812,0.00317220657184
2284.5563757,0.00270284127902
511.212845367,0.00283126115696
630.752429175,0.00237693489734
894.483397546,0.00169591170353
1099.36562113,0.00167382816322
630.451496107,0.00464877681209
1194.83545134,0.00631663664558
1792.08753811,0.00267358431567
525.16858287,0.00290650421563
391.018440217,0.00632801513764
645.16136179,0.00633767378436
2075.92330798,0.000912842598408
1164.69698299,0.00296056940863
248.223687618,0.00514108200771
874.059231919,0.0018376947053
470.90808455,0.00559589829449
527.296427239,0.0018378217927
844.944967104,0.00470429841354
219.335679185,0.00708596426669
558.011810887,0.00290145318257
288.41201767,0.00205404963873
1406.85593365,0.0102512932546
682.400594462,0.00140772643706
2023.67071564,0.00163527502515
112.337263592,0.0038489765622
