voronoi_density,transError.mean.std
0.00808823529412,0.128810550931
0.00955699352912,0.0626106276575
0.0116912972085,0.0363222141704
0.0344632768362,0.0240230927776
0.0215053763441,0.0231752964896
0.00925140387024,0.12471567563
0.00519180106663,0.118403445404
0.00722834459059,0.105974371826
0.0129516019087,0.0468835943002
0.0176991150442,0.0525575836354
0.0190476190476,0.0652650350355
0.0253086419753,0.0380406378831
0.0246913580247,0.048698079138
0.0173913043478,0.0465531383268
0.0238095238095,0.015699391456
0.0285714285714,0.0795487657361
0.0090424298632,0.0609893108178
0.00713667820069,0.0634488000674
0.00740202062177,0.121656676099
0.0131513647643,0.108765944747
0.00484541088869,0.116482183881
0.00866896039938,0.123971354033
0.010447761194,0.117014135854
0.00595238095238,0.093854286797
0.0151079136691,0.0949115380575
0.0131567778627,0.113382526137
0.0238095238095,0.0940625752148
0.00812851405622,0.143229486163
0.00904977375566,0.0476951664389
0.00721522115147,0.0815122877936
0.00719244167105,0.0482871281887
0.0105263157895,0.109859637786
0.00400898812284,0.0815752280843
0.00480478499412,0.0639775660122
0.00671096345515,0.0966037993107
0.0058288988948,0.130209711384
0.0263157894737,0.0344430098623
0.00938926320365,0.0825251437691
0.00892348585533,0.0787229033116
0.0190476190476,0.0703616797672
0.00642957604983,0.136893046155
0.00740228294708,0.131748844655
0.015503875969,0.0638479804609
0.00952380952381,0.0832238780337
0.00724618860868,0.112655965246
0.00697674418605,0.0882750414235
0.0108634470337,0.0630703094014
0.0097678694553,0.0904968358626
0.0116271344097,0.0844506183324
0.00765140004341,0.0812632064472
0.013986013986,0.0478290808047
0.0114093556717,0.0665534059179
0.0137931034483,0.063039235743
0.00769163788349,0.0862053699096
0.0118343195266,0.0951669768786
0.00844979919679,0.0936298052555
0.0132155083194,0.083845172989
0.0105814273905,0.067525357097
0.0116959064327,0.0711609699581
0.0121212121212,0.0754858045801
0.103896103896,0.0666286445176
0.0161290322581,0.06593977187
0.00793650793651,0.119219125795
0.013698630137,0.060063217006
0.00836649321498,0.0967598598958
0.015873015873,0.0600886637503
0.0088868459358,0.103345628507
0.00749872902898,0.0960266591481
0.0093023255814,0.0554747715395
0.00440412804838,0.117509395197
0.0104161102505,0.0976733690521
0.00822963331674,0.0490437767207
0.00921283274224,0.0852449136299
0.00318368544601,0.18024925237

5-Fold RMSE:,0.02902726437,0.0241831395186,0.0334954499428,0.0274573053574,0.0274573053574
Average 5-Fold RMSE:,0.0368408399562

5-Fold rsquared:,0.0222546009584,-3.27941792647,0.0903766173199,0.148962227475,0.148962227475
Average 5-Fold rsquared:,-0.568259406885
