topology_avg_eigenvector_centrality,transError.std.mean
0.137505066747,0.778805
0.112870781893,0.522405666667
0.113226954911,0.611337304348
0.15823892784,0.3833542
0.220862517752,0.198447578947
0.289813254238,0.12269
0.255343126462,0.153758035714
0.110396908215,0.492268548387
0.123966518411,0.531760416667
0.145353392472,0.440496478261
0.168397280035,0.30601326087
0.219330026797,0.133319189189
0.21036718925,0.194677542857
0.207059648579,0.11035772
0.204125528772,0.139761666667
0.218161382726,0.178345722222
0.230939345144,0.2198439
0.215357473045,0.243437428571
0.133192244046,0.256086724138
0.569035593729,0.338521882353
0.112421327167,0.61062825
0.189310947774,0.359939652174
0.117099210659,0.708234558824
0.160895527543,0.628137071429
0.150746564917,0.443055071429
0.125390723695,0.936557642857
0.187043352329,0.398797941176
0.184013731576,0.690604043478
0.19511088322,0.404276533333
0.13865641287,0.493052294118
0.110011276684,0.232889238095
0.118473793797,0.221677130435
0.126010953526,0.341540409091
0.148732170502,0.65674012
0.0976862702812,0.423536259259
0.101913121764,0.4465398
0.0917543071379,0.306929823529
0.102965149381,0.480697125
0.243823786365,0.108247869565
0.0996411169057,0.236416833333
0.141536517399,0.405104185185
0.202768108095,0.273577115385
0.103876954315,0.694026083333
0.177507132432,0.480950272727
0.177732551984,0.326498583333
0.0849988140114,0.4142652
0.145123925159,0.500458896552
0.115000447066,0.625794366667
0.137963629888,0.379335257143
0.19029821377,0.487031439024
0.212455101814,0.309707785714
0.14158313783,0.503770083333
0.175986025184,0.218116833333
0.179686344074,0.213804791667
0.150600129793,0.310407555556
0.124066045206,0.50208644
0.162656297032,0.3024675
0.152601241746,0.464581966667
0.176734832805,0.379500214286
0.138402754199,0.286365322581
0.174127568122,0.19540578125
0.211605641264,0.171382926829
0.194446635085,0.326238777778
0.207590251003,0.287927933333
0.124928999144,0.50571615625
0.180911427975,0.224714148148
0.144827625308,0.500257916667
0.216969516308,0.153626448276
0.133171073548,0.398803653846
0.131709467573,0.341757914286
0.213365923892,0.203370592593
0.162006200604,0.304974964286
0.192836011616,0.17280424
0.142728448751,0.366907921053

5-Fold RMSE:,0.204877223728,0.146890836537,0.133466745162,0.118549147648,0.118549147648
Average 5-Fold RMSE:,0.177426319517

5-Fold rsquared:,-4.143023313,-0.207384358158,0.17871043614,0.246118507356,0.246118507356
Average 5-Fold rsquared:,-0.755190556716
