topology_std_closeness_centrality,transError.mean.std
0.0598415157943,0.187622165382
0.0722237137313,0.117509395197
0.0565394436277,0.150879627982
0.0749235383167,0.0626106276575
0.0701663659578,0.0363222141704
0.0657681785738,0.0240230927776
0.13065442293,0.0231752964896
0.0624073878507,0.244942705536
0.0845695226798,0.118403445404
0.0670242256695,0.25684750383
0.0669124340965,0.0468835943002
0.0765484380217,0.0525575836354
0.0646504304243,0.0652650350355
0.0905223954098,0.0380406378831
0.0900481570651,0.048698079138
0.115187813932,0.0471928668924
0.0899535979605,0.015699391456
0.116857256136,0.0795487657361
0.0594648531491,0.0609893108178
0.157134840264,0.0634488000674
0.0588838687402,0.157331633444
0.0853782568654,0.225853461955
0.0673104249139,0.335983825039
0.0945135561085,0.192289958812
0.0868958235123,0.0925116985357
0.0639585892462,0.173005460782
0.101375536596,0.150862439925
0.0845009452369,0.113382526137
0.108458483731,0.0940625752148
0.0665544387217,0.228409668405
0.0374305305731,0.0484971177734
0.0536432565224,0.0700468458533
0.068198206604,0.287812908678
0.0745594040261,0.109859637786
0.0408820498034,0.30823195051
0.0633289348438,0.251954545215
0.0526834428243,0.158847840005
0.0472063942178,0.112238353718
0.095743320775,0.0402882774962
0.0508982298677,0.0825251437691
0.0555799197274,0.1264444763
0.0834404573371,0.0703616797672
0.0403607033676,0.114763250904
0.0537675872802,0.0896356459078
0.0747329471831,0.185040710074
0.0468274295182,0.14370205831
0.072643836412,0.281651273406
0.0530174475837,0.217198105027
0.0701235418297,0.0868164172079
0.0757339072829,0.121972989288
0.0930764684502,0.0844506183324
0.0570677408173,0.0812632064472
0.0819311450325,0.0478290808047
0.0947118368488,0.165411061738
0.0492781042019,0.063039235743
0.045934575683,0.0862053699096
0.0790551718017,0.123650418782
0.0751243143765,0.166220167829
0.0714943970357,0.205108169667
0.0470059839967,0.067525357097
0.0714476214654,0.0711609699581
0.0858487345512,0.0754858045801
0.0699051405756,0.0664587250454
0.0729452660304,0.06593977187
0.0600455297118,0.17018166168
0.0706887474473,0.060063217006
0.0775007939585,0.14039673261
0.115934965711,0.0600886637503
0.0606107891583,0.141798879212
0.0707140975918,0.259118831645
0.0834460534495,0.0554747715395
0.0806190931631,0.22720282762
0.087565063355,0.0490437767207
0.0735940216048,0.0852449136299

5-Fold RMSE:,0.0811023602477,0.0911903198659,0.0751779790651,0.0542562869868,0.0542562869868
Average 5-Fold RMSE:,0.0743350805065

5-Fold rsquared:,-0.18425664073,0.0751325261057,0.0437649457599,0.137248156221,0.137248156221
Average 5-Fold rsquared:,-0.120579555494
