topology_std_closeness_centrality,rotError.mean.std
0.0565394436277,0.00314194787486
0.0749235383167,0.000529720236435
0.0701663659578,0.00274200687267
0.0657681785738,0.000868010041646
0.13065442293,0.000988470995105
0.0624073878507,0.00396421114784
0.0845695226798,0.00305267434636
0.0670242256695,0.00323725683059
0.0669124340965,0.00162224709611
0.0765484380217,0.00122251686463
0.0646504304243,0.00481593435646
0.0905223954098,0.00139556645188
0.0900481570651,0.00295561424787
0.115187813932,0.000970277349218
0.0899535979605,0.00087903722649
0.116857256136,0.00234359606884
0.0594648531491,0.00196300121238
0.157134840264,0.00475371639426
0.0588838687402,0.00347532974758
0.0853782568654,0.00196074084985
0.0673104249139,0.00290945535533
0.0945135561085,0.0031687609811
0.0868958235123,0.00691864528074
0.0639585892462,0.00176297243951
0.101375536596,0.00288446249643
0.0845009452369,0.00193137045088
0.108458483731,0.00350567334933
0.0665544387217,0.0101955133655
0.0374305305731,0.00189316660463
0.0536432565224,0.00409306542765
0.068198206604,0.0021898122043
0.0745594040261,0.00268365863701
0.0408820498034,0.00416085194839
0.0633289348438,0.00454871802084
0.0526834428243,0.00641385431356
0.0472063942178,0.00357712486121
0.095743320775,0.00149199568169
0.0508982298677,0.00373159733983
0.0555799197274,0.00227211409784
0.0834404573371,0.00284573492967
0.0403607033676,0.00416717640221
0.0537675872802,0.00429998156474
0.0747329471831,0.00262143524665
0.0468274295182,0.0015716058183
0.072643836412,0.00295077555546
0.0530174475837,0.00347412036809
0.0701235418297,0.00393376291854
0.0757339072829,0.00199420279203
0.0930764684502,0.00317220657184
0.0570677408173,0.00212895982035
0.0819311450325,0.00283126115696
0.0947118368488,0.00452986510634
0.0492781042019,0.00169591170353
0.045934575683,0.00167382816322
0.0790551718017,0.00380101619562
0.0751243143765,0.00567736820441
0.0714943970357,0.00200585427637
0.0470059839967,0.00290650421563
0.0714476214654,0.00604227499064
0.0858487345512,0.00633767378436
0.0699051405756,0.00090005519672
0.0729452660304,0.00296056940863
0.0600455297118,0.00379557550738
0.0706887474473,0.0018376947053
0.0775007939585,0.00342684333818
0.115934965711,0.0018378217927
0.0606107891583,0.0038392713065
0.0707140975918,0.00265952798602
0.0834460534495,0.00290145318257
0.0722237137313,0.127889138475
0.0806190931631,0.00273066403156
0.087565063355,0.00140772643706
0.0735940216048,0.00163527502515
0.0598415157943,0.00529794026363

5-Fold RMSE:,0.00238926605463,0.00257608087925,0.0323511044263,0.0032347682501,0.0032347682501
Average 5-Fold RMSE:,0.00863847801887

5-Fold rsquared:,-0.565207506679,-2.09187973512,-3.94139994599,-0.0681513320668,-0.0681513320668
Average 5-Fold rsquared:,-1.80927446117
