topology_avg_katz_centrality,rotError.mean.std
0.152012508979,0.00314194787486
0.19348855763,0.000529720236435
0.274857823643,0.00274200687267
0.315688199115,0.000868010041646
0.281188123319,0.000988470995105
0.13687879313,0.00396421114784
0.149691632732,0.00305267434636
0.200394557396,0.00323725683059
0.225986597665,0.00162224709611
0.255507311148,0.00122251686463
0.240292386743,0.00481593435646
0.253883083042,0.00139556645188
0.245140367357,0.00295561424787
0.240554468057,0.000970277349218
0.253300745845,0.00087903722649
0.240402348022,0.00234359606884
0.197358951489,0.00196300121238
0.576851478367,0.00475371639426
0.137896297217,0.00347532974758
0.222462593068,0.00196074084985
0.140375197828,0.00290945535533
0.184491558962,0.0031687609811
0.174610713191,0.00691864528074
0.168023315729,0.00176297243951
0.221789361423,0.00288446249643
0.217728809152,0.00193137045088
0.21855578736,0.00350567334933
0.177783461173,0.0101955133655
0.162643088488,0.00189316660463
0.15905127118,0.00409306542765
0.162992923157,0.0021898122043
0.194677300978,0.00268365863701
0.122273092524,0.00416085194839
0.139000400145,0.00454871802084
0.137439770012,0.00641385431356
0.134265682771,0.00357712486121
0.273817367365,0.00149199568169
0.153884368942,0.00373159733983
0.173718373605,0.00227211409784
0.23768993686,0.00284573492967
0.151720774244,0.00416717640221
0.205673933659,0.00429998156474
0.213572373485,0.00262143524665
0.144439568071,0.0015716058183
0.17493981875,0.00295077555546
0.153835261752,0.00347412036809
0.187006207323,0.00393376291854
0.225837365907,0.00199420279203
0.244355748718,0.00317220657184
0.190490479867,0.00212895982035
0.21338935033,0.00283126115696
0.215991842591,0.00452986510634
0.20472205591,0.00169591170353
0.158341350822,0.00167382816322
0.197191271315,0.00380101619562
0.194739301254,0.00567736820441
0.22139266437,0.00200585427637
0.180352476788,0.00290650421563
0.209504868068,0.00604227499064
0.24633950968,0.00633767378436
0.226325241251,0.00090005519672
0.240534450369,0.00296056940863
0.165392862514,0.00379557550738
0.215217790547,0.0018376947053
0.17256521982,0.00342684333818
0.240540169197,0.0018378217927
0.156033511459,0.0038392713065
0.159984669078,0.00265952798602
0.245946325233,0.00290145318257
0.14490959715,0.127889138475
0.197164987585,0.00273066403156
0.222971811884,0.00140772643706
0.175433513511,0.00163527502515
0.164520601552,0.00529794026363

5-Fold RMSE:,0.0322025021761,0.0027040036359,0.00797761759991,0.00270100200512,0.00270100200512
Average 5-Fold RMSE:,0.00983925129877

5-Fold rsquared:,-26.1719529298,-1.13669276576,-0.065709367941,-3.94502541744,-3.94502541744
Average 5-Fold rsquared:,-6.78426348455
