voronoi_avg_shortest_path_length,transError.std.mean
21.4998288341,0.778805
20.2936398381,0.522405666667
12.5083333333,0.611337304348
13.3569271611,0.3833542
12.912183908,0.198447578947
5.78474576271,0.12269
9.30294530154,0.153758035714
12.3206884014,0.492268548387
16.1501124462,0.531760416667
16.4234150966,0.440496478261
14.6480345376,0.30601326087
12.2139696587,0.133319189189
11.3142857143,0.194677542857
8.58827160494,0.11035772
8.57716049383,0.139761666667
10.682532418,0.178345722222
7.91540616246,0.2198439
8.67536231884,0.243437428571
16.3656387665,0.256086724138
14.4232506728,0.338521882353
16.4339661845,0.61062825
11.5084367246,0.359939652174
24.0119570496,0.708234558824
14.0247250894,0.628137071429
9.46532338308,0.443055071429
14.9227073619,0.936557642857
8.04121274409,0.398797941176
12.0442237501,0.690604043478
8.04257703081,0.404276533333
17.1090763052,0.493052294118
16.8520773344,0.232889238095
14.4353595256,0.221677130435
14.282835877,0.341540409091
15.3235310498,0.65674012
17.5499233156,0.423536259259
20.3348066541,0.4465398
16.2894352159,0.306929823529
17.6897421203,0.480697125
7.64877192982,0.108247869565
12.9439687025,0.236416833333
13.0972090374,0.405104185185
9.9010989011,0.273577115385
16.4454892506,0.694026083333
22.6007609824,0.480950272727
12.4963662791,0.326498583333
15.6761002031,0.4142652
15.0959665481,0.500458896552
15.7765005537,0.625794366667
12.0269053248,0.379335257143
15.4703899487,0.487031439024
11.876818816,0.309707785714
13.9151562839,0.503770083333
12.227715946,0.218116833333
10.8023779499,0.213804791667
12.8683986774,0.310407555556
17.2478158651,0.50208644
11.9320570832,0.3024675
13.4870361446,0.464581966667
12.3135100709,0.379500214286
16.7567925048,0.286365322581
12.165374677,0.19540578125
11.5426798101,0.171382926829
3.74025974026,0.326238777778
12.9842643588,0.287927933333
15.7706882489,0.50571615625
12.4842701937,0.224714148148
13.5300479543,0.500257916667
9.91822222222,0.153626448276
13.346740213,0.398803653846
12.3785714286,0.341757914286
13.5930449902,0.203370592593
12.2111532504,0.304974964286
14.8327194292,0.17280424
13.2625249684,0.366907921053

5-Fold RMSE:,0.188300751245,0.192800818237,0.108583257789,0.13117010108,0.13117010108
Average 5-Fold RMSE:,0.142806296573

5-Fold rsquared:,0.0312572173581,0.369231004935,0.201908583377,0.293287993347,0.293287993347
Average 5-Fold rsquared:,0.213636273009
