avgRoomArea,rotError.std.mean
7977.65771283,0.0134886818182
21173.5347899,0.00848306666667
624.168754832,0.00990715789474
80.8425765625,0.00666489285714
1471.88578033,0.00854714285714
34.881097464,0.0154531111111
2549.50107571,0.0139629166667
1963.40434773,0.0142382727273
2780.84323949,0.00927660869565
1048.19797,0.00886394594595
2295.96385831,0.0103236571429
722.891074407,0.00831244
238.733433348,0.0120980666667
1918.774887,0.00902981081081
68.8216068272,0.0070672
6551.51671392,0.00862697142857
6943.03896001,0.0107663448276
1733.7689016,0.0146358235294
35.6467956188,0.0153069130435
151.362690548,0.00836128571429
99.3657311669,0.0141560606061
301.946595142,0.0130143076923
121.68372176,0.0213154358974
117.729480802,0.0118386923077
159.178043584,0.0129007
159.188760688,0.0117434782609
859.936380576,0.0171069
1770.82512649,0.0201348076923
91.9816248562,0.00883107692308
1183.72809077,0.00979857575758
1997.3848037,0.0108434193548
49524.5924242,0.01273672
469.164697244,0.0201676538462
943.370778453,0.0242387692308
42.0407507992,0.0134642666667
199.193698175,0.0164263142857
788.58765325,0.008347
453.458902845,0.0136369583333
1693.17206751,0.0145126
5552.49887159,0.0110901538462
363.343164941,0.0162626538462
1289.36416825,0.0139900769231
2951.87623731,0.0113885652174
977.277898735,0.00808025641026
5426.47434551,0.0127977692308
2722.63884182,0.0142507037037
1209.03521613,0.0175852258065
16879.3303371,0.0131790810811
5157.30973711,0.0140931785714
15832.5442995,0.013008
1087.11846417,0.0124418666667
1294.3483084,0.01217428
2704.27313193,0.0113095
4465.17802586,0.01085984
2060.46065176,0.013217275
6566.39327632,0.0138498148148
7841.40851591,0.00906033333333
1885.83138054,0.0113865483871
684.955365045,0.01360234375
1404.46439982,0.0114615121951
17362.1361915,0.00809121428571
5741.66815356,0.0116139666667
202.653527556,0.0140091666667
3232.68514713,0.0103575555556
654.353986368,0.0173899090909
1364.62420536,0.0105403103448
2100.80696472,0.0152154583333
114.824991211,0.00999909375
1050.81706285,0.00975977777778
286.445046973,0.0581752916667
5620.85672307,0.00897219230769
1918.72960961,0.00749868
5899.38741064,0.00801097368421
37.5123784326,0.0207175

5-Fold RMSE:,0.00344590939797,0.00381409640754,0.00571472739311,0.0124044562949,0.0124044562949
Average 5-Fold RMSE:,0.00576277702989

5-Fold rsquared:,-0.0857292491098,-1.32728093282,-2.47705403534,0.0294761517607,0.0294761517607
Average 5-Fold rsquared:,-0.770255860995
