topology_std_katz_centrality,rotError.mean.std
0.0358111856313,0.00314194787486
0.0506179618926,0.000529720236435
0.0370978935435,0.00274200687267
0.0184651276566,0.000868010041646
0.0653190067095,0.000988470995105
0.0504062668326,0.00396421114784
0.0625156345542,0.00305267434636
0.0388418335422,0.00323725683059
0.0395175482926,0.00162224709611
0.0371844136274,0.00122251686463
0.0329104586004,0.00481593435646
0.0470111349754,0.00139556645188
0.0490530355055,0.00295561424787
0.0680701689278,0.000970277349218
0.0500539590932,0.00087903722649
0.0686054740205,0.00234359606884
0.032395127214,0.00196300121238
0.0239938583583,0.00475371639426
0.047552149884,0.00347532974758
0.0560533106338,0.00196074084985
0.0595870605781,0.00290945535533
0.0665161870029,0.0031687609811
0.0631969735004,0.00691864528074
0.0343501102959,0.00176297243951
0.0586605327873,0.00288446249643
0.0509329526464,0.00193137045088
0.0697491703081,0.00350567334933
0.0415496602463,0.0101955133655
0.023963572233,0.00189316660463
0.0415899045816,0.00409306542765
0.0447742735529,0.0021898122043
0.0458339228496,0.00268365863701
0.0303695030845,0.00416085194839
0.049173358584,0.00454871802084
0.0440867661807,0.00641385431356
0.0346914349788,0.00357712486121
0.0441262535518,0.00149199568169
0.0363263127109,0.00373159733983
0.0327402912611,0.00227211409784
0.0482392301694,0.00284573492967
0.0281128168704,0.00416717640221
0.0343000566012,0.00429998156474
0.0447871510946,0.00262143524665
0.0296030675798,0.0015716058183
0.0522435943348,0.00295077555546
0.0365337137694,0.00347412036809
0.0454501425725,0.00393376291854
0.040361653923,0.00199420279203
0.0528229880672,0.00317220657184
0.0273936875411,0.00212895982035
0.0456512079203,0.00283126115696
0.0578577906099,0.00452986510634
0.0395871278775,0.00169591170353
0.0352676352131,0.00167382816322
0.052747219677,0.00380101619562
0.0455697766838,0.00567736820441
0.0313893001367,0.00200585427637
0.0283957294271,0.00290650421563
0.0395253805847,0.00604227499064
0.0426244761908,0.00633767378436
0.0375295099882,0.00090005519672
0.0310919217409,0.00296056940863
0.0348802179017,0.00379557550738
0.036060369536,0.0018376947053
0.0596202838132,0.00342684333818
0.0681206797005,0.0018378217927
0.0517742245605,0.0038392713065
0.0545557900803,0.00265952798602
0.0448375412368,0.00290145318257
0.0530163414747,0.127889138475
0.0528453814189,0.00273066403156
0.0539921295437,0.00140772643706
0.0505610093885,0.00163527502515
0.0387865986683,0.00529794026363

5-Fold RMSE:,0.00320929904532,0.00284565707044,0.0322922530013,0.00253092739169,0.00253092739169
Average 5-Fold RMSE:,0.0087370450392

5-Fold rsquared:,-3.67887373121,-2.60172807727,-2.6197598394,-0.0752181448897,-0.0752181448897
Average 5-Fold rsquared:,-3.0712170336
