totalTime,rotError.std.std
7743.55652174,0.00544283981045
5871.41333333,0.00238204213415
2281.97894737,0.00443794731193
1354.59642857,0.00221181244909
1659.58214286,0.00124875791759
5198.54516129,0.00670812510145
5477.86666667,0.00526352379524
3536.62173913,0.00913242766636
2830.96086957,0.00109827381314
1745.23513514,0.001820392131
2208.06285714,0.0115835540733
1662.192,0.00242628577179
1609.00666667,0.00881799279479
2145.56944444,0.00155158807808
2048.65333333,0.00133593491358
3052.23428571,0.0033034977955
3921.41666667,0.00457690250041
3581.27058824,0.010818340273
7052.875,0.00939720652641
4358.37826087,0.00241009476396
9060.99310345,0.00935003691155
9315.98928571,0.0239013077489
3083.37857143,0.0967031592699
10953.65,0.0235713891725
5282.52058824,0.00693154786835
6047.27826087,0.00719629727175
3020.41666667,0.00729724936466
3506.38235294,0.00928123177602
2408.40952381,0.00146296711826
2618.1826087,0.00345204746565
3122.75454545,0.0235237306324
5479.196,0.00431503222254
4442.33333333,0.0109164373752
3697.00666667,0.0384564311949
3580.12352941,0.0101640285899
5922.8125,0.0060490277033
1650.44782609,0.00237160519209
3048.48125,0.00513266581564
3913.77777778,0.00798833628714
2507.84230769,0.00480609803905
8273.10833333,0.00931314053418
5024.57727273,0.0035854966117
2868.95833333,0.0090749635613
5079.84,0.00197943739482
5964.87241379,0.00752716726779
5847.58333333,0.0245157322818
2814.78857143,0.0131644023743
5177.86829268,0.00816947942897
2649.53928571,0.00596216482169
7299.80714286,0.00530810796887
2228.52666667,0.00290363576381
2415.84444444,0.00562260485523
3423.01111111,0.00593740494427
6119.592,0.0031691424541
2439.62142857,0.00408505580913
4293.42333333,0.0074098626606
3703.52857143,0.00358325893136
3426.39032258,0.00295568783369
2134.64666667,0.00524304033256
1896.65609756,0.00492444947089
4176.48846154,0.00284535658194
2596.04,0.00668196581096
5151.05,0.00806206474837
2637.14444444,0.00651974844058
5440.36666667,0.0102982308024
1954.06206897,0.00348419817228
4110.29615385,0.00773341395644
3868.05454545,0.00707002400913
2386.22592593,0.0034764729288
7405.83571429,0.00413643864616
2968.16428571,0.0129904271285
2600.284,0.00201918335413
5058.65263158,0.00303309851547
7124.93333333,0.00469485154998
