topology_avg_shortest_path_length,rotError.mean.std
3.14957983193,0.0051668558009
2.80139372822,0.127889138475
3.64146341463,0.00340156190411
2.80666666667,0.000529720236435
2.88461538462,0.00274200687267
2.95555555556,0.000868010041646
1.81818181818,0.000988470995105
2.93524514339,0.00429956664055
2.42674253201,0.00305267434636
3.34420289855,0.00325076749757
3.15789473684,0.00162224709611
2.8380952381,0.00122251686463
3.17647058824,0.00481593435646
2.67619047619,0.00139556645188
2.5,0.00295561424787
1.84166666667,0.00086073843683
2.20952380952,0.00087903722649
1.875,0.00234359606884
3.83333333333,0.00196300121238
1.33333333333,0.00475371639426
3.01572617946,0.00397965134483
2.42105263158,0.00194485015484
2.41971207087,0.011229552043
2.11076923077,0.00728678377751
2.2315270936,0.0240067761271
3.30837789661,0.00587163384417
2.26900584795,0.00364257671701
2.45789473684,0.00193137045088
1.89473684211,0.00350567334933
3.25057471264,0.011540864302
5.47297297297,0.00169851493892
3.16516516517,0.00387832424544
3.05378151261,0.018982936371
2.96666666667,0.00268365863701
3.94674859191,0.00951347370549
3.25314009662,0.0113683540574
3.77570921986,0.0102189055546
3.70512820513,0.00279617073466
2.37179487179,0.00119649202124
3.66794871795,0.00373159733983
3.36088709677,0.00435481252733
2.48529411765,0.00284573492967
3.90592334495,0.00405173873492
3.395256917,0.00258198449888
2.68095238095,0.00935193660277
4.77874396135,0.00120964368307
2.55632183908,0.00544625576124
3.71025641026,0.0122018643728
3.34757834758,0.00687929093309
2.76608187135,0.00319700990545
2.28333333333,0.00317220657184
3.73504273504,0.00212895982035
2.64761904762,0.00283126115696
2.37368421053,0.00479663990611
3.44268774704,0.00169591170353
3.92745376956,0.00167382816322
2.52536231884,0.00464877681209
3.04,0.00631663664558
3.25789473684,0.00267358431567
4.3908045977,0.00290650421563
2.94805194805,0.00604227499064
2.59166666667,0.00633767378436
2.97076023392,0.000897543822652
3.07352941176,0.00296056940863
3.49411764706,0.00514108200771
3.01904761905,0.0018376947053
2.4183908046,0.00559589829449
1.85833333333,0.0018378217927
2.83333333333,0.00470429841354
2.65378151261,0.00584007398849
2.55,0.00290145318257
2.57608695652,0.0102512932546
2.34502923977,0.00140772643706
2.6091954023,0.00163527502515

5-Fold RMSE:,0.00394792943899,0.0320641732273,0.00656405650274,0.00383123254321,0.00383123254321
Average 5-Fold RMSE:,0.0102311091898

5-Fold rsquared:,-1.43942346453,-0.219411190376,-0.190312483202,-0.273527605532,-0.273527605532
Average 5-Fold rsquared:,-0.44056830544
