voronoi_std_closeness_centrality,transError.std.std
0.0162028340043,0.226872799473
0.0180723422608,0.0888341978949
0.0143460382158,0.0536568207547
0.0334856533368,0.0531756045959
0.020401416029,0.0388866547706
0.0121833939039,0.156091446153
0.0101726693386,0.204774691356
0.0111789888503,0.189473879231
0.0129962715494,0.0429963941514
0.0155910611826,0.0500640527086
0.0161896572248,0.160692173355
0.0246489555346,0.0364422115207
0.0225383671267,0.115579807708
0.0175173726078,0.0365550743802
0.0234215696698,0.0491585794691
0.0217815574121,0.0890782760547
0.0120222750025,0.0933187599678
0.0129204340926,0.138087316178
0.0105738429496,0.258353516079
0.0121048389773,0.0779121061829
0.00310742205166,0.259494989064
0.0141771999006,0.214149069586
0.0180681349112,0.160472378798
0.0122438733975,0.578481679757
0.0237913288013,0.14193715639
0.0143990925972,0.390698889866
0.0151231404527,0.145785206544
0.0115281691071,0.196101691352
0.0110998846989,0.0540020208264
0.012394935845,0.0639730578518
0.0110110099535,0.0642383791162
0.0130270578487,0.258741211908
0.00875221342896,0.131888311652
0.00976784712079,0.126072926139
0.010504734642,0.124697260981
0.00816683567122,0.192108034661
0.0250352459787,0.0517409309399
0.0110216500896,0.150426578073
0.0127664010297,0.141387393986
0.0192787369224,0.0819226964463
0.00952672556587,0.284322556163
0.00914047087579,0.268748777682
0.0161798718058,0.0698040570684
0.0140280958987,0.0777311359681
0.0092818621892,0.221015525555
0.0136604729771,0.170190402896
0.0164595556523,0.10685390071
0.012871900677,0.237490765274
0.0131870913257,0.110170635227
0.0140545346879,0.172007018126
0.0164976378118,0.0621497895481
0.0185512356271,0.110615023941
0.0147849607696,0.126944549297
0.0115088999888,0.109794391941
0.00955666431135,0.0809823194632
0.0136819240382,0.12386252947
0.0155996031848,0.0966363792344
0.0117033474378,0.064450068138
0.0168711330914,0.0692099506632
0.0174204601188,0.075847820682
0.0519139466047,0.113532147819
0.0156601313596,0.129796983767
0.0116531019994,0.192206970562
0.0158865164552,0.105334107197
0.0101031055214,0.145524364411
0.021634134839,0.0596299714663
0.0104434238961,0.130217601143
0.012002439584,0.0974594238893
0.0148984712614,0.0743403423368
0.00699868820091,0.167837658831
0.0133203744133,0.168709916846
0.0115536467413,0.0562958637779
0.0143915244288,0.116143743091
0.00741871144613,0.206076064429

5-Fold RMSE:,0.0862650530334,0.136243451919,0.0538529029093,0.0789374882299,0.0789374882299
Average 5-Fold RMSE:,0.0839183308679

5-Fold rsquared:,0.165753390933,-1.27052273868,0.0795910512464,0.0683687917182,0.0683687917182
Average 5-Fold rsquared:,-0.150588286402
