roomPerimeter,rotError.std.std
1588.62791478,0.00570813314798
1351.09384402,0.00238204213415
458.622966465,0.00443794731193
125.926169628,0.00221181244909
302.601396954,0.00124875791759
501.062394277,0.00692890029398
1837.42341771,0.00526352379524
688.861804167,0.00916339305052
662.793955846,0.00109827381314
345.129490021,0.001820392131
456.293929549,0.0115835540733
315.925559425,0.00242628577179
243.357074819,0.00881799279479
409.663330218,0.00156947572306
203.831915727,0.00133593491358
608.510749633,0.0033034977955
811.724322072,0.00427790386373
789.405453777,0.010818340273
498.214112703,0.0073614093577
349.485622363,0.0020421627691
623.087494685,0.00882900353326
506.227250231,0.0056069691509
469.640967896,0.00964521917124
470.629120514,0.0102373131119
343.406315926,0.00694223066048
349.626511091,0.00719629727175
503.178792264,0.00729724936466
824.277775057,0.00941862106525
481.48305766,0.00165015637774
859.077312371,0.00327309840264
1023.76949412,0.00344135860057
1483.77049838,0.00431503222254
1208.95867135,0.00820748297377
1173.67459887,0.038374045582
537.162909983,0.00800000789555
845.005713505,0.00653686665775
279.62861162,0.0030003076901
780.915742482,0.00533292057631
909.128599512,0.00671912860422
623.395444333,0.00480609803905
787.160481335,0.00899802736477
551.960813093,0.00879950207474
655.096395443,0.0034406223505
1086.4876646,0.00161564506
1357.05101607,0.00646094092521
1113.23214774,0.00512121237682
636.640571297,0.00772600753931
883.283838598,0.00810460207062
638.505269241,0.00596216482169
1290.51989442,0.00468461053166
474.810346145,0.00290363576381
502.295701425,0.00727200671353
687.882051882,0.00593740494427
1293.11063322,0.0031691424541
602.61103687,0.00360718859354
864.15979835,0.00760278416857
846.661098224,0.00281495176744
687.49670878,0.00295568783369
454.8062828,0.00587875703598
406.40042891,0.00492444947089
865.683726415,0.00274550707465
580.17017166,0.00668196581096
551.429068269,0.00693703706243
620.854347876,0.00651974844058
651.012500721,0.0105001485137
367.406975129,0.00348419817228
1075.51367261,0.00672065780498
533.159488544,0.00427584456832
377.956377889,0.0034764729288
747.238694267,0.218382402573
900.193877884,0.0062202472559
496.333168951,0.00201918335413
1394.54206022,0.00303309851547
837.315270419,0.00630615992045

5-Fold RMSE:,0.0549012987618,0.00451059871644,0.00885501361075,0.00513847209886,0.00513847209886
Average 5-Fold RMSE:,0.0157310029152

5-Fold rsquared:,-1.69061539384,-1.4648773367,-0.038341698387,-7.19432475739,-7.19432475739
Average 5-Fold rsquared:,-2.09232680638
