voronoi_std_closeness_centrality,rotError.mean.mean
0.00741871144613,0.0160152777778
0.00699868820091,0.0361834583333
0.0162028340043,0.0081227826087
0.0180723422608,0.00518106666667
0.0143460382158,0.00745268421053
0.0334856533368,0.00380332142857
0.020401416029,0.00530514285714
0.0121833939039,0.0113298387097
0.0101726693386,0.0100377916667
0.0111789888503,0.00991973913043
0.0129962715494,0.00654347826087
0.0155910611826,0.00574740540541
0.0161896572248,0.0063216
0.0246489555346,0.00609472
0.0225383671267,0.00695146666667
0.0175173726078,0.00522869444444
0.0234215696698,0.00419643333333
0.0217815574121,0.00586774285714
0.0120222750025,0.0080334137931
0.0129204340926,0.00957582352941
0.0105738429496,0.0118060833333
0.0121048389773,0.00680830434783
0.00310742205166,0.0128010294118
0.0141771999006,0.0102644642857
0.0180681349112,0.0246713571429
0.0122438733975,0.007418
0.0237913288013,0.00877191176471
0.0143990925972,0.00719391304348
0.0151231404527,0.0116620333333
0.0115281691071,0.0221704705882
0.0110998846989,0.00773861904762
0.012394935845,0.0076692173913
0.0110110099535,0.0124832272727
0.0130270578487,0.0090522
0.00875221342896,0.0147335925926
0.00976784712079,0.0128114
0.010504734642,0.0131788235294
0.00816683567122,0.0105658125
0.0250352459787,0.00586613043478
0.0110216500896,0.0116517083333
0.0127664010297,0.010821
0.0192787369224,0.00736969230769
0.00952672556587,0.012007125
0.00914047087579,0.00962695454545
0.0161798718058,0.0105803333333
0.0140280958987,0.0089074
0.0092818621892,0.0112168965517
0.0136604729771,0.0137696
0.0164595556523,0.0132841714286
0.012871900677,0.0079603902439
0.0131870913257,0.0102650357143
0.0140545346879,0.0086655
0.0164976378118,0.0111931666667
0.0185512356271,0.00875566666667
0.0147849607696,0.00787177777778
0.0115088999888,0.0083908
0.00955666431135,0.0134036428571
0.0136819240382,0.0111335666667
0.0155996031848,0.00665304761905
0.0117033474378,0.0100887741935
0.0168711330914,0.0114415
0.0174204601188,0.0108286829268
0.0519139466047,0.00525488888889
0.0156601313596,0.0074369
0.0116531019994,0.01176809375
0.0158865164552,0.00650085185185
0.0101031055214,0.0117556666667
0.021634134839,0.00662575862069
0.0104434238961,0.0114198846154
0.012002439584,0.00779974285714
0.0148984712614,0.00717885185185
0.0133203744133,0.00862746428571
0.0115536467413,0.00584372
0.0143915244288,0.0060295

5-Fold RMSE:,0.00661421921063,0.00355459267443,0.00275350414904,0.00684221392401,0.00684221392401
Average 5-Fold RMSE:,0.00441968658039

5-Fold rsquared:,-0.146163374544,0.00568787180252,0.234587738905,-1.24990203343,-1.24990203343
Average 5-Fold rsquared:,-0.13838573053
