topology_std_eigenvector_centrality,rotError.mean.mean
0.0983045532532,0.0160152777778
0.105212691271,0.0361834583333
0.10756347235,0.0081227826087
0.122312884505,0.00518106666667
0.1677582343,0.00745268421053
0.126523822532,0.00380332142857
0.134659649123,0.00530514285714
0.0953368680058,0.0113298387097
0.10463312949,0.0100377916667
0.143314542052,0.00991973913043
0.155800946802,0.00654347826087
0.136238783067,0.00574740540541
0.12070283799,0.0063216
0.154249695615,0.00609472
0.144335610656,0.00695146666667
0.122088537902,0.00522869444444
0.115471578888,0.00419643333333
0.126969125396,0.00586774285714
0.149197272515,0.0080334137931
0.0976310729378,0.00957582352941
0.0929410616606,0.0118060833333
0.129587592,0.00680830434783
0.0976912934536,0.0128010294118
0.112134596259,0.0102644642857
0.108435380695,0.0246713571429
0.116999705628,0.007418
0.132839614937,0.00877191176471
0.127039153774,0.00719391304348
0.120678590464,0.0116620333333
0.118775976121,0.0221704705882
0.122166059236,0.00773861904762
0.11397801196,0.0076692173913
0.112661742233,0.0124832272727
0.133711411098,0.0090522
0.0795638641065,0.0147335925926
0.106549735087,0.0128114
0.111420287448,0.0131788235294
0.0928921269199,0.0105658125
0.132185619966,0.00586613043478
0.122766639694,0.0116517083333
0.105912295049,0.010821
0.133073753052,0.00736969230769
0.114101280324,0.012007125
0.109405113251,0.00962695454545
0.12661037708,0.0105803333333
0.120475441694,0.0089074
0.11078077306,0.0112168965517
0.108512198276,0.0137696
0.13417553378,0.0132841714286
0.128133402293,0.0079603902439
0.131768090649,0.0102650357143
0.130350497196,0.0086655
0.129026999341,0.0111931666667
0.133089510306,0.00875566666667
0.14421463787,0.00787177777778
0.104515098912,0.0083908
0.123327189632,0.0134036428571
0.129278231027,0.0111335666667
0.136984666563,0.00665304761905
0.119071453185,0.0100887741935
0.123020874141,0.0114415
0.133127955687,0.0108286829268
0.121745985772,0.00525488888889
0.125418567606,0.0074369
0.113860325594,0.01176809375
0.122025009105,0.00650085185185
0.11116785633,0.0117556666667
0.124194319488,0.00662575862069
0.0963975736058,0.0114198846154
0.105943592175,0.00779974285714
0.130288075133,0.00717885185185
0.12417994054,0.00862746428571
0.1242813404,0.00584372
0.113850442469,0.0060295

5-Fold RMSE:,0.00788522396983,0.00214590049138,0.00459291165766,0.00212823561087,0.00212823561087
Average 5-Fold RMSE:,0.00395675489874

5-Fold rsquared:,-0.149732212739,-0.126497235106,-0.352196022592,0.214650941504,0.214650941504
Average 5-Fold rsquared:,-0.0529213702962
