topology_std_katz_centrality,transError.std.mean
0.0387865986683,0.778805
0.0530163414747,0.522405666667
0.0358111856313,0.611337304348
0.0506179618926,0.3833542
0.0370978935435,0.198447578947
0.0184651276566,0.12269
0.0653190067095,0.153758035714
0.0504062668326,0.492268548387
0.0625156345542,0.531760416667
0.0388418335422,0.440496478261
0.0395175482926,0.30601326087
0.0371844136274,0.133319189189
0.0329104586004,0.194677542857
0.0470111349754,0.11035772
0.0490530355055,0.139761666667
0.0680701689278,0.178345722222
0.0500539590932,0.2198439
0.0686054740205,0.243437428571
0.032395127214,0.256086724138
0.0239938583583,0.338521882353
0.047552149884,0.61062825
0.0560533106338,0.359939652174
0.0595870605781,0.708234558824
0.0665161870029,0.628137071429
0.0631969735004,0.443055071429
0.0343501102959,0.936557642857
0.0586605327873,0.398797941176
0.0509329526464,0.690604043478
0.0697491703081,0.404276533333
0.0415496602463,0.493052294118
0.023963572233,0.232889238095
0.0415899045816,0.221677130435
0.0447742735529,0.341540409091
0.0458339228496,0.65674012
0.0303695030845,0.423536259259
0.049173358584,0.4465398
0.0440867661807,0.306929823529
0.0346914349788,0.480697125
0.0441262535518,0.108247869565
0.0363263127109,0.236416833333
0.0327402912611,0.405104185185
0.0482392301694,0.273577115385
0.0281128168704,0.694026083333
0.0343000566012,0.480950272727
0.0447871510946,0.326498583333
0.0296030675798,0.4142652
0.0522435943348,0.500458896552
0.0365337137694,0.625794366667
0.0454501425725,0.379335257143
0.040361653923,0.487031439024
0.0528229880672,0.309707785714
0.0273936875411,0.503770083333
0.0456512079203,0.218116833333
0.0578577906099,0.213804791667
0.0395871278775,0.310407555556
0.0352676352131,0.50208644
0.052747219677,0.3024675
0.0455697766838,0.464581966667
0.0313893001367,0.379500214286
0.0283957294271,0.286365322581
0.0395253805847,0.19540578125
0.0426244761908,0.171382926829
0.0375295099882,0.326238777778
0.0310919217409,0.287927933333
0.0348802179017,0.50571615625
0.036060369536,0.224714148148
0.0596202838132,0.500257916667
0.0681206797005,0.153626448276
0.0517742245605,0.398803653846
0.0545557900803,0.341757914286
0.0448375412368,0.203370592593
0.0528453814189,0.304974964286
0.0539921295437,0.17280424
0.0505610093885,0.366907921053

5-Fold RMSE:,0.173727807011,0.230564864921,0.197760889606,0.116267439955,0.116267439955
Average 5-Fold RMSE:,0.175367740763

5-Fold rsquared:,-0.154041488275,-0.0632698241882,-0.109582110376,-0.0180609471513,-0.0180609471513
Average 5-Fold rsquared:,-0.104004603847
