entropy,rotError.mean.std
0.3221447186,0.00314194787486
0.470907976972,0.000529720236435
0.523778963834,0.00274200687267
0.395497312924,0.000868010041646
0.328353771228,0.000988470995105
0.29333028783,0.00396421114784
0.370370404356,0.00305267434636
0.274988878465,0.00323725683059
0.206876229631,0.00162224709611
0.538030318706,0.00122251686463
0.295756027505,0.00481593435646
0.380368228615,0.00139556645188
0.382280806687,0.00295561424787
0.479363399065,0.000970277349218
0.348905806613,0.00087903722649
0.333070872241,0.00234359606884
0.254912011889,0.00196300121238
0.55908348168,0.00475371639426
0.308572760262,0.00347532974758
0.318539406313,0.00196074084985
0.277888866018,0.00290945535533
0.284676724208,0.0031687609811
0.297507395277,0.00691864528074
0.204850511929,0.00176297243951
0.234452734746,0.00288446249643
0.306951959387,0.00193137045088
0.335083355922,0.00350567334933
0.446540182952,0.0101955133655
0.505791691597,0.00189316660463
0.510763420494,0.00409306542765
0.329875981726,0.0021898122043
0.39131588904,0.00268365863701
0.756474176243,0.00416085194839
0.636473091808,0.00454871802084
0.607846472941,0.00641385431356
0.568528908897,0.00357712486121
0.558090194533,0.00149199568169
0.398900389202,0.00373159733983
0.51387932211,0.00227211409784
0.393196937981,0.00284573492967
0.484828329434,0.00416717640221
0.37395692585,0.00429998156474
0.410231936509,0.00262143524665
0.326105044278,0.0015716058183
0.521749511142,0.00295077555546
0.405325651205,0.00347412036809
0.333393618806,0.00393376291854
0.437642046974,0.00199420279203
0.329219680936,0.00317220657184
0.255193614573,0.00212895982035
0.291600149817,0.00283126115696
0.360445393349,0.00452986510634
0.50107086266,0.00169591170353
0.527835552252,0.00167382816322
0.380530385989,0.00380101619562
0.529081411403,0.00567736820441
0.450537965723,0.00200585427637
0.442437535411,0.00290650421563
0.423383015861,0.00604227499064
0.454458774711,0.00633767378436
0.433576786625,0.00090005519672
0.488364877974,0.00296056940863
0.554227610854,0.00379557550738
0.438986776868,0.0018376947053
0.472547868952,0.00342684333818
0.464185790183,0.0018378217927
0.557906180205,0.0038392713065
0.63559816881,0.00265952798602
0.482066878387,0.00290145318257
0.568207500774,0.127889138475
0.452134192471,0.00273066403156
0.553248122712,0.00140772643706
0.313819750698,0.00163527502515
0.687950739326,0.00529794026363

5-Fold RMSE:,0.0035906739855,0.00509063275043,0.00317550371554,0.00425481747825,0.00425481747825
Average 5-Fold RMSE:,0.00988778845219

5-Fold rsquared:,-5.95661046699,-0.0806737570276,-4.49643365043,-2.3536370987,-2.3536370987
Average 5-Fold rsquared:,-7.40741834618
