avgRoomArea,transError.std.mean
7977.65771283,0.610577304348
21173.5347899,0.3833542
624.168754832,0.198447578947
80.8425765625,0.12269
1471.88578033,0.153758035714
34.881097464,0.492268548387
2549.50107571,0.531760416667
1963.40434773,0.440496478261
2780.84323949,0.30601326087
1048.19797,0.133319189189
2295.96385831,0.194677542857
722.891074407,0.11035772
238.733433348,0.139761666667
1918.774887,0.178345722222
68.8216068272,0.2198439
6551.51671392,0.243437428571
6943.03896001,0.273808166667
1733.7689016,0.338521882353
35.6467956188,0.61062825
151.362690548,0.359939652174
99.3657311669,0.588087103448
301.946595142,0.628137071429
121.68372176,0.443055071429
117.729480802,0.999427916667
159.178043584,0.398797941176
159.188760688,0.690604043478
859.936380576,0.404276533333
1770.82512649,0.493052294118
91.9816248562,0.232889238095
1183.72809077,0.221677130435
1997.3848037,0.341540409091
49524.5924242,0.65674012
469.164697244,0.423536259259
943.370778453,0.4465398
42.0407507992,0.306929823529
199.193698175,0.480697125
788.58765325,0.108247869565
453.458902845,0.1948145
1693.17206751,0.405104185185
5552.49887159,0.273577115385
363.343164941,0.694026083333
1289.36416825,0.480950272727
2951.87623731,0.326498583333
977.277898735,0.4142652
5426.47434551,0.500458896552
2722.63884182,0.625794366667
1209.03521613,0.379335257143
16879.3303371,0.487031439024
5157.30973711,0.309707785714
15832.5442995,0.515047357143
1087.11846417,0.218116833333
1294.3483084,0.219631666667
2704.27313193,0.310407555556
4465.17802586,0.50208644
2060.46065176,0.3024675
6566.39327632,0.464581966667
7841.40851591,0.379500214286
1885.83138054,0.286365322581
684.955365045,0.206892133333
1404.46439982,0.171382926829
17362.1361915,0.324577269231
5741.66815356,0.287927933333
202.653527556,0.50571615625
3232.68514713,0.224714148148
654.353986368,0.500257916667
1364.62420536,0.153626448276
2100.80696472,0.398803653846
114.824991211,0.389266045455
1050.81706285,0.203370592593
286.445046973,0.525956928571
5620.85672307,0.304974964286
1918.72960961,0.17280424
5899.38741064,0.366907921053
37.5123784326,0.741109166667
