topology_density,rotError.mean.std
0.090756302521,0.0051668558009
0.0557491289199,0.127889138475
0.0585365853659,0.00340156190411
0.106666666667,0.000529720236435
0.166666666667,0.00274200687267
0.222222222222,0.000868010041646
0.181818181818,0.000988470995105
0.0582793709528,0.00429956664055
0.0611664295875,0.00305267434636
0.0942028985507,0.00325076749757
0.134502923977,0.00162224709611
0.133333333333,0.00122251686463
0.117647058824,0.00481593435646
0.142857142857,0.00139556645188
0.183333333333,0.00295561424787
0.158333333333,0.00086073843683
0.171428571429,0.00087903722649
0.125,0.00234359606884
0.1,0.00196300121238
0.666666666667,0.00475371639426
0.0619796484736,0.00397965134483
0.122807017544,0.00194485015484
0.0542635658915,0.011229552043
0.0984615384615,0.00728678377751
0.100985221675,0.0240067761271
0.0659536541889,0.00587163384417
0.105263157895,0.00364257671701
0.1,0.00193137045088
0.105263157895,0.00350567334933
0.0827586206897,0.011540864302
0.0630630630631,0.00169851493892
0.0690690690691,0.00387832424544
0.0655462184874,0.018982936371
0.08,0.00268365863701
0.0460829493088,0.00951347370549
0.0550724637681,0.0113683540574
0.0505319148936,0.0102189055546
0.0475113122172,0.00279617073466
0.166666666667,0.00119649202124
0.0602564102564,0.00373159733983
0.070564516129,0.00435481252733
0.117647058824,0.00284573492967
0.0592334494774,0.00405173873492
0.0909090909091,0.00258198449888
0.109523809524,0.00935193660277
0.0570048309179,0.00120964368307
0.0689655172414,0.00544625576124
0.0641025641026,0.0122018643728
0.0826210826211,0.00687929093309
0.111111111111,0.00319700990545
0.15,0.00317220657184
0.0911680911681,0.00212895982035
0.0952380952381,0.00283126115696
0.110526315789,0.00479663990611
0.102766798419,0.00169591170353
0.0611664295875,0.00167382816322
0.0905797101449,0.00464877681209
0.0866666666667,0.00631663664558
0.105263157895,0.00267358431567
0.0712643678161,0.00290650421563
0.0952380952381,0.00604227499064
0.125,0.00633767378436
0.105263157895,0.000897543822652
0.117647058824,0.00296056940863
0.0621848739496,0.00514108200771
0.0952380952381,0.0018376947053
0.0804597701149,0.00559589829449
0.141666666667,0.0018378217927
0.0585585585586,0.00470429841354
0.0773109243697,0.00584007398849
0.141666666667,0.00290145318257
0.0978260869565,0.0102512932546
0.122807017544,0.00140772643706
0.0804597701149,0.00163527502515

5-Fold RMSE:,0.00330028889104,0.00432392775866,0.0322911300768,0.00439632276514,0.00439632276514
Average 5-Fold RMSE:,0.0118878160898

5-Fold rsquared:,-1.0750934285,-0.0743665588536,0.139639450428,-0.115825793153,-0.115825793153
Average 5-Fold rsquared:,-0.403822409403
