topology_std_closeness_centrality,rotError.mean.mean
0.0565394436277,0.00781177272727
0.0749235383167,0.00518106666667
0.0701663659578,0.00745268421053
0.0657681785738,0.00380332142857
0.13065442293,0.00530514285714
0.0624073878507,0.0108654444444
0.0845695226798,0.0100377916667
0.0670242256695,0.00976259090909
0.0669124340965,0.00654347826087
0.0765484380217,0.00574740540541
0.0646504304243,0.0063216
0.0905223954098,0.00609472
0.0900481570651,0.00695146666667
0.115187813932,0.00530697297297
0.0899535979605,0.00419643333333
0.116857256136,0.00586774285714
0.0594648531491,0.0080334137931
0.157134840264,0.00957582352941
0.0588838687402,0.0113755652174
0.0853782568654,0.00664728571429
0.0673104249139,0.00940933333333
0.0945135561085,0.00862580769231
0.0868958235123,0.0175163076923
0.0639585892462,0.00585915384615
0.101375536596,0.0080592
0.0845009452369,0.00719391304348
0.108458483731,0.0116620333333
0.0665544387217,0.0185035384615
0.0374305305731,0.00794823076923
0.0536432565224,0.00808536363636
0.068198206604,0.00828783870968
0.0745594040261,0.0090522
0.0408820498034,0.0130484230769
0.0633289348438,0.0102915384615
0.0526834428243,0.0115043333333
0.0472063942178,0.0112823142857
0.095743320775,0.00535094117647
0.0508982298677,0.0116517083333
0.0555799197274,0.00985292
0.0834404573371,0.00736969230769
0.0403607033676,0.0124235769231
0.0537675872802,0.0109033461538
0.0747329471831,0.00870517391304
0.0468274295182,0.00633515384615
0.072643836412,0.0100060769231
0.0530174475837,0.00994803703704
0.0701235418297,0.0114515483871
0.0757339072829,0.00746737837838
0.0930764684502,0.0102650357143
0.0570677408173,0.0086655
0.0819311450325,0.0111931666667
0.0947118368488,0.00878128
0.0492781042019,0.00787177777778
0.045934575683,0.0083908
0.0790551718017,0.013150075
0.0751243143765,0.0103568888889
0.0714943970357,0.00629451282051
0.0470059839967,0.0100887741935
0.0714476214654,0.0114415
0.0858487345512,0.0108286829268
0.0699051405756,0.00529
0.0729452660304,0.0074369
0.0600455297118,0.0108653666667
0.0706887474473,0.00650085185185
0.0775007939585,0.0107349090909
0.115934965711,0.00662575862069
0.0606107891583,0.0108217916667
0.0707140975918,0.00683478125
0.0834460534495,0.00717885185185
0.0722237137313,0.0361834583333
0.0806190931631,0.00648584615385
0.087565063355,0.00584372
0.0735940216048,0.0060295
0.0598415157943,0.0163589615385

5-Fold RMSE:,0.00298611225473,0.00247989169117,0.0072934856028,0.00331489812588,0.00331489812588
Average 5-Fold RMSE:,0.00385480291199

5-Fold rsquared:,0.0316128123326,0.110428544446,-1.01903076862,-0.148747194625,-0.148747194625
Average 5-Fold rsquared:,-0.212631347151
