avgRoomArea,transError.mean.std
37.5123784326,0.187622165382
286.445046973,0.117509395197
7977.65771283,0.150879627982
21173.5347899,0.0626106276575
624.168754832,0.0363222141704
80.8425765625,0.0240230927776
1471.88578033,0.0231752964896
34.881097464,0.244942705536
2549.50107571,0.118403445404
1963.40434773,0.25684750383
2780.84323949,0.0468835943002
1048.19797,0.0525575836354
2295.96385831,0.0652650350355
722.891074407,0.0380406378831
238.733433348,0.048698079138
1918.774887,0.0471928668924
68.8216068272,0.015699391456
6551.51671392,0.0795487657361
6943.03896001,0.0609893108178
1733.7689016,0.0634488000674
35.6467956188,0.157331633444
151.362690548,0.225853461955
99.3657311669,0.335983825039
301.946595142,0.192289958812
121.68372176,0.0925116985357
117.729480802,0.173005460782
159.178043584,0.150862439925
159.188760688,0.113382526137
859.936380576,0.0940625752148
1770.82512649,0.228409668405
91.9816248562,0.0484971177734
1183.72809077,0.0700468458533
1997.3848037,0.287812908678
49524.5924242,0.109859637786
469.164697244,0.30823195051
943.370778453,0.251954545215
42.0407507992,0.158847840005
199.193698175,0.112238353718
788.58765325,0.0402882774962
453.458902845,0.0825251437691
1693.17206751,0.1264444763
5552.49887159,0.0703616797672
363.343164941,0.114763250904
1289.36416825,0.0896356459078
2951.87623731,0.185040710074
977.277898735,0.14370205831
5426.47434551,0.281651273406
2722.63884182,0.217198105027
1209.03521613,0.0868164172079
16879.3303371,0.121972989288
5157.30973711,0.0844506183324
15832.5442995,0.0812632064472
1087.11846417,0.0478290808047
1294.3483084,0.165411061738
2704.27313193,0.063039235743
4465.17802586,0.0862053699096
2060.46065176,0.123650418782
6566.39327632,0.166220167829
7841.40851591,0.205108169667
1885.83138054,0.067525357097
684.955365045,0.0711609699581
1404.46439982,0.0754858045801
17362.1361915,0.0664587250454
5741.66815356,0.06593977187
202.653527556,0.17018166168
3232.68514713,0.060063217006
654.353986368,0.14039673261
1364.62420536,0.0600886637503
2100.80696472,0.141798879212
114.824991211,0.259118831645
1050.81706285,0.0554747715395
5620.85672307,0.22720282762
1918.72960961,0.0490437767207
5899.38741064,0.0852449136299

5-Fold RMSE:,0.0934924639235,0.050358013217,0.0678936192768,0.0877028682204,0.0877028682204
Average 5-Fold RMSE:,0.0754727240006

5-Fold rsquared:,-0.113003845094,-0.0213578581089,0.00128044705321,-0.309833844366,-0.309833844366
Average 5-Fold rsquared:,-0.121703345827
