avg_eigenvector_centrality,rotError.std.std
0.0100393514149,0.00544283981045
0.0105135767838,0.00238204213415
0.0172969873425,0.00443794731193
0.0409830675628,0.00221181244909
0.0273961100812,0.00124875791759
0.00775762679381,0.00670812510145
0.00574053025445,0.00526352379524
0.00607997285304,0.00913242766636
0.0128790084879,0.00109827381314
0.017891627974,0.001820392131
0.0253591873935,0.0115835540733
0.0288269155167,0.00242628577179
0.0272922929883,0.00881799279479
0.0219058444332,0.00155158807808
0.0297781088292,0.00133593491358
0.0309749814202,0.0033034977955
0.0124757824752,0.00457690250041
0.00765770647817,0.010818340273
0.00766469551654,0.00939720652641
0.0140504632514,0.00241009476396
0.00385958981256,0.00935003691155
0.00941447966977,0.0239013077489
0.0120101922236,0.0967031592699
0.00768026339488,0.0235713891725
0.0286332432184,0.00693154786835
0.0137519009375,0.00719629727175
0.0321153716336,0.00729724936466
0.0117639351235,0.00928123177602
0.0102993499896,0.00146296711826
0.00831972874981,0.00345204746565
0.00813539809992,0.0235237306324
0.0103366706799,0.00431503222254
0.00323439217057,0.0109164373752
0.00533722428878,0.0384564311949
0.00771167569822,0.0101640285899
0.00884825240827,0.0060490277033
0.0385411562993,0.00237160519209
0.0125414231222,0.00513266581564
0.013397586622,0.00798833628714
0.0195939573205,0.00480609803905
0.00617839133906,0.00931314053418
0.00780794728565,0.0035854966117
0.0172809652214,0.0090749635613
0.00757861267376,0.00197943739482
0.00720516326982,0.00752716726779
0.00830849954476,0.0245157322818
0.0193714444817,0.0131644023743
0.00863855085793,0.00816947942897
0.0157857386681,0.00596216482169
0.00954335364902,0.00530810796887
0.0189069640465,0.00290363576381
0.0181565375695,0.00562260485523
0.0127487196601,0.00593740494427
0.00943801405487,0.0031691424541
0.0123575452517,0.00408505580913
0.0092119796945,0.0074098626606
0.0152906308222,0.00358325893136
0.0110621006247,0.00295568783369
0.0107519721017,0.00524304033256
0.0109688701912,0.00492444947089
0.109089022235,0.00284535658194
0.0164346608041,0.00668196581096
0.00825178595754,0.00806206474837
0.0162847765897,0.00651974844058
0.00727309513956,0.0102982308024
0.0159238280504,0.00348419817228
0.00813813888448,0.00773341395644
0.0113764647388,0.00707002400913
0.0145323256063,0.0034764729288
0.00351487462818,0.00413643864616
0.014957737734,0.0129904271285
0.011737521707,0.00201918335413
0.00855386841229,0.00303309851547
0.00348930382443,0.00469485154998
