voronoi_avg_closeness_centrality,transError.mean.std
0.047644843881,0.187622165382
0.0502815796087,0.117509395197
0.0829681026723,0.150879627982
0.0792384190845,0.0626106276575
0.0798824288546,0.0363222141704
0.178437489832,0.0240230927776
0.111079156429,0.0231752964896
0.0829357773374,0.244942705536
0.0635474330535,0.118403445404
0.0627819242078,0.25684750383
0.070759448798,0.0468835943002
0.0847485271117,0.0525575836354
0.0911718928997,0.0652650350355
0.121065388922,0.0380406378831
0.120524288794,0.048698079138
0.0966926435271,0.0471928668924
0.130293676296,0.015699391456
0.119034100862,0.0795487657361
0.0633096270436,0.0609893108178
0.0716879263894,0.0634488000674
0.0626132509807,0.157331633444
0.0884732603304,0.225853461955
0.0418780662733,0.335983825039
0.0745168063384,0.192289958812
0.108537964332,0.0925116985357
0.0689598898793,0.173005460782
0.12870857214,0.150862439925
0.0852834013798,0.113382526137
0.126092060057,0.0940625752148
0.0607268432365,0.228409668405
0.0613436786713,0.0484971177734
0.0713487155756,0.0700468458533
0.0716179077184,0.287812908678
0.0677186188063,0.109859637786
0.0583282349173,0.30823195051
0.0511601522691,0.251954545215
0.0630304264848,0.158847840005
0.0576403296223,0.112238353718
0.134849739205,0.0402882774962
0.0787934053944,0.0825251437691
0.0784116989904,0.1264444763
0.10438803755,0.0703616797672
0.0621938106869,0.114763250904
0.0459685102702,0.0896356459078
0.0833470642953,0.185040710074
0.0668233399598,0.14370205831
0.0674685943723,0.281651273406
0.066160655136,0.217198105027
0.086124372711,0.0868164172079
0.0670963269855,0.121972989288
0.0860557798913,0.0844506183324
0.0743900151433,0.0812632064472
0.0848779173114,0.0478290808047
0.0957811074698,0.165411061738
0.0804055982337,0.063039235743
0.0602154793258,0.0862053699096
0.0849009471958,0.123650418782
0.0764866089586,0.166220167829
0.0838354988579,0.205108169667
0.0620173042545,0.067525357097
0.0854679083625,0.0711609699581
0.089826724729,0.0754858045801
0.276990231888,0.0664587250454
0.0799232574825,0.06593977187
0.0653665559372,0.17018166168
0.0828839962515,0.060063217006
0.0752682157962,0.14039673261
0.105127732991,0.0600886637503
0.0763646154256,0.141798879212
0.0824425675438,0.259118831645
0.0764803546915,0.0554747715395
0.0840568168315,0.22720282762
0.0692964768629,0.0490437767207
0.0778106496485,0.0852449136299

5-Fold RMSE:,0.0917488544685,0.0710735625475,0.0595178954528,0.0632764000011,0.0632764000011
Average 5-Fold RMSE:,0.0752268110665

5-Fold rsquared:,-0.147925445178,-0.367567712322,-0.0581021317593,0.147334943,0.147334943
Average 5-Fold rsquared:,-0.0443367839104
