voronoi_avg_katz_centrality,transError.mean.std
0.00195573996648,0.187622165382
0.00330166049308,0.117509395197
0.00183164127162,0.150879627982
0.000837312826764,0.0626106276575
0.00394092941488,0.0363222141704
0.00145841446799,0.0240230927776
0.0146319223525,0.0231752964896
0.0107227141849,0.244942705536
0.00212796668099,0.118403445404
0.000985497287792,0.25684750383
0.00675703959429,0.0468835943002
0.00394697265736,0.0525575836354
0.00313283454443,0.0652650350355
0.00463081790692,0.0380406378831
0.014956869664,0.048698079138
0.00721128299575,0.0471928668924
0.00749939520562,0.015699391456
0.0099007638193,0.0795487657361
0.00567615536378,0.0609893108178
0.00522130790338,0.0634488000674
0.00425521588337,0.157331633444
0.021034321157,0.225853461955
0.00237931914125,0.335983825039
0.00620759969978,0.192289958812
0.0136513798415,0.0925116985357
0.00183923477374,0.173005460782
0.00819877290375,0.150862439925
0.0115555452936,0.113382526137
0.018545199377,0.0940625752148
0.00263691501963,0.228409668405
0.00677245448604,0.0484971177734
0.005195100978,0.0700468458533
0.00473407332978,0.287812908678
0.0125305043955,0.109859637786
0.000137398924846,0.30823195051
0.000464141250352,0.251954545215
0.00349157537483,0.158847840005
0.00172767015839,0.112238353718
0.000428806088121,0.0402882774962
0.00507480131819,0.0825251437691
0.00414675006167,0.1264444763
0.0118453240216,0.0703616797672
0.00305737359108,0.114763250904
0.00165416922011,0.0896356459078
0.00368457372095,0.185040710074
0.00813047107868,0.14370205831
0.00470260844059,0.281651273406
0.00337661950533,0.217198105027
0.00454144763295,0.0868164172079
0.00687453878969,0.121972989288
0.00612971140873,0.0844506183324
0.00267346179467,0.0812632064472
0.00264952251783,0.0478290808047
0.00304978048946,0.165411061738
0.00683271156337,0.063039235743
0.00269504009836,0.0862053699096
0.0132370052728,0.123650418782
0.00593057110261,0.166220167829
0.00819487385135,0.205108169667
0.00445588535513,0.067525357097
0.00310224192568,0.0711609699581
0.00668719690136,0.0754858045801
0.061080293104,0.0664587250454
0.0106672029474,0.06593977187
0.00276541182543,0.17018166168
0.00822004045619,0.060063217006
0.000254586441506,0.14039673261
0.00175031397817,0.0600886637503
0.00249469745735,0.141798879212
0.00541741932639,0.259118831645
0.00457633157256,0.0554747715395
0.00770788343339,0.22720282762
0.00232036210858,0.0490437767207
9.65147538731e-05,0.0852449136299

5-Fold RMSE:,0.0638916390251,0.0767812525451,0.0864458469859,0.095866853307,0.095866853307
Average 5-Fold RMSE:,0.0776049677631

5-Fold rsquared:,0.00570834162043,-0.228852739058,-0.284537877811,-0.0459518574324,-0.0459518574324
Average 5-Fold rsquared:,-0.145392363319
