topology_avg_katz_centrality,transError.mean.mean
0.152012508979,0.494097045455
0.19348855763,0.347489733333
0.274857823643,0.178033842105
0.315688199115,0.111519571429
0.281188123319,0.135674892857
0.13687879313,0.500454518519
0.149691632732,0.483538
0.200394557396,0.314663090909
0.225986597665,0.266804521739
0.255507311148,0.136014027027
0.240292386743,0.1602634
0.253883083042,0.11330008
0.245140367357,0.120517266667
0.240554468057,0.168670918919
0.253300745845,0.1753349
0.240402348022,0.250973828571
0.197358951489,0.255138206897
0.576851478367,0.275744352941
0.137896297217,0.550894956522
0.222462593068,0.348672047619
0.140375197828,0.556707151515
0.184491558962,0.560622653846
0.174610713191,0.375646230769
0.168023315729,0.493396230769
0.221789361423,0.349249866667
0.217728809152,0.511895521739
0.21855578736,0.3828526
0.177783461173,0.376691423077
0.162643088488,0.2061935
0.15905127118,0.234490727273
0.162992923157,0.250467741935
0.194677300978,0.63580396
0.122273092524,0.298866
0.139000400145,0.263492076923
0.137439770012,0.279235933333
0.134265682771,0.469986628571
0.273817367365,0.0827919117647
0.153884368942,0.224303125
0.173718373605,0.36068872
0.23768993686,0.297397730769
0.151720774244,0.687380423077
0.205673933659,0.594765692308
0.213572373485,0.276685391304
0.144439568071,0.26799774359
0.17493981875,0.394348115385
0.153835261752,0.407328592593
0.187006207323,0.301939870968
0.225837365907,0.337777675676
0.244355748718,0.301987178571
0.190490479867,0.381142583333
0.21338935033,0.2053401
0.215991842591,0.16422708
0.20472205591,0.273704222222
0.158341350822,0.42013416
0.197191271315,0.315128875
0.194739301254,0.391206259259
0.22139266437,0.319272923077
0.180352476788,0.283932129032
0.209504868068,0.19405875
0.24633950968,0.191225219512
0.226325241251,0.287816464286
0.240534450369,0.3031
0.165392862514,0.4451378
0.215217790547,0.236201074074
0.17256521982,0.513622636364
0.240540169197,0.154262137931
0.156033511459,0.395215916667
0.159984669078,0.2822633125
0.245946325233,0.189719777778
0.14490959715,0.513207166667
0.197164987585,0.240103076923
0.222971811884,0.17891308
0.175433513511,0.367190842105
0.164520601552,0.626637846154

5-Fold RMSE:,0.140139400035,0.149928772762,0.236551224996,0.119812401306,0.119812401306
Average 5-Fold RMSE:,0.153913898471

5-Fold rsquared:,0.3380049551,-0.415112707221,-0.155180928214,0.232315169026,0.232315169026
Average 5-Fold rsquared:,0.0151235959079
