voronoi_std_closeness_centrality,rotError.mean.std
0.00741871144613,0.0051668558009
0.00699868820091,0.127889138475
0.0162028340043,0.00340156190411
0.0180723422608,0.000529720236435
0.0143460382158,0.00274200687267
0.0334856533368,0.000868010041646
0.020401416029,0.000988470995105
0.0121833939039,0.00429956664055
0.0101726693386,0.00305267434636
0.0111789888503,0.00325076749757
0.0129962715494,0.00162224709611
0.0155910611826,0.00122251686463
0.0161896572248,0.00481593435646
0.0246489555346,0.00139556645188
0.0225383671267,0.00295561424787
0.0175173726078,0.00086073843683
0.0234215696698,0.00087903722649
0.0217815574121,0.00234359606884
0.0120222750025,0.00196300121238
0.0129204340926,0.00475371639426
0.0105738429496,0.00397965134483
0.0121048389773,0.00194485015484
0.00310742205166,0.011229552043
0.0141771999006,0.00728678377751
0.0180681349112,0.0240067761271
0.0122438733975,0.00587163384417
0.0237913288013,0.00364257671701
0.0143990925972,0.00193137045088
0.0151231404527,0.00350567334933
0.0115281691071,0.011540864302
0.0110998846989,0.00169851493892
0.012394935845,0.00387832424544
0.0110110099535,0.018982936371
0.0130270578487,0.00268365863701
0.00875221342896,0.00951347370549
0.00976784712079,0.0113683540574
0.010504734642,0.0102189055546
0.00816683567122,0.00279617073466
0.0250352459787,0.00119649202124
0.0110216500896,0.00373159733983
0.0127664010297,0.00435481252733
0.0192787369224,0.00284573492967
0.00952672556587,0.00405173873492
0.00914047087579,0.00258198449888
0.0161798718058,0.00935193660277
0.0140280958987,0.00120964368307
0.0092818621892,0.00544625576124
0.0136604729771,0.0122018643728
0.0164595556523,0.00687929093309
0.012871900677,0.00319700990545
0.0131870913257,0.00317220657184
0.0140545346879,0.00212895982035
0.0164976378118,0.00283126115696
0.0185512356271,0.00479663990611
0.0147849607696,0.00169591170353
0.0115088999888,0.00167382816322
0.00955666431135,0.00464877681209
0.0136819240382,0.00631663664558
0.0155996031848,0.00267358431567
0.0117033474378,0.00290650421563
0.0168711330914,0.00604227499064
0.0174204601188,0.00633767378436
0.0519139466047,0.000897543822652
0.0156601313596,0.00296056940863
0.0116531019994,0.00514108200771
0.0158865164552,0.0018376947053
0.0101031055214,0.00559589829449
0.021634134839,0.0018378217927
0.0104434238961,0.00470429841354
0.012002439584,0.00584007398849
0.0148984712614,0.00290145318257
0.0133203744133,0.0102512932546
0.0115536467413,0.00140772643706
0.0143915244288,0.00163527502515

5-Fold RMSE:,0.00497419168083,0.0319104355261,0.00412794698274,0.00329456876706,0.00329456876706
Average 5-Fold RMSE:,0.00964820702867

5-Fold rsquared:,-0.494881844293,-10.768142079,-0.361051782099,-0.670971755642,-0.670971755642
Average 5-Fold rsquared:,-2.47642457944
