voronoi_std_katz_centrality,rotError.mean.std
0.0624731549568,0.00314194787486
0.063752172964,0.000529720236435
0.0754900972952,0.00274200687267
0.129091206881,0.000868010041646
0.102657659336,0.000988470995105
0.0661008951017,0.00396421114784
0.0502704418861,0.00305267434636
0.0586127538334,0.00323725683059
0.0780340421936,0.00162224709611
0.0939892490074,0.00122251686463
0.0975397092036,0.00481593435646
0.111014569034,0.00139556645188
0.110099823171,0.00295561424787
0.0929712298051,0.000970277349218
0.108205660452,0.00087903722649
0.119112086547,0.00234359606884
0.0659829233406,0.00196300121238
0.0585913436971,0.00475371639426
0.0598248730876,0.00347532974758
0.0772516261558,0.00196074084985
0.048109504833,0.00290945535533
0.0637167667236,0.0031687609811
0.0692008974402,0.00691864528074
0.0544424123813,0.00176297243951
0.0841168072726,0.00288446249643
0.0797494568412,0.00193137045088
0.106868056324,0.00350567334933
0.0631905584655,0.0101955133655
0.0669254864612,0.00189316660463
0.059006633997,0.00409306542765
0.0592550204987,0.0021898122043
0.0714572904211,0.00268365863701
0.0434370069683,0.00416085194839
0.0483911660079,0.00454871802084
0.0575331907477,0.00641385431356
0.0534243204259,0.00357712486121
0.114707065441,0.00149199568169
0.0680103608451,0.00373159733983
0.0658075265519,0.00227211409784
0.0968684562829,0.00284573492967
0.0561712509096,0.00416717640221
0.0581987476898,0.00429998156474
0.0879679595136,0.00262143524665
0.0683610410463,0.0015716058183
0.0597913687418,0.00295077555546
0.0575400519371,0.00347412036809
0.0725973866224,0.00393376291854
0.0657233059386,0.00199420279203
0.0755615846501,0.00317220657184
0.060574938632,0.00212895982035
0.0835822171484,0.00283126115696
0.0738591884147,0.00452986510634
0.0824780523605,0.00169591170353
0.0616037184567,0.00167382816322
0.0755455798348,0.00380101619562
0.062966882775,0.00567736820441
0.0788806200449,0.00200585427637
0.0722201300189,0.00290650421563
0.0761861508636,0.00604227499064
0.0773264365088,0.00633767378436
0.204263905889,0.00090005519672
0.0891668487181,0.00296056940863
0.0628086114111,0.00379557550738
0.0823513570222,0.0018376947053
0.0641495247308,0.00342684333818
0.089069884571,0.0018378217927
0.066034753817,0.0038392713065
0.0594085046862,0.00265952798602
0.0680457197775,0.00290145318257
0.0464069089952,0.127889138475
0.0713808637398,0.00273066403156
0.0637154343161,0.00140772643706
0.0671155361255,0.00163527502515
0.0394800592855,0.00529794026363

5-Fold RMSE:,0.00327852909841,0.00321255669798,0.00253647507725,0.0320265144723,0.0320265144723
Average 5-Fold RMSE:,0.00970647848794

5-Fold rsquared:,-16.2637668956,-1.22500234548,-12.1509639448,-3.68842024546,-3.68842024546
Average 5-Fold rsquared:,-6.68063889902
