topology_avg_eigenvector_centrality,transError.std.std
0.137505066747,0.210038240515
0.112870781893,0.167837658831
0.113226954911,0.230568556601
0.15823892784,0.0888341978949
0.220862517752,0.0536568207547
0.289813254238,0.0531756045959
0.255343126462,0.0388866547706
0.110396908215,0.207135681695
0.123966518411,0.204774691356
0.145353392472,0.258492090208
0.168397280035,0.0429963941514
0.219330026797,0.0500640527086
0.21036718925,0.160692173355
0.207059648579,0.0364422115207
0.204125528772,0.115579807708
0.218161382726,0.0370592039719
0.230939345144,0.0491585794691
0.215357473045,0.0890782760547
0.133192244046,0.0933187599678
0.569035593729,0.138087316178
0.112421327167,0.283472780901
0.189310947774,0.155756377989
0.117099210659,0.431148459783
0.160895527543,0.301796672041
0.150746564917,0.15137538147
0.125390723695,1.02365065259
0.187043352329,0.167680135625
0.184013731576,0.390698889866
0.19511088322,0.145785206544
0.13865641287,0.23374692862
0.110011276684,0.0547581142166
0.118473793797,0.0669920319093
0.126010953526,0.391347667119
0.148732170502,0.258741211908
0.0976862702812,0.35561401166
0.101913121764,0.382246016935
0.0917543071379,0.155138806672
0.102965149381,0.177945288381
0.243823786365,0.0530782981644
0.0996411169057,0.150426578073
0.141536517399,0.21615872905
0.202768108095,0.0819226964463
0.103876954315,0.293317732168
0.177507132432,0.127652611947
0.177732551984,0.221674636893
0.0849988140114,0.0853392946102
0.145123925159,0.357301613152
0.115000447066,0.453233740742
0.137963629888,0.179230997901
0.19029821377,0.236587447923
0.212455101814,0.110170635227
0.14158313783,0.172007018126
0.175986025184,0.0621497895481
0.179686344074,0.171951321611
0.150600129793,0.126944549297
0.124066045206,0.109794391941
0.162656297032,0.107098494917
0.152601241746,0.151433371273
0.176734832805,0.185990376251
0.138402754199,0.064450068138
0.174127568122,0.0692099506632
0.211605641264,0.075847820682
0.194446635085,0.115451416633
0.207590251003,0.129796983767
0.124928999144,0.239664370415
0.180911427975,0.105334107197
0.144827625308,0.149483092715
0.216969516308,0.0596299714663
0.133171073548,0.141523549212
0.131709467573,0.242795647909
0.213365923892,0.0743403423368
0.162006200604,0.355724934863
0.192836011616,0.0562958637779
0.142728448751,0.116143743091

5-Fold RMSE:,0.0991585869416,0.0893035030285,0.259981576646,0.0778817371232,0.0778817371232
Average 5-Fold RMSE:,0.125290047805

5-Fold rsquared:,0.204005077829,-1.43052768821,0.0171287003035,-0.267732653908,-0.267732653908
Average 5-Fold rsquared:,-0.273304054786
