std_betweenness_centrality,rotError.std.mean
0.0746543812721,0.0136865652174
0.062851196191,0.00848306666667
0.120555286217,0.00990715789474
0.134588707592,0.00666489285714
0.157081183686,0.00854714285714
0.0702608079073,0.0155064516129
0.0724914959019,0.0139629166667
0.115339067677,0.0146126956522
0.140816589884,0.00927660869565
0.16805134529,0.00886394594595
0.169705907227,0.0103236571429
0.148425240047,0.00831244
0.160579833031,0.0120980666667
0.154942199063,0.00897186111111
0.119327588971,0.0070672
0.175548202855,0.00862697142857
0.127445753524,0.0111955416667
0.0828370625069,0.0146358235294
0.0894050902149,0.0165645
0.0939366873161,0.00871552173913
0.0913729694687,0.0142774482759
0.0739055320019,0.0177865357143
0.076293463043,0.0435829285714
0.0958990178296,0.01847425
0.0830023467368,0.0134678235294
0.138718645002,0.0117434782609
0.117196701992,0.0171069
0.108306665569,0.0210941176471
0.141828214583,0.00869485714286
0.0756330969252,0.00991634782609
0.0762021693546,0.0162976363636
0.140770979315,0.01273672
0.0511046648544,0.0216128148148
0.0862567077224,0.0267318666667
0.0952789524029,0.014787
0.0836735301728,0.01558596875
0.154109156244,0.00887017391304
0.0946700876743,0.0132185
0.0848366529613,0.0158112592593
0.151920860392,0.0110901538462
0.0770398687958,0.016004875
0.134288831834,0.0116140454545
0.157379029906,0.0131456666667
0.127519968793,0.012016
0.0867796134283,0.0138605172414
0.0850149322524,0.0208444333333
0.1103334443,0.0209096857143
0.114004545879,0.0136826097561
0.0990072824493,0.0140931785714
0.0829289381716,0.0134039285714
0.141626997478,0.0124418666667
0.0926301375778,0.0149295555556
0.147842301865,0.0113095
0.116817550364,0.01085984
0.103636622274,0.0133554761905
0.0778880925589,0.0143581333333
0.128144102526,0.00947095238095
0.151022466631,0.0113865483871
0.121528219661,0.0149370666667
0.115413024622,0.0114615121951
0.126020319963,0.00805719230769
0.15578903341,0.0116139666667
0.123818508682,0.01513984375
0.138059180639,0.0103575555556
0.082138035642,0.0177405833333
0.125731603212,0.0105403103448
0.0855568473939,0.0159079615385
0.0623751617214,0.0123346818182
0.121268856559,0.00975977777778
0.078906434805,0.0120594285714
0.0872310046751,0.0112861428571
0.087537102921,0.00749868
0.113038517998,0.00801097368421
0.064127687584,0.0182204166667
