topology_std_katz_centrality,transError.mean.std
0.0358111856313,0.128810550931
0.0506179618926,0.0626106276575
0.0370978935435,0.0363222141704
0.0184651276566,0.0240230927776
0.0653190067095,0.0231752964896
0.0504062668326,0.12471567563
0.0625156345542,0.118403445404
0.0388418335422,0.105974371826
0.0395175482926,0.0468835943002
0.0371844136274,0.0525575836354
0.0329104586004,0.0652650350355
0.0470111349754,0.0380406378831
0.0490530355055,0.048698079138
0.0680701689278,0.0465531383268
0.0500539590932,0.015699391456
0.0686054740205,0.0795487657361
0.032395127214,0.0609893108178
0.0239938583583,0.0634488000674
0.047552149884,0.121656676099
0.0560533106338,0.108765944747
0.0595870605781,0.116482183881
0.0665161870029,0.123971354033
0.0631969735004,0.117014135854
0.0343501102959,0.093854286797
0.0586605327873,0.0949115380575
0.0509329526464,0.113382526137
0.0697491703081,0.0940625752148
0.0415496602463,0.143229486163
0.023963572233,0.0476951664389
0.0415899045816,0.0815122877936
0.0447742735529,0.0482871281887
0.0458339228496,0.109859637786
0.0303695030845,0.0815752280843
0.049173358584,0.0639775660122
0.0440867661807,0.0966037993107
0.0346914349788,0.130209711384
0.0441262535518,0.0344430098623
0.0363263127109,0.0825251437691
0.0327402912611,0.0787229033116
0.0482392301694,0.0703616797672
0.0281128168704,0.136893046155
0.0343000566012,0.131748844655
0.0447871510946,0.0638479804609
0.0296030675798,0.0832238780337
0.0522435943348,0.112655965246
0.0365337137694,0.0882750414235
0.0454501425725,0.0630703094014
0.040361653923,0.0904968358626
0.0528229880672,0.0844506183324
0.0273936875411,0.0812632064472
0.0456512079203,0.0478290808047
0.0578577906099,0.0665534059179
0.0395871278775,0.063039235743
0.0352676352131,0.0862053699096
0.052747219677,0.0951669768786
0.0455697766838,0.0936298052555
0.0313893001367,0.083845172989
0.0283957294271,0.067525357097
0.0395253805847,0.0711609699581
0.0426244761908,0.0754858045801
0.0375295099882,0.0666286445176
0.0310919217409,0.06593977187
0.0348802179017,0.119219125795
0.036060369536,0.060063217006
0.0596202838132,0.0967598598958
0.0681206797005,0.0600886637503
0.0517742245605,0.103345628507
0.0545557900803,0.0960266591481
0.0448375412368,0.0554747715395
0.0530163414747,0.117509395197
0.0528453814189,0.0976733690521
0.0539921295437,0.0490437767207
0.0505610093885,0.0852449136299
0.0387865986683,0.18024925237

5-Fold RMSE:,0.0382078515391,0.0363358501273,0.0222885124489,0.0332856909506,0.0332856909506
Average 5-Fold RMSE:,0.0321252688795

5-Fold rsquared:,-0.101110261754,-0.00110803460289,-0.104454820298,-0.0607518387583,-0.0607518387583
Average 5-Fold rsquared:,-0.100865301545
