std_katz_centrality,rotError.std.std
0.0624731549568,0.00544283981045
0.063752172964,0.00238204213415
0.0754900972952,0.00443794731193
0.129091206881,0.00221181244909
0.102657659336,0.00124875791759
0.0661008951017,0.00670812510145
0.0502704418861,0.00526352379524
0.0586127538334,0.00913242766636
0.0780340421936,0.00109827381314
0.0939892490074,0.001820392131
0.0975397092036,0.0115835540733
0.111014569034,0.00242628577179
0.110099823171,0.00881799279479
0.0929712298051,0.00155158807808
0.108205660452,0.00133593491358
0.119112086547,0.0033034977955
0.0659829233406,0.00457690250041
0.0585913436971,0.010818340273
0.0598248730876,0.00939720652641
0.0772516261558,0.00241009476396
0.048109504833,0.00935003691155
0.0637167667236,0.0239013077489
0.0692008974402,0.0967031592699
0.0544424123813,0.0235713891725
0.0841168072726,0.00693154786835
0.0797494568412,0.00719629727175
0.106868056324,0.00729724936466
0.0631905584655,0.00928123177602
0.0669254864612,0.00146296711826
0.059006633997,0.00345204746565
0.0592550204987,0.0235237306324
0.0714572904211,0.00431503222254
0.0434370069683,0.0109164373752
0.0483911660079,0.0384564311949
0.0575331907477,0.0101640285899
0.0534243204259,0.0060490277033
0.114707065441,0.00237160519209
0.0680103608451,0.00513266581564
0.0658075265519,0.00798833628714
0.0968684562829,0.00480609803905
0.0561712509096,0.00931314053418
0.0581987476898,0.0035854966117
0.0879679595136,0.0090749635613
0.0683610410463,0.00197943739482
0.0597913687418,0.00752716726779
0.0575400519371,0.0245157322818
0.0725973866224,0.0131644023743
0.0657233059386,0.00816947942897
0.0755615846501,0.00596216482169
0.060574938632,0.00530810796887
0.0835822171484,0.00290363576381
0.0738591884147,0.00562260485523
0.0824780523605,0.00593740494427
0.0616037184567,0.0031691424541
0.0755455798348,0.00408505580913
0.062966882775,0.0074098626606
0.0788806200449,0.00358325893136
0.0722201300189,0.00295568783369
0.0761861508636,0.00524304033256
0.0773264365088,0.00492444947089
0.204263905889,0.00284535658194
0.0891668487181,0.00668196581096
0.0628086114111,0.00806206474837
0.0823513570222,0.00651974844058
0.0641495247308,0.0102982308024
0.089069884571,0.00348419817228
0.066034753817,0.00773341395644
0.0594085046862,0.00707002400913
0.0680457197775,0.0034764729288
0.0464069089952,0.00413643864616
0.0713808637398,0.0129904271285
0.0637154343161,0.00201918335413
0.0671155361255,0.00303309851547
0.0394800592855,0.00469485154998
