voronoi_std_katz_centrality,rotError.mean.mean
0.0394800592855,0.0160152777778
0.0464069089952,0.0361834583333
0.0624731549568,0.0081227826087
0.063752172964,0.00518106666667
0.0754900972952,0.00745268421053
0.129091206881,0.00380332142857
0.102657659336,0.00530514285714
0.0661008951017,0.0113298387097
0.0502704418861,0.0100377916667
0.0586127538334,0.00991973913043
0.0780340421936,0.00654347826087
0.0939892490074,0.00574740540541
0.0975397092036,0.0063216
0.111014569034,0.00609472
0.110099823171,0.00695146666667
0.0929712298051,0.00522869444444
0.108205660452,0.00419643333333
0.119112086547,0.00586774285714
0.0659829233406,0.0080334137931
0.0585913436971,0.00957582352941
0.0598248730876,0.0118060833333
0.0772516261558,0.00680830434783
0.048109504833,0.0128010294118
0.0637167667236,0.0102644642857
0.0692008974402,0.0246713571429
0.0544424123813,0.007418
0.0841168072726,0.00877191176471
0.0797494568412,0.00719391304348
0.106868056324,0.0116620333333
0.0631905584655,0.0221704705882
0.0669254864612,0.00773861904762
0.059006633997,0.0076692173913
0.0592550204987,0.0124832272727
0.0714572904211,0.0090522
0.0434370069683,0.0147335925926
0.0483911660079,0.0128114
0.0575331907477,0.0131788235294
0.0534243204259,0.0105658125
0.114707065441,0.00586613043478
0.0680103608451,0.0116517083333
0.0658075265519,0.010821
0.0968684562829,0.00736969230769
0.0561712509096,0.012007125
0.0581987476898,0.00962695454545
0.0879679595136,0.0105803333333
0.0683610410463,0.0089074
0.0597913687418,0.0112168965517
0.0575400519371,0.0137696
0.0725973866224,0.0132841714286
0.0657233059386,0.0079603902439
0.0755615846501,0.0102650357143
0.060574938632,0.0086655
0.0835822171484,0.0111931666667
0.0738591884147,0.00875566666667
0.0824780523605,0.00787177777778
0.0616037184567,0.0083908
0.0755455798348,0.0134036428571
0.062966882775,0.0111335666667
0.0788806200449,0.00665304761905
0.0722201300189,0.0100887741935
0.0761861508636,0.0114415
0.0773264365088,0.0108286829268
0.204263905889,0.00525488888889
0.0891668487181,0.0074369
0.0628086114111,0.01176809375
0.0823513570222,0.00650085185185
0.0641495247308,0.0117556666667
0.089069884571,0.00662575862069
0.066034753817,0.0114198846154
0.0594085046862,0.00779974285714
0.0680457197775,0.00717885185185
0.0713808637398,0.00862746428571
0.0637154343161,0.00584372
0.0671155361255,0.0060295

5-Fold RMSE:,0.00255608648965,0.00148179186819,0.00430093042927,0.00464176624584,0.00464176624584
Average 5-Fold RMSE:,0.00401799838576

5-Fold rsquared:,0.153520485086,-0.0219542711123,0.198087500655,-0.00556306355636,-0.00556306355636
Average 5-Fold rsquared:,-0.0187792125551
