avg_katz_centrality,rotError.std.mean
0.00183164127162,0.0136865652174
0.000837312826764,0.00848306666667
0.00394092941488,0.00990715789474
0.00145841446799,0.00666489285714
0.0146319223525,0.00854714285714
0.0107227141849,0.0155064516129
0.00212796668099,0.0139629166667
0.000985497287792,0.0146126956522
0.00675703959429,0.00927660869565
0.00394697265736,0.00886394594595
0.00313283454443,0.0103236571429
0.00463081790692,0.00831244
0.014956869664,0.0120980666667
0.00721128299575,0.00897186111111
0.00749939520562,0.0070672
0.0099007638193,0.00862697142857
0.00567615536378,0.0111955416667
0.00522130790338,0.0146358235294
0.00425521588337,0.0165645
0.021034321157,0.00871552173913
0.00237931914125,0.0142774482759
0.00620759969978,0.0177865357143
0.0136513798415,0.0435829285714
0.00183923477374,0.01847425
0.00819877290375,0.0134678235294
0.0115555452936,0.0117434782609
0.018545199377,0.0171069
0.00263691501963,0.0210941176471
0.00677245448604,0.00869485714286
0.005195100978,0.00991634782609
0.00473407332978,0.0162976363636
0.0125305043955,0.01273672
0.000137398924846,0.0216128148148
0.000464141250352,0.0267318666667
0.00349157537483,0.014787
0.00172767015839,0.01558596875
0.000428806088121,0.00887017391304
0.00507480131819,0.0132185
0.00414675006167,0.0158112592593
0.0118453240216,0.0110901538462
0.00305737359108,0.016004875
0.00165416922011,0.0116140454545
0.00368457372095,0.0131456666667
0.00813047107868,0.012016
0.00470260844059,0.0138605172414
0.00337661950533,0.0208444333333
0.00454144763295,0.0209096857143
0.00687453878969,0.0136826097561
0.00612971140873,0.0140931785714
0.00267346179467,0.0134039285714
0.00264952251783,0.0124418666667
0.00304978048946,0.0149295555556
0.00683271156337,0.0113095
0.00269504009836,0.01085984
0.0132370052728,0.0133554761905
0.00593057110261,0.0143581333333
0.00819487385135,0.00947095238095
0.00445588535513,0.0113865483871
0.00310224192568,0.0149370666667
0.00668719690136,0.0114615121951
0.061080293104,0.00805719230769
0.0106672029474,0.0116139666667
0.00276541182543,0.01513984375
0.00822004045619,0.0103575555556
0.000254586441506,0.0177405833333
0.00175031397817,0.0105403103448
0.00249469745735,0.0159079615385
0.00541741932639,0.0123346818182
0.00457633157256,0.00975977777778
0.00330166049308,0.0120594285714
0.00770788343339,0.0112861428571
0.00232036210858,0.00749868
9.65147538731e-05,0.00801097368421
0.00195573996648,0.0182204166667
