voronoi_std_closeness_centrality,rotError.std.mean
0.0162028340043,0.0134886818182
0.0180723422608,0.00848306666667
0.0143460382158,0.00990715789474
0.0334856533368,0.00666489285714
0.020401416029,0.00854714285714
0.0121833939039,0.0154531111111
0.0101726693386,0.0139629166667
0.0111789888503,0.0142382727273
0.0129962715494,0.00927660869565
0.0155910611826,0.00886394594595
0.0161896572248,0.0103236571429
0.0246489555346,0.00831244
0.0225383671267,0.0120980666667
0.0175173726078,0.00902981081081
0.0234215696698,0.0070672
0.0217815574121,0.00862697142857
0.0120222750025,0.0107663448276
0.0129204340926,0.0146358235294
0.0105738429496,0.0153069130435
0.0121048389773,0.00836128571429
0.00310742205166,0.0141560606061
0.0141771999006,0.0130143076923
0.0180681349112,0.0213154358974
0.0122438733975,0.0118386923077
0.0237913288013,0.0129007
0.0143990925972,0.0117434782609
0.0151231404527,0.0171069
0.0115281691071,0.0201348076923
0.0110998846989,0.00883107692308
0.012394935845,0.00979857575758
0.0110110099535,0.0108434193548
0.0130270578487,0.01273672
0.00875221342896,0.0201676538462
0.00976784712079,0.0242387692308
0.010504734642,0.0134642666667
0.00816683567122,0.0164263142857
0.0250352459787,0.008347
0.0110216500896,0.0136369583333
0.0127664010297,0.0145126
0.0192787369224,0.0110901538462
0.00952672556587,0.0162626538462
0.00914047087579,0.0139900769231
0.0161798718058,0.0113885652174
0.0140280958987,0.00808025641026
0.0092818621892,0.0127977692308
0.0136604729771,0.0142507037037
0.0164595556523,0.0175852258065
0.012871900677,0.0131790810811
0.0131870913257,0.0140931785714
0.0140545346879,0.013008
0.0164976378118,0.0124418666667
0.0185512356271,0.01217428
0.0147849607696,0.0113095
0.0115088999888,0.01085984
0.00955666431135,0.013217275
0.0136819240382,0.0138498148148
0.0155996031848,0.00906033333333
0.0117033474378,0.0113865483871
0.0168711330914,0.01360234375
0.0174204601188,0.0114615121951
0.0519139466047,0.00809121428571
0.0156601313596,0.0116139666667
0.0116531019994,0.0140091666667
0.0158865164552,0.0103575555556
0.0101031055214,0.0173899090909
0.021634134839,0.0105403103448
0.0104434238961,0.0152154583333
0.012002439584,0.00999909375
0.0148984712614,0.00975977777778
0.00699868820091,0.0581752916667
0.0133203744133,0.00897219230769
0.0115536467413,0.00749868
0.0143915244288,0.00801097368421
0.00741871144613,0.0207175

5-Fold RMSE:,0.0028943718051,0.012324885117,0.00246869081299,0.0031415425822,0.0031415425822
Average 5-Fold RMSE:,0.00520124283802

5-Fold rsquared:,0.307748503349,0.00478202623748,0.0418046203534,-0.377066380417,-0.377066380417
Average 5-Fold rsquared:,-0.440137392323
