totalLength,transError.mean.std
3660.20342622,0.128810550931
2587.25446388,0.0626106276575
409.860183458,0.0363222141704
252.832909534,0.0240230927776
326.784256607,0.0231752964896
1892.74857737,0.12471567563
2116.13492361,0.118403445404
839.445248871,0.105974371826
845.090021745,0.0468835943002
295.419139725,0.0525575836354
506.321896435,0.0652650350355
273.457946693,0.0380406378831
192.066214539,0.048698079138
460.323902297,0.0465531383268
580.535894357,0.015699391456
971.378772283,0.0795487657361
1454.17383526,0.0609893108178
1049.93660782,0.0634488000674
3044.4920207,0.121656676099
1763.52088913,0.108765944747
3583.55399147,0.116482183881
4218.85886075,0.123971354033
661.637548328,0.117014135854
4021.08620158,0.093854286797
2185.310496,0.0949115380575
2674.03601278,0.113382526137
889.381270016,0.0940625752148
856.448332634,0.133346320244
583.282697474,0.0476951664389
724.168263784,0.0815122877936
1059.00085756,0.0482871281887
2298.96506651,0.109859637786
1299.36924629,0.0815752280843
1139.5330769,0.0639775660122
1024.60263742,0.0654884840604
2428.95859096,0.122991442932
202.280144503,0.0344430098623
794.76649585,0.0825251437691
1283.44755632,0.0787229033116
876.168728003,0.0703616797672
3895.59655478,0.126450031359
1838.45975986,0.123275913417
887.58696234,0.0638479804609
1272.97114091,0.0832238780337
2237.338555,0.112655965246
2243.12050896,0.0683094603182
817.749364664,0.0630703094014
1968.77235594,0.0851137154946
637.726898906,0.0844506183324
3076.08125966,0.0812632064472
500.537324732,0.0478290808047
494.585855155,0.0665534059179
1035.09066139,0.063039235743
2396.14078511,0.0862053699096
569.365810752,0.0945236490945
1484.34506716,0.0936298052555
1393.93429886,0.083845172989
972.933103525,0.067525357097
445.408495107,0.0711609699581
382.17641299,0.0754858045801
1731.04519683,0.0664587250454
916.588301973,0.06593977187
2126.42032302,0.119219125795
891.481124196,0.060063217006
2361.9119709,0.0967598598958
330.137152444,0.0600886637503
1501.36839325,0.103345628507
1134.18585289,0.0960266591481
602.963843177,0.0554747715395
3339.01465467,0.117509395197
1005.37780038,0.0976733690521
693.217716208,0.0490437767207
2034.8306002,0.0852449136299
2828.08593149,0.18024925237

5-Fold RMSE:,0.022460969649,0.0194829379324,0.028065204352,0.0238244286289,0.0238244286289
Average 5-Fold RMSE:,0.0232241401725

5-Fold rsquared:,0.484751265375,0.462207248488,-0.313897077557,0.304430647303,0.304430647303
Average 5-Fold rsquared:,0.293796716684
