area,transError.std.mean
441.6625,0.778805
707.949375,0.522405666667
3629.2829625,0.611337304348
3749.9122125,0.3833542
515.11,0.198447578947
92.620625,0.12269
419.118560455,0.153758035714
268.7265625,0.492268548387
2711.72494554,0.531760416667
1020.60351562,0.440496478261
1120.46556127,0.30601326087
441.159665625,0.133319189189
768.704681585,0.194677542857
375.53625,0.11035772
214.91426475,0.139761666667
626.622469523,0.178345722222
121.8046875,0.2198439
1233.26750596,0.243437428571
2003.5,0.256086724138
1244.54759766,0.338521882353
279.4009375,0.61062825
256.2996875,0.359939652174
434.9653125,0.708234558824
397.378125,0.628137071429
300.230625,0.443055071429
325.31,0.936557642857
231.629375,0.398797941176
235.2825,0.690604043478
547.4859375,0.404276533333
1196.88557207,0.493052294118
322.763125,0.232889238095
1235.16935698,0.221677130435
1486.08538919,0.341540409091
5351.94959335,0.65674012
1312.1154,0.423536259259
1269.8764875,0.4465398
290.0184375,0.306929823529
704.7703125,0.480697125
323.6559375,0.108247869565
786.936585364,0.236416833333
1276.3958515,0.405104185185
1203.42228531,0.273577115385
774.963125,0.694026083333
786.40125,0.480950272727
1054.32679687,0.326498583333
1224.61670978,0.4142652
2419.47625,0.500458896552
1934.39945026,0.625794366667
852.118300775,0.379335257143
2354.8528125,0.487031439024
1177.07375,0.309707785714
3249.62426032,0.503770083333
654.106850714,0.218116833333
657.353612623,0.213804791667
1073.86429004,0.310407555556
2396.76446011,0.50208644
1041.21327443,0.3024675
1933.90139917,0.464581966667
1647.76381253,0.379500214286
1218.21311288,0.286365322581
566.726642893,0.19540578125
566.381786317,0.171382926829
2313.45559827,0.326238777778
1184.450625,0.287927933333
459.930625,0.50571615625
1119.8547,0.224714148148
734.15,0.500257916667
534.7525,0.153626448276
1631.6725,0.398803653846
365.2209375,0.341757914286
460.9959375,0.203370592593
1710.57095749,0.304974964286
739.903125,0.17280424
2306.9446875,0.366907921053

5-Fold RMSE:,0.153839282206,0.174788531141,0.179388540503,0.189730626889,0.189730626889
Average 5-Fold RMSE:,0.171124599268

5-Fold rsquared:,-0.0230048491814,-0.0333885241964,0.226966153755,0.013796998178,0.013796998178
Average 5-Fold rsquared:,0.0145846537376
