entropy,transError.mean.std
0.3221447186,0.128810550931
0.470907976972,0.0626106276575
0.523778963834,0.0363222141704
0.395497312924,0.0240230927776
0.328353771228,0.0231752964896
0.29333028783,0.12471567563
0.370370404356,0.118403445404
0.274988878465,0.105974371826
0.206876229631,0.0468835943002
0.538030318706,0.0525575836354
0.295756027505,0.0652650350355
0.380368228615,0.0380406378831
0.382280806687,0.048698079138
0.479363399065,0.0465531383268
0.348905806613,0.015699391456
0.333070872241,0.0795487657361
0.254912011889,0.0609893108178
0.55908348168,0.0634488000674
0.308572760262,0.121656676099
0.318539406313,0.108765944747
0.277888866018,0.116482183881
0.284676724208,0.123971354033
0.297507395277,0.117014135854
0.204850511929,0.093854286797
0.234452734746,0.0949115380575
0.306951959387,0.113382526137
0.335083355922,0.0940625752148
0.446540182952,0.143229486163
0.505791691597,0.0476951664389
0.510763420494,0.0815122877936
0.329875981726,0.0482871281887
0.39131588904,0.109859637786
0.756474176243,0.0815752280843
0.636473091808,0.0639775660122
0.607846472941,0.0966037993107
0.568528908897,0.130209711384
0.558090194533,0.0344430098623
0.398900389202,0.0825251437691
0.51387932211,0.0787229033116
0.393196937981,0.0703616797672
0.484828329434,0.136893046155
0.37395692585,0.131748844655
0.410231936509,0.0638479804609
0.326105044278,0.0832238780337
0.521749511142,0.112655965246
0.405325651205,0.0882750414235
0.333393618806,0.0630703094014
0.437642046974,0.0904968358626
0.329219680936,0.0844506183324
0.255193614573,0.0812632064472
0.291600149817,0.0478290808047
0.360445393349,0.0665534059179
0.50107086266,0.063039235743
0.527835552252,0.0862053699096
0.380530385989,0.0951669768786
0.529081411403,0.0936298052555
0.450537965723,0.083845172989
0.442437535411,0.067525357097
0.423383015861,0.0711609699581
0.454458774711,0.0754858045801
0.433576786625,0.0666286445176
0.488364877974,0.06593977187
0.554227610854,0.119219125795
0.438986776868,0.060063217006
0.472547868952,0.0967598598958
0.464185790183,0.0600886637503
0.557906180205,0.103345628507
0.63559816881,0.0960266591481
0.482066878387,0.0554747715395
0.568207500774,0.117509395197
0.452134192471,0.0976733690521
0.553248122712,0.0490437767207
0.313819750698,0.0852449136299
0.687950739326,0.18024925237

5-Fold RMSE:,0.0262299072827,0.0339802521968,0.0351160187225,0.026391550412,0.026391550412
Average 5-Fold RMSE:,0.0317480220486

5-Fold rsquared:,-0.15731602643,-0.159407697082,-0.0594673328472,-0.0865906742144,-0.0865906742144
Average 5-Fold rsquared:,-0.0917963532145
