avgRoomWallRatio,transError.std.std
94.0246719844,0.226872799473
23.0972333146,0.0888341978949
17.2159380658,0.0536568207547
34.9170323836,0.0531756045959
40.1386183344,0.0388866547706
4.15960998171,0.156091446153
98.27407095,0.204774691356
32.0558355679,0.189473879231
31.8854450811,0.0429963941514
17.0310324486,0.0500640527086
17.8785937327,0.160692173355
5.31889858635,0.0364422115207
11.6322524159,0.115579807708
16.7112958669,0.0365550743802
4.19025169616,0.0491585794691
4.5851672727,0.0890782760547
28.2697955746,0.0933187599678
78.8607355756,0.138087316178
5.76789137536,0.258353516079
9.94474092631,0.0779121061829
9.40155834329,0.259494989064
15.5899748781,0.214149069586
13.2876366474,0.160472378798
5.36699093475,0.578481679757
16.4235744233,0.14193715639
5.20590608492,0.390698889866
3.89560341955,0.145785206544
28.751717776,0.196101691352
17.0235577735,0.0540020208264
16.5688430617,0.0639730578518
41.7117577663,0.0642383791162
42.725871617,0.258741211908
74.578108553,0.131888311652
31.9225066807,0.126072926139
5.20722404423,0.124697260981
7.42424488488,0.192108034661
7.63297537834,0.0517409309399
21.7010848341,0.150426578073
137.556377369,0.141387393986
20.6470540419,0.0819226964463
12.5838625992,0.284322556163
32.8475094999,0.268748777682
23.8346876138,0.0698040570684
21.4298943763,0.0777311359681
257.915562133,0.221015525555
18.4384227154,0.170190402896
21.165267296,0.10685390071
52.1209436869,0.237490765274
21.1597420627,0.110170635227
372.057769319,0.172007018126
21.6349184755,0.0621497895481
17.1761447181,0.110615023941
52.6797805223,0.126944549297
452.745366651,0.109794391941
11.0567143812,0.0809823194632
20.8609685098,0.12386252947
29.1017856064,0.0966363792344
33.8993698932,0.064450068138
17.0002297373,0.0692099506632
13.0307686716,0.075847820682
112.186234652,0.113532147819
34.5694850639,0.129796983767
6.82477892286,0.192206970562
11.3478965674,0.105334107197
25.0965042526,0.145524364411
31.3640832419,0.0596299714663
5.11370107056,0.130217601143
5.66003775883,0.0974594238893
31.0817993552,0.0743403423368
12.4734197923,0.167837658831
20.3487250038,0.168709916846
91.8956005443,0.0562958637779
91.5984252567,0.116143743091
8.06038669655,0.206076064429

5-Fold RMSE:,0.0727899719101,0.0515228625229,0.0660330056616,0.0736188941186,0.0736188941186
Average 5-Fold RMSE:,0.0841272036645

5-Fold rsquared:,-0.0187445858427,-0.117292113445,-0.0840127144572,-0.0487693362355,-0.0487693362355
Average 5-Fold rsquared:,-0.17216611754
