avg_eigenvector_centrality,rotError.mean.std
0.0100393514149,0.00331315133626
0.0105135767838,0.000529720236435
0.0172969873425,0.00274200687267
0.0409830675628,0.000868010041646
0.0273961100812,0.000988470995105
0.00775762679381,0.00429956664055
0.00574053025445,0.00305267434636
0.00607997285304,0.00325076749757
0.0128790084879,0.00162224709611
0.017891627974,0.00122251686463
0.0253591873935,0.00481593435646
0.0288269155167,0.00139556645188
0.0272922929883,0.00295561424787
0.0219058444332,0.00086073843683
0.0297781088292,0.00087903722649
0.0309749814202,0.00234359606884
0.0124757824752,0.00188456667166
0.00765770647817,0.00475371639426
0.00766469551654,0.00397965134483
0.0140504632514,0.00194485015484
0.00385958981256,0.0029966941151
0.00941447966977,0.00728678377751
0.0120101922236,0.0240067761271
0.00768026339488,0.00627694262703
0.0286332432184,0.00364257671701
0.0137519009375,0.00193137045088
0.0321153716336,0.00350567334933
0.0117639351235,0.011540864302
0.0102993499896,0.00169851493892
0.00831972874981,0.00387832424544
0.00813539809992,0.018982936371
0.0103366706799,0.00268365863701
0.00323439217057,0.00951347370549
0.00533722428878,0.0113683540574
0.00771167569822,0.0102189055546
0.00884825240827,0.00279617073466
0.0385411562993,0.00119649202124
0.0125414231222,0.00356308331189
0.013397586622,0.00435481252733
0.0195939573205,0.00284573492967
0.00617839133906,0.00405173873492
0.00780794728565,0.00258198449888
0.0172809652214,0.00935193660277
0.00757861267376,0.00120964368307
0.00720516326982,0.00544625576124
0.00830849954476,0.0122018643728
0.0193714444817,0.00687929093309
0.00863855085793,0.00319700990545
0.0157857386681,0.00317220657184
0.00954335364902,0.00270284127902
0.0189069640465,0.00283126115696
0.0181565375695,0.00237693489734
0.0127487196601,0.00169591170353
0.00943801405487,0.00167382816322
0.0123575452517,0.00464877681209
0.0092119796945,0.00631663664558
0.0152906308222,0.00267358431567
0.0110621006247,0.00290650421563
0.0107519721017,0.00632801513764
0.0109688701912,0.00633767378436
0.109089022235,0.000912842598408
0.0164346608041,0.00296056940863
0.00825178595754,0.00514108200771
0.0162847765897,0.0018376947053
0.00727309513956,0.00559589829449
0.0159238280504,0.0018378217927
0.00813813888448,0.00470429841354
0.0113764647388,0.00708596426669
0.0145323256063,0.00290145318257
0.00351487462818,0.00205404963873
0.014957737734,0.0102512932546
0.011737521707,0.00140772643706
0.00855386841229,0.00163527502515
0.00348930382443,0.0038489765622
