voronoi_std_betweenness_centrality,transError.std.std
0.0746543812721,0.226872799473
0.062851196191,0.0888341978949
0.120555286217,0.0536568207547
0.134588707592,0.0531756045959
0.157081183686,0.0388866547706
0.0702608079073,0.156091446153
0.0724914959019,0.204774691356
0.115339067677,0.189473879231
0.140816589884,0.0429963941514
0.16805134529,0.0500640527086
0.169705907227,0.160692173355
0.148425240047,0.0364422115207
0.160579833031,0.115579807708
0.154942199063,0.0365550743802
0.119327588971,0.0491585794691
0.175548202855,0.0890782760547
0.127445753524,0.0933187599678
0.0828370625069,0.138087316178
0.0894050902149,0.258353516079
0.0939366873161,0.0779121061829
0.0913729694687,0.259494989064
0.0739055320019,0.214149069586
0.076293463043,0.160472378798
0.0958990178296,0.578481679757
0.0830023467368,0.14193715639
0.138718645002,0.390698889866
0.117196701992,0.145785206544
0.108306665569,0.196101691352
0.141828214583,0.0540020208264
0.0756330969252,0.0639730578518
0.0762021693546,0.0642383791162
0.140770979315,0.258741211908
0.0511046648544,0.131888311652
0.0862567077224,0.126072926139
0.0952789524029,0.124697260981
0.0836735301728,0.192108034661
0.154109156244,0.0517409309399
0.0946700876743,0.150426578073
0.0848366529613,0.141387393986
0.151920860392,0.0819226964463
0.0770398687958,0.284322556163
0.134288831834,0.268748777682
0.157379029906,0.0698040570684
0.127519968793,0.0777311359681
0.0867796134283,0.221015525555
0.0850149322524,0.170190402896
0.1103334443,0.10685390071
0.114004545879,0.237490765274
0.0990072824493,0.110170635227
0.0829289381716,0.172007018126
0.141626997478,0.0621497895481
0.0926301375778,0.110615023941
0.147842301865,0.126944549297
0.116817550364,0.109794391941
0.103636622274,0.0809823194632
0.0778880925589,0.12386252947
0.128144102526,0.0966363792344
0.151022466631,0.064450068138
0.121528219661,0.0692099506632
0.115413024622,0.075847820682
0.126020319963,0.113532147819
0.15578903341,0.129796983767
0.123818508682,0.192206970562
0.138059180639,0.105334107197
0.082138035642,0.145524364411
0.125731603212,0.0596299714663
0.0855568473939,0.130217601143
0.0623751617214,0.0974594238893
0.121268856559,0.0743403423368
0.078906434805,0.167837658831
0.0872310046751,0.168709916846
0.087537102921,0.0562958637779
0.113038517998,0.116143743091
0.064127687584,0.206076064429

5-Fold RMSE:,0.0888449973519,0.0569764439223,0.132533096192,0.0590311329972,0.0590311329972
Average 5-Fold RMSE:,0.079644304274

5-Fold rsquared:,0.0415082933534,-0.0886583887985,0.126221410833,0.28170125972,0.28170125972
Average 5-Fold rsquared:,0.0582933283608
