avg_katz_centrality,rotError.mean.std
0.00183164127162,0.00331315133626
0.000837312826764,0.000529720236435
0.00394092941488,0.00274200687267
0.00145841446799,0.000868010041646
0.0146319223525,0.000988470995105
0.0107227141849,0.00429956664055
0.00212796668099,0.00305267434636
0.000985497287792,0.00325076749757
0.00675703959429,0.00162224709611
0.00394697265736,0.00122251686463
0.00313283454443,0.00481593435646
0.00463081790692,0.00139556645188
0.014956869664,0.00295561424787
0.00721128299575,0.00086073843683
0.00749939520562,0.00087903722649
0.0099007638193,0.00234359606884
0.00567615536378,0.00188456667166
0.00522130790338,0.00475371639426
0.00425521588337,0.00397965134483
0.021034321157,0.00194485015484
0.00237931914125,0.0029966941151
0.00620759969978,0.00728678377751
0.0136513798415,0.0240067761271
0.00183923477374,0.00627694262703
0.00819877290375,0.00364257671701
0.0115555452936,0.00193137045088
0.018545199377,0.00350567334933
0.00263691501963,0.011540864302
0.00677245448604,0.00169851493892
0.005195100978,0.00387832424544
0.00473407332978,0.018982936371
0.0125305043955,0.00268365863701
0.000137398924846,0.00951347370549
0.000464141250352,0.0113683540574
0.00349157537483,0.0102189055546
0.00172767015839,0.00279617073466
0.000428806088121,0.00119649202124
0.00507480131819,0.00356308331189
0.00414675006167,0.00435481252733
0.0118453240216,0.00284573492967
0.00305737359108,0.00405173873492
0.00165416922011,0.00258198449888
0.00368457372095,0.00935193660277
0.00813047107868,0.00120964368307
0.00470260844059,0.00544625576124
0.00337661950533,0.0122018643728
0.00454144763295,0.00687929093309
0.00687453878969,0.00319700990545
0.00612971140873,0.00317220657184
0.00267346179467,0.00270284127902
0.00264952251783,0.00283126115696
0.00304978048946,0.00237693489734
0.00683271156337,0.00169591170353
0.00269504009836,0.00167382816322
0.0132370052728,0.00464877681209
0.00593057110261,0.00631663664558
0.00819487385135,0.00267358431567
0.00445588535513,0.00290650421563
0.00310224192568,0.00632801513764
0.00668719690136,0.00633767378436
0.061080293104,0.000912842598408
0.0106672029474,0.00296056940863
0.00276541182543,0.00514108200771
0.00822004045619,0.0018376947053
0.000254586441506,0.00559589829449
0.00175031397817,0.0018378217927
0.00249469745735,0.00470429841354
0.00541741932639,0.00708596426669
0.00457633157256,0.00290145318257
0.00330166049308,0.00205404963873
0.00770788343339,0.0102512932546
0.00232036210858,0.00140772643706
9.65147538731e-05,0.00163527502515
0.00195573996648,0.0038489765622
