avgRoomWallRatio,transError.std.mean
94.0246719844,0.597974409091
23.0972333146,0.3833542
17.2159380658,0.198447578947
34.9170323836,0.12269
40.1386183344,0.153758035714
4.15960998171,0.443964518519
98.27407095,0.531760416667
32.0558355679,0.402073772727
31.8854450811,0.30601326087
17.0310324486,0.133319189189
17.8785937327,0.194677542857
5.31889858635,0.11035772
11.6322524159,0.139761666667
16.7112958669,0.178360027027
4.19025169616,0.2198439
4.5851672727,0.243437428571
28.2697955746,0.256086724138
78.8607355756,0.338521882353
5.76789137536,0.583932391304
9.94474092631,0.325802619048
9.40155834329,0.59423269697
15.5899748781,0.577431384615
13.2876366474,0.38375874359
5.36699093475,0.698436384615
16.4235744233,0.3659623
5.20590608492,0.690604043478
3.89560341955,0.404276533333
28.751717776,0.441453846154
17.0235577735,0.237735884615
16.5688430617,0.225124575758
41.7117577663,0.256219483871
42.725871617,0.65674012
74.578108553,0.358577384615
31.9225066807,0.362996384615
5.20722404423,0.287370933333
7.42424488488,0.50726
7.63297537834,0.0964399411765
21.7010848341,0.236416833333
137.556377369,0.35981112
20.6470540419,0.273577115385
12.5838625992,0.702296269231
32.8475094999,0.558222807692
23.8346876138,0.282527217391
21.4298943763,0.292004974359
257.915562133,0.441571769231
18.4384227154,0.501131740741
21.165267296,0.346335935484
52.1209436869,0.466183297297
21.1597420627,0.309707785714
372.057769319,0.503770083333
21.6349184755,0.218116833333
17.1761447181,0.1932868
52.6797805223,0.310407555556
452.745366651,0.50208644
11.0567143812,0.29558275
20.8609685098,0.442420407407
29.1017856064,0.337067487179
33.8993698932,0.286365322581
17.0002297373,0.19540578125
13.0307686716,0.171382926829
112.186234652,0.327402357143
34.5694850639,0.287927933333
6.82477892286,0.466749133333
11.3478965674,0.224714148148
25.0965042526,0.483949818182
31.3640832419,0.153626448276
5.11370107056,0.380862583333
5.66003775883,0.2900733125
31.0817993552,0.203370592593
12.4734197923,0.522405666667
20.3487250038,0.237020576923
91.8956005443,0.17280424
91.5984252567,0.366907921053
8.06038669655,0.789124346154

5-Fold RMSE:,0.162709794421,0.168480845293,0.117337381025,0.149241458471,0.149241458471
Average 5-Fold RMSE:,0.159947321835

5-Fold rsquared:,-0.00653758582179,-0.0218394539048,-0.00941310217175,-0.200993117934,-0.200993117934
Average 5-Fold rsquared:,-0.0301881217149
