avgRoomPerimeter,rotError.std.mean
1364.92084998,0.0134886818182
2504.05291544,0.00848306666667
397.608743609,0.00990715789474
158.574001973,0.00666489285714
635.88614888,0.00854714285714
108.968542951,0.0154531111111
1528.34984877,0.0139629166667
759.248936383,0.0142382727273
907.63600807,0.00927660869565
529.397177254,0.00886394594595
720.429585269,0.0103236571429
443.595373769,0.00831244
231.338538533,0.0120980666667
655.562672363,0.00902981081081
162.29472605,0.0070672
1446.42707976,0.00862697142857
1054.23420007,0.0107663448276
539.066583437,0.0146358235294
99.2869208384,0.0153069130435
252.355785617,0.00836128571429
191.722481992,0.0141560606061
379.091758694,0.0130143076923
262.262352826,0.0213154358974
191.601876363,0.0118386923077
294.819744545,0.0129007
252.559291854,0.0117434782609
632.972242461,0.0171069
707.007128463,0.0201348076923
152.416788175,0.00883107692308
511.089909024,0.00979857575758
855.595083334,0.0108434193548
3522.51982697,0.01273672
345.9363477,0.0201676538462
650.998139899,0.0242387692308
120.176589697,0.0134642666667
264.066070953,0.0164263142857
462.675505543,0.008347
381.143373035,0.0136369583333
758.966768091,0.0145126
1344.71238759,0.0110901538462
351.259423682,0.0162626538462
575.918221531,0.0139900769231
973.132170798,0.0113885652174
557.871193445,0.00808025641026
1503.33670222,0.0127977692308
774.553634232,0.0142507037037
555.98246505,0.0175852258065
2161.19207626,0.0131790810811
1410.68850812,0.0140931785714
2284.5563757,0.013008
511.212845367,0.0124418666667
630.752429175,0.01217428
894.483397546,0.0113095
1099.36562113,0.01085984
630.451496107,0.013217275
1194.83545134,0.0138498148148
1792.08753811,0.00906033333333
525.16858287,0.0113865483871
391.018440217,0.01360234375
645.16136179,0.0114615121951
2075.92330798,0.00809121428571
1164.69698299,0.0116139666667
248.223687618,0.0140091666667
874.059231919,0.0103575555556
470.90808455,0.0173899090909
527.296427239,0.0105403103448
844.944967104,0.0152154583333
219.335679185,0.00999909375
558.011810887,0.00975977777778
288.41201767,0.0581752916667
1406.85593365,0.00897219230769
682.400594462,0.00749868
2023.67071564,0.00801097368421
112.337263592,0.0207175

5-Fold RMSE:,0.00378583334894,0.00401629881416,0.00339356043437,0.00365123265339,0.00365123265339
Average 5-Fold RMSE:,0.00550201886913

5-Fold rsquared:,-0.0667853832304,-0.252672999995,-0.104847626552,-0.5212932551,-0.5212932551
Average 5-Fold rsquared:,-0.16873777887
