voronoi_avg_closeness_centrality,rotError.std.mean
0.0829681026723,0.0134886818182
0.0792384190845,0.00848306666667
0.0798824288546,0.00990715789474
0.178437489832,0.00666489285714
0.111079156429,0.00854714285714
0.0829357773374,0.0154531111111
0.0635474330535,0.0139629166667
0.0627819242078,0.0142382727273
0.070759448798,0.00927660869565
0.0847485271117,0.00886394594595
0.0911718928997,0.0103236571429
0.121065388922,0.00831244
0.120524288794,0.0120980666667
0.0966926435271,0.00902981081081
0.130293676296,0.0070672
0.119034100862,0.00862697142857
0.0633096270436,0.0107663448276
0.0716879263894,0.0146358235294
0.0626132509807,0.0153069130435
0.0884732603304,0.00836128571429
0.0418780662733,0.0141560606061
0.0745168063384,0.0130143076923
0.108537964332,0.0213154358974
0.0689598898793,0.0118386923077
0.12870857214,0.0129007
0.0852834013798,0.0117434782609
0.126092060057,0.0171069
0.0607268432365,0.0201348076923
0.0613436786713,0.00883107692308
0.0713487155756,0.00979857575758
0.0716179077184,0.0108434193548
0.0677186188063,0.01273672
0.0583282349173,0.0201676538462
0.0511601522691,0.0242387692308
0.0630304264848,0.0134642666667
0.0576403296223,0.0164263142857
0.134849739205,0.008347
0.0787934053944,0.0136369583333
0.0784116989904,0.0145126
0.10438803755,0.0110901538462
0.0621938106869,0.0162626538462
0.0459685102702,0.0139900769231
0.0833470642953,0.0113885652174
0.0668233399598,0.00808025641026
0.0674685943723,0.0127977692308
0.066160655136,0.0142507037037
0.086124372711,0.0175852258065
0.0670963269855,0.0131790810811
0.0860557798913,0.0140931785714
0.0743900151433,0.013008
0.0848779173114,0.0124418666667
0.0957811074698,0.01217428
0.0804055982337,0.0113095
0.0602154793258,0.01085984
0.0849009471958,0.013217275
0.0764866089586,0.0138498148148
0.0838354988579,0.00906033333333
0.0620173042545,0.0113865483871
0.0854679083625,0.01360234375
0.089826724729,0.0114615121951
0.276990231888,0.00809121428571
0.0799232574825,0.0116139666667
0.0653665559372,0.0140091666667
0.0828839962515,0.0103575555556
0.0752682157962,0.0173899090909
0.105127732991,0.0105403103448
0.0763646154256,0.0152154583333
0.0824425675438,0.00999909375
0.0764803546915,0.00975977777778
0.0502815796087,0.0581752916667
0.0840568168315,0.00897219230769
0.0692964768629,0.00749868
0.0778106496485,0.00801097368421
0.047644843881,0.0207175

5-Fold RMSE:,0.00373973747983,0.00361499762657,0.00292228088295,0.00349523161638,0.00349523161638
Average 5-Fold RMSE:,0.00519094158002

5-Fold rsquared:,-0.0764461801351,-0.335860290233,-0.030774882298,0.25598798526,0.25598798526
Average 5-Fold rsquared:,-0.406445081414
