voronoi_density,transError.std.mean
0.00808823529412,0.597974409091
0.00955699352912,0.3833542
0.0116912972085,0.198447578947
0.0344632768362,0.12269
0.0215053763441,0.153758035714
0.00925140387024,0.443964518519
0.00519180106663,0.531760416667
0.00722834459059,0.402073772727
0.0129516019087,0.30601326087
0.0176991150442,0.133319189189
0.0190476190476,0.194677542857
0.0253086419753,0.11035772
0.0246913580247,0.139761666667
0.0173913043478,0.178360027027
0.0238095238095,0.2198439
0.0285714285714,0.243437428571
0.0090424298632,0.256086724138
0.00713667820069,0.338521882353
0.00740202062177,0.583932391304
0.0131513647643,0.325802619048
0.00484541088869,0.59423269697
0.00866896039938,0.577431384615
0.010447761194,0.38375874359
0.00595238095238,0.698436384615
0.0151079136691,0.3659623
0.0131567778627,0.690604043478
0.0238095238095,0.404276533333
0.00812851405622,0.441453846154
0.00904977375566,0.237735884615
0.00721522115147,0.225124575758
0.00719244167105,0.256219483871
0.0105263157895,0.65674012
0.00400898812284,0.358577384615
0.00480478499412,0.362996384615
0.00671096345515,0.287370933333
0.0058288988948,0.50726
0.0263157894737,0.0964399411765
0.00938926320365,0.236416833333
0.00892348585533,0.35981112
0.0190476190476,0.273577115385
0.00642957604983,0.702296269231
0.00740228294708,0.558222807692
0.015503875969,0.282527217391
0.00952380952381,0.292004974359
0.00724618860868,0.441571769231
0.00697674418605,0.501131740741
0.0108634470337,0.346335935484
0.0097678694553,0.466183297297
0.0116271344097,0.309707785714
0.00765140004341,0.503770083333
0.013986013986,0.218116833333
0.0114093556717,0.1932868
0.0137931034483,0.310407555556
0.00769163788349,0.50208644
0.0118343195266,0.29558275
0.00844979919679,0.442420407407
0.0132155083194,0.337067487179
0.0105814273905,0.286365322581
0.0116959064327,0.19540578125
0.0121212121212,0.171382926829
0.103896103896,0.327402357143
0.0161290322581,0.287927933333
0.00793650793651,0.466749133333
0.013698630137,0.224714148148
0.00836649321498,0.483949818182
0.015873015873,0.153626448276
0.0088868459358,0.380862583333
0.00749872902898,0.2900733125
0.0093023255814,0.203370592593
0.00440412804838,0.522405666667
0.0104161102505,0.237020576923
0.00822963331674,0.17280424
0.00921283274224,0.366907921053
0.00318368544601,0.789124346154

5-Fold RMSE:,0.144456316015,0.156027364945,0.153053508967,0.169598335813,0.169598335813
Average 5-Fold RMSE:,0.217795402356

5-Fold rsquared:,0.00281594664404,-20.4120388536,-0.500579076251,0.102469750729,0.102469750729
Average 5-Fold rsquared:,-4.13423256106
