voronoi_avg_closeness_centrality,rotError.mean.mean
0.0829681026723,0.00781177272727
0.0792384190845,0.00518106666667
0.0798824288546,0.00745268421053
0.178437489832,0.00380332142857
0.111079156429,0.00530514285714
0.0829357773374,0.0108654444444
0.0635474330535,0.0100377916667
0.0627819242078,0.00976259090909
0.070759448798,0.00654347826087
0.0847485271117,0.00574740540541
0.0911718928997,0.0063216
0.121065388922,0.00609472
0.120524288794,0.00695146666667
0.0966926435271,0.00530697297297
0.130293676296,0.00419643333333
0.119034100862,0.00586774285714
0.0633096270436,0.0080334137931
0.0716879263894,0.00957582352941
0.0626132509807,0.0113755652174
0.0884732603304,0.00664728571429
0.0418780662733,0.00940933333333
0.0745168063384,0.00862580769231
0.108537964332,0.0175163076923
0.0689598898793,0.00585915384615
0.12870857214,0.0080592
0.0852834013798,0.00719391304348
0.126092060057,0.0116620333333
0.0607268432365,0.0185035384615
0.0613436786713,0.00794823076923
0.0713487155756,0.00808536363636
0.0716179077184,0.00828783870968
0.0677186188063,0.0090522
0.0583282349173,0.0130484230769
0.0511601522691,0.0102915384615
0.0630304264848,0.0115043333333
0.0576403296223,0.0112823142857
0.134849739205,0.00535094117647
0.0787934053944,0.0116517083333
0.0784116989904,0.00985292
0.10438803755,0.00736969230769
0.0621938106869,0.0124235769231
0.0459685102702,0.0109033461538
0.0833470642953,0.00870517391304
0.0668233399598,0.00633515384615
0.0674685943723,0.0100060769231
0.066160655136,0.00994803703704
0.086124372711,0.0114515483871
0.0670963269855,0.00746737837838
0.0860557798913,0.0102650357143
0.0743900151433,0.0086655
0.0848779173114,0.0111931666667
0.0957811074698,0.00878128
0.0804055982337,0.00787177777778
0.0602154793258,0.0083908
0.0849009471958,0.013150075
0.0764866089586,0.0103568888889
0.0838354988579,0.00629451282051
0.0620173042545,0.0100887741935
0.0854679083625,0.0114415
0.089826724729,0.0108286829268
0.276990231888,0.00529
0.0799232574825,0.0074369
0.0653665559372,0.0108653666667
0.0828839962515,0.00650085185185
0.0752682157962,0.0107349090909
0.105127732991,0.00662575862069
0.0763646154256,0.0108217916667
0.0824425675438,0.00683478125
0.0764803546915,0.00717885185185
0.0502815796087,0.0361834583333
0.0840568168315,0.00648584615385
0.0692964768629,0.00584372
0.0778106496485,0.0060295
0.047644843881,0.0163589615385

5-Fold RMSE:,0.00735198252427,0.0025860978335,0.00198158435476,0.00318508999971,0.00318508999971
Average 5-Fold RMSE:,0.0038901923572

5-Fold rsquared:,0.0952447860348,0.336352743541,-0.021572277927,0.0297322569181,0.0297322569181
Average 5-Fold rsquared:,0.0234154133145
