avg_closeness_centrality,transError.std.mean
0.0829681026723,0.610577304348
0.0792384190845,0.3833542
0.0798824288546,0.198447578947
0.178437489832,0.12269
0.111079156429,0.153758035714
0.0829357773374,0.492268548387
0.0635474330535,0.531760416667
0.0627819242078,0.440496478261
0.070759448798,0.30601326087
0.0847485271117,0.133319189189
0.0911718928997,0.194677542857
0.121065388922,0.11035772
0.120524288794,0.139761666667
0.0966926435271,0.178345722222
0.130293676296,0.2198439
0.119034100862,0.243437428571
0.0633096270436,0.273808166667
0.0716879263894,0.338521882353
0.0626132509807,0.61062825
0.0884732603304,0.359939652174
0.0418780662733,0.588087103448
0.0745168063384,0.628137071429
0.108537964332,0.443055071429
0.0689598898793,0.999427916667
0.12870857214,0.398797941176
0.0852834013798,0.690604043478
0.126092060057,0.404276533333
0.0607268432365,0.493052294118
0.0613436786713,0.232889238095
0.0713487155756,0.221677130435
0.0716179077184,0.341540409091
0.0677186188063,0.65674012
0.0583282349173,0.423536259259
0.0511601522691,0.4465398
0.0630304264848,0.306929823529
0.0576403296223,0.480697125
0.134849739205,0.108247869565
0.0787934053944,0.1948145
0.0784116989904,0.405104185185
0.10438803755,0.273577115385
0.0621938106869,0.694026083333
0.0459685102702,0.480950272727
0.0833470642953,0.326498583333
0.0668233399598,0.4142652
0.0674685943723,0.500458896552
0.066160655136,0.625794366667
0.086124372711,0.379335257143
0.0670963269855,0.487031439024
0.0860557798913,0.309707785714
0.0743900151433,0.515047357143
0.0848779173114,0.218116833333
0.0957811074698,0.219631666667
0.0804055982337,0.310407555556
0.0602154793258,0.50208644
0.0849009471958,0.3024675
0.0764866089586,0.464581966667
0.0838354988579,0.379500214286
0.0620173042545,0.286365322581
0.0854679083625,0.206892133333
0.089826724729,0.171382926829
0.276990231888,0.324577269231
0.0799232574825,0.287927933333
0.0653665559372,0.50571615625
0.0828839962515,0.224714148148
0.0752682157962,0.500257916667
0.105127732991,0.153626448276
0.0763646154256,0.398803653846
0.0824425675438,0.389266045455
0.0764803546915,0.203370592593
0.0502815796087,0.525956928571
0.0840568168315,0.304974964286
0.0692964768629,0.17280424
0.0778106496485,0.366907921053
0.047644843881,0.741109166667
