topology_std_katz_centrality,rotError.std.mean
0.0387865986683,0.0196438888889
0.0530163414747,0.0581752916667
0.0358111856313,0.0138309130435
0.0506179618926,0.00848306666667
0.0370978935435,0.00990715789474
0.0184651276566,0.00666489285714
0.0653190067095,0.00854714285714
0.0504062668326,0.0155064516129
0.0625156345542,0.0139629166667
0.0388418335422,0.0146126956522
0.0395175482926,0.00927660869565
0.0371844136274,0.00886394594595
0.0329104586004,0.0103236571429
0.0470111349754,0.00831244
0.0490530355055,0.0120980666667
0.0680701689278,0.00897186111111
0.0500539590932,0.0070672
0.0686054740205,0.00862697142857
0.032395127214,0.0107663448276
0.0239938583583,0.0146358235294
0.047552149884,0.0165645
0.0560533106338,0.00871552173913
0.0595870605781,0.0233207058824
0.0665161870029,0.0177865357143
0.0631969735004,0.0435829285714
0.0343501102959,0.0173028571429
0.0586605327873,0.0134678235294
0.0509329526464,0.0117434782609
0.0697491703081,0.0171069
0.0415496602463,0.0210941176471
0.023963572233,0.00869485714286
0.0415899045816,0.00991634782609
0.0447742735529,0.0162976363636
0.0458339228496,0.01273672
0.0303695030845,0.0216128148148
0.049173358584,0.0267318666667
0.0440867661807,0.014787
0.0346914349788,0.01558596875
0.0441262535518,0.00887017391304
0.0363263127109,0.0136369583333
0.0327402912611,0.0158112592593
0.0482392301694,0.0110901538462
0.0281128168704,0.016004875
0.0343000566012,0.0116140454545
0.0447871510946,0.0131456666667
0.0296030675798,0.012016
0.0522435943348,0.0138605172414
0.0365337137694,0.0208444333333
0.0454501425725,0.0209096857143
0.040361653923,0.0136826097561
0.0528229880672,0.0140931785714
0.0273936875411,0.013008
0.0456512079203,0.0124418666667
0.0578577906099,0.0115595416667
0.0395871278775,0.0113095
0.0352676352131,0.01085984
0.052747219677,0.0133554761905
0.0455697766838,0.0143581333333
0.0313893001367,0.00947095238095
0.0283957294271,0.0113865483871
0.0395253805847,0.01360234375
0.0426244761908,0.0114615121951
0.0375295099882,0.00808462962963
0.0310919217409,0.0116139666667
0.0348802179017,0.01513984375
0.036060369536,0.0103575555556
0.0596202838132,0.0177405833333
0.0681206797005,0.0105403103448
0.0517742245605,0.0159079615385
0.0545557900803,0.0109016571429
0.0448375412368,0.00975977777778
0.0528453814189,0.0112861428571
0.0539921295437,0.00749868
0.0505610093885,0.00801097368421

5-Fold RMSE:,0.00404838481194,0.00837283507325,0.00479557707658,0.00517180532082,0.00517180532082
Average 5-Fold RMSE:,0.00691109274669

5-Fold rsquared:,-0.0908307803977,-0.0476334211552,-1.65184176029,0.144448757586,0.144448757586
Average 5-Fold rsquared:,-0.368210036459
