topology_avg_shortest_path_length,transError.mean.std
3.64146341463,0.128810550931
2.80666666667,0.0626106276575
2.88461538462,0.0363222141704
2.95555555556,0.0240230927776
1.81818181818,0.0231752964896
2.93524514339,0.12471567563
2.42674253201,0.118403445404
3.34420289855,0.105974371826
3.15789473684,0.0468835943002
2.8380952381,0.0525575836354
3.17647058824,0.0652650350355
2.67619047619,0.0380406378831
2.5,0.048698079138
1.84166666667,0.0465531383268
2.20952380952,0.015699391456
1.875,0.0795487657361
3.83333333333,0.0609893108178
1.33333333333,0.0634488000674
3.01572617946,0.121656676099
2.42105263158,0.108765944747
2.41971207087,0.116482183881
2.11076923077,0.123971354033
2.2315270936,0.117014135854
3.30837789661,0.093854286797
2.26900584795,0.0949115380575
2.45789473684,0.113382526137
1.89473684211,0.0940625752148
3.25057471264,0.143229486163
5.47297297297,0.0476951664389
3.16516516517,0.0815122877936
3.05378151261,0.0482871281887
2.96666666667,0.109859637786
3.94674859191,0.0815752280843
3.25314009662,0.0639775660122
3.77570921986,0.0966037993107
3.70512820513,0.130209711384
2.37179487179,0.0344430098623
3.66794871795,0.0825251437691
3.36088709677,0.0787229033116
2.48529411765,0.0703616797672
3.90592334495,0.136893046155
3.395256917,0.131748844655
2.68095238095,0.0638479804609
4.77874396135,0.0832238780337
2.55632183908,0.112655965246
3.71025641026,0.0882750414235
3.34757834758,0.0630703094014
2.76608187135,0.0904968358626
2.28333333333,0.0844506183324
3.73504273504,0.0812632064472
2.64761904762,0.0478290808047
2.37368421053,0.0665534059179
3.44268774704,0.063039235743
3.92745376956,0.0862053699096
2.52536231884,0.0951669768786
3.04,0.0936298052555
3.25789473684,0.083845172989
4.3908045977,0.067525357097
2.94805194805,0.0711609699581
2.59166666667,0.0754858045801
2.97076023392,0.0666286445176
3.07352941176,0.06593977187
3.49411764706,0.119219125795
3.01904761905,0.060063217006
2.4183908046,0.0967598598958
1.85833333333,0.0600886637503
2.83333333333,0.103345628507
2.65378151261,0.0960266591481
2.55,0.0554747715395
2.80139372822,0.117509395197
2.57608695652,0.0976733690521
2.34502923977,0.0490437767207
2.6091954023,0.0852449136299
3.14957983193,0.18024925237

5-Fold RMSE:,0.033479510046,0.0295820457587,0.0192137008021,0.0339609088431,0.0339609088431
Average 5-Fold RMSE:,0.0318950751017

5-Fold rsquared:,-0.0174725355341,-0.0633303246469,-0.31420559431,0.026323889353,0.026323889353
Average 5-Fold rsquared:,-0.133516497955
