topology_avg_eigenvector_centrality,rotError.mean.mean
0.137505066747,0.0160152777778
0.112870781893,0.0361834583333
0.113226954911,0.0081227826087
0.15823892784,0.00518106666667
0.220862517752,0.00745268421053
0.289813254238,0.00380332142857
0.255343126462,0.00530514285714
0.110396908215,0.0113298387097
0.123966518411,0.0100377916667
0.145353392472,0.00991973913043
0.168397280035,0.00654347826087
0.219330026797,0.00574740540541
0.21036718925,0.0063216
0.207059648579,0.00609472
0.204125528772,0.00695146666667
0.218161382726,0.00522869444444
0.230939345144,0.00419643333333
0.215357473045,0.00586774285714
0.133192244046,0.0080334137931
0.569035593729,0.00957582352941
0.112421327167,0.0118060833333
0.189310947774,0.00680830434783
0.117099210659,0.0128010294118
0.160895527543,0.0102644642857
0.150746564917,0.0246713571429
0.125390723695,0.007418
0.187043352329,0.00877191176471
0.184013731576,0.00719391304348
0.19511088322,0.0116620333333
0.13865641287,0.0221704705882
0.110011276684,0.00773861904762
0.118473793797,0.0076692173913
0.126010953526,0.0124832272727
0.148732170502,0.0090522
0.0976862702812,0.0147335925926
0.101913121764,0.0128114
0.0917543071379,0.0131788235294
0.102965149381,0.0105658125
0.243823786365,0.00586613043478
0.0996411169057,0.0116517083333
0.141536517399,0.010821
0.202768108095,0.00736969230769
0.103876954315,0.012007125
0.177507132432,0.00962695454545
0.177732551984,0.0105803333333
0.0849988140114,0.0089074
0.145123925159,0.0112168965517
0.115000447066,0.0137696
0.137963629888,0.0132841714286
0.19029821377,0.0079603902439
0.212455101814,0.0102650357143
0.14158313783,0.0086655
0.175986025184,0.0111931666667
0.179686344074,0.00875566666667
0.150600129793,0.00787177777778
0.124066045206,0.0083908
0.162656297032,0.0134036428571
0.152601241746,0.0111335666667
0.176734832805,0.00665304761905
0.138402754199,0.0100887741935
0.174127568122,0.0114415
0.211605641264,0.0108286829268
0.194446635085,0.00525488888889
0.207590251003,0.0074369
0.124928999144,0.01176809375
0.180911427975,0.00650085185185
0.144827625308,0.0117556666667
0.216969516308,0.00662575862069
0.133171073548,0.0114198846154
0.131709467573,0.00779974285714
0.213365923892,0.00717885185185
0.162006200604,0.00862746428571
0.192836011616,0.00584372
0.142728448751,0.0060295

5-Fold RMSE:,0.00686106224067,0.0026319975709,0.00589568430421,0.00461673423929,0.00461673423929
Average 5-Fold RMSE:,0.00477321092938

5-Fold rsquared:,0.335354545116,0.191239510562,0.0647764787055,-0.35642115677,-0.35642115677
Average 5-Fold rsquared:,0.0411335382097
