voronoi_std_closeness_centrality,transError.std.mean
0.0162028340043,0.597974409091
0.0180723422608,0.3833542
0.0143460382158,0.198447578947
0.0334856533368,0.12269
0.020401416029,0.153758035714
0.0121833939039,0.443964518519
0.0101726693386,0.531760416667
0.0111789888503,0.402073772727
0.0129962715494,0.30601326087
0.0155910611826,0.133319189189
0.0161896572248,0.194677542857
0.0246489555346,0.11035772
0.0225383671267,0.139761666667
0.0175173726078,0.178360027027
0.0234215696698,0.2198439
0.0217815574121,0.243437428571
0.0120222750025,0.256086724138
0.0129204340926,0.338521882353
0.0105738429496,0.583932391304
0.0121048389773,0.325802619048
0.00310742205166,0.59423269697
0.0141771999006,0.577431384615
0.0180681349112,0.38375874359
0.0122438733975,0.698436384615
0.0237913288013,0.3659623
0.0143990925972,0.690604043478
0.0151231404527,0.404276533333
0.0115281691071,0.441453846154
0.0110998846989,0.237735884615
0.012394935845,0.225124575758
0.0110110099535,0.256219483871
0.0130270578487,0.65674012
0.00875221342896,0.358577384615
0.00976784712079,0.362996384615
0.010504734642,0.287370933333
0.00816683567122,0.50726
0.0250352459787,0.0964399411765
0.0110216500896,0.236416833333
0.0127664010297,0.35981112
0.0192787369224,0.273577115385
0.00952672556587,0.702296269231
0.00914047087579,0.558222807692
0.0161798718058,0.282527217391
0.0140280958987,0.292004974359
0.0092818621892,0.441571769231
0.0136604729771,0.501131740741
0.0164595556523,0.346335935484
0.012871900677,0.466183297297
0.0131870913257,0.309707785714
0.0140545346879,0.503770083333
0.0164976378118,0.218116833333
0.0185512356271,0.1932868
0.0147849607696,0.310407555556
0.0115088999888,0.50208644
0.00955666431135,0.29558275
0.0136819240382,0.442420407407
0.0155996031848,0.337067487179
0.0117033474378,0.286365322581
0.0168711330914,0.19540578125
0.0174204601188,0.171382926829
0.0519139466047,0.327402357143
0.0156601313596,0.287927933333
0.0116531019994,0.466749133333
0.0158865164552,0.224714148148
0.0101031055214,0.483949818182
0.021634134839,0.153626448276
0.0104434238961,0.380862583333
0.012002439584,0.2900733125
0.0148984712614,0.203370592593
0.00699868820091,0.522405666667
0.0133203744133,0.237020576923
0.0115536467413,0.17280424
0.0143915244288,0.366907921053
0.00741871144613,0.789124346154

5-Fold RMSE:,0.168449332211,0.225962485313,0.164711048333,0.0991120444453,0.0991120444453
Average 5-Fold RMSE:,0.156154980376

5-Fold rsquared:,-1.63721861409,0.0162240587757,0.222361182086,0.203490867646,0.203490867646
Average 5-Fold rsquared:,-0.189253282931
