voronoi_avg_betweenness_centrality,transError.mean.mean
0.0453083989501,0.494097045455
0.0506431441029,0.347489733333
0.0688565543818,0.178033842105
0.0824956165985,0.111519571429
0.0912411571598,0.135674892857
0.0512248343955,0.500454518519
0.0385499044432,0.483538
0.0533682183273,0.314663090909
0.0847704008547,0.266804521739
0.101026753682,0.136014027027
0.100138696255,0.1602634
0.0960540709486,0.11330008
0.0959134239725,0.120517266667
0.0856861275929,0.168670918919
0.0833181465357,0.1753349
0.112872975277,0.250973828571
0.0679895520642,0.255138206897
0.0467709082677,0.275744352941
0.055920167335,0.550894956522
0.0682366021076,0.348672047619
0.0536409255235,0.556707151515
0.0538211780553,0.560622653846
0.0425393134828,0.375646230769
0.0415603204832,0.493396230769
0.0510232807543,0.349249866667
0.072659366777,0.511895521739
0.0848503256724,0.3828526
0.0649559528436,0.376691423077
0.0723839147691,0.2061935
0.0474747686416,0.234490727273
0.0472698785658,0.250467741935
0.076188994946,0.63580396
0.0313445517341,0.298866
0.0454936627156,0.263492076923
0.0511352348359,0.279235933333
0.0479590290814,0.469986628571
0.089848269322,0.0827919117647
0.0560749704341,0.224303125
0.0530579343746,0.36068872
0.086418435933,0.297397730769
0.049189456212,0.687380423077
0.0737227337282,0.594765692308
0.0905225691265,0.276685391304
0.0702205751345,0.26799774359
0.0510723425654,0.394348115385
0.0494197342933,0.407328592593
0.0589674081539,0.301939870968
0.0637462112276,0.337777675676
0.0632373186978,0.301987178571
0.0478339121627,0.381142583333
0.0796291911066,0.2053401
0.0541567842537,0.16422708
0.0824194352595,0.273704222222
0.0622521680655,0.42013416
0.0650717683523,0.315128875
0.0503509521959,0.391206259259
0.0720605736997,0.319272923077
0.0833692725123,0.283932129032
0.0656786745706,0.19405875
0.0642846329887,0.191225219512
0.137012987013,0.287816464286
0.0982316750719,0.3031
0.0588473635416,0.4451378
0.0797518763449,0.236201074074
0.0519919002253,0.513622636364
0.0719211469534,0.154262137931
0.0543909260484,0.395215916667
0.0407834101382,0.2822633125
0.0591222769494,0.189719777778
0.0419426953002,0.513207166667
0.058391423179,0.240103076923
0.0566914730706,0.17891308
0.0557387498564,0.367190842105
0.0321313931569,0.626637846154

5-Fold RMSE:,0.150606450492,0.141120156845,0.100878552117,0.150547591081,0.150547591081
Average 5-Fold RMSE:,0.130504963628

5-Fold rsquared:,0.251354079164,0.329334161717,-0.170276505583,0.174586258788,0.174586258788
Average 5-Fold rsquared:,0.120805555459
