area,transError.mean.std
3629.2829625,0.128810550931
3749.9122125,0.0626106276575
515.11,0.0363222141704
92.620625,0.0240230927776
419.118560455,0.0231752964896
268.7265625,0.12471567563
2711.72494554,0.118403445404
1020.60351562,0.105974371826
1120.46556127,0.0468835943002
441.159665625,0.0525575836354
768.704681585,0.0652650350355
375.53625,0.0380406378831
214.91426475,0.048698079138
626.622469523,0.0465531383268
121.8046875,0.015699391456
1233.26750596,0.0795487657361
2003.5,0.0609893108178
1244.54759766,0.0634488000674
279.4009375,0.121656676099
256.2996875,0.108765944747
434.9653125,0.116482183881
397.378125,0.123971354033
300.230625,0.117014135854
325.31,0.093854286797
231.629375,0.0949115380575
235.2825,0.113382526137
547.4859375,0.0940625752148
1196.88557207,0.143229486163
322.763125,0.0476951664389
1235.16935698,0.0815122877936
1486.08538919,0.0482871281887
5351.94959335,0.109859637786
1312.1154,0.0815752280843
1269.8764875,0.0639775660122
290.0184375,0.0966037993107
704.7703125,0.130209711384
323.6559375,0.0344430098623
786.936585364,0.0825251437691
1276.3958515,0.0787229033116
1203.42228531,0.0703616797672
774.963125,0.136893046155
786.40125,0.131748844655
1054.32679687,0.0638479804609
1224.61670978,0.0832238780337
2419.47625,0.112655965246
1934.39945026,0.0882750414235
852.118300775,0.0630703094014
2354.8528125,0.0904968358626
1177.07375,0.0844506183324
3249.62426032,0.0812632064472
654.106850714,0.0478290808047
657.353612623,0.0665534059179
1073.86429004,0.063039235743
2396.76446011,0.0862053699096
1041.21327443,0.0951669768786
1933.90139917,0.0936298052555
1647.76381253,0.083845172989
1218.21311288,0.067525357097
566.726642893,0.0711609699581
566.381786317,0.0754858045801
2313.45559827,0.0666286445176
1184.450625,0.06593977187
459.930625,0.119219125795
1119.8547,0.060063217006
734.15,0.0967598598958
534.7525,0.0600886637503
1631.6725,0.103345628507
365.2209375,0.0960266591481
460.9959375,0.0554747715395
707.949375,0.117509395197
1710.57095749,0.0976733690521
739.903125,0.0490437767207
2306.9446875,0.0852449136299
441.6625,0.18024925237

5-Fold RMSE:,0.0296747586863,0.0299873080581,0.0354502644052,0.0293142118013,0.0293142118013
Average 5-Fold RMSE:,0.0315676291587

5-Fold rsquared:,-0.0178432888717,-0.0271717195831,0.00563604969672,0.030661214002,0.030661214002
Average 5-Fold rsquared:,0.00362704361588
