avg_katz_centrality,transError.mean.mean
0.00183164127162,0.507673043478
0.000837312826764,0.347489733333
0.00394092941488,0.178033842105
0.00145841446799,0.111519571429
0.0146319223525,0.135674892857
0.0107227141849,0.567853258065
0.00212796668099,0.483538
0.000985497287792,0.364766782609
0.00675703959429,0.266804521739
0.00394697265736,0.136014027027
0.00313283454443,0.1602634
0.00463081790692,0.11330008
0.014956869664,0.120517266667
0.00721128299575,0.168592444444
0.00749939520562,0.1753349
0.0099007638193,0.250973828571
0.00567615536378,0.267063583333
0.00522130790338,0.275744352941
0.00425521588337,0.572332
0.021034321157,0.401876478261
0.00237931914125,0.554770068966
0.00620759969978,0.601016714286
0.0136513798415,0.428635214286
0.00183923477374,0.545607833333
0.00819877290375,0.392818764706
0.0115555452936,0.511895521739
0.018545199377,0.3828526
0.00263691501963,0.480142294118
0.00677245448604,0.200632047619
0.005195100978,0.214672086957
0.00473407332978,0.310588818182
0.0125305043955,0.63580396
0.000137398924846,0.357241074074
0.000464141250352,0.322165133333
0.00349157537483,0.302912058824
0.00172767015839,0.44758759375
0.000428806088121,0.0879599565217
0.00507480131819,0.20017225
0.00414675006167,0.388622
0.0118453240216,0.297397730769
0.00305737359108,0.663971375
0.00165416922011,0.551063954545
0.00368457372095,0.31300125
0.00813047107868,0.4318884
0.00470260844059,0.465919793103
0.00337661950533,0.471419
0.00454144763295,0.317696542857
0.00687453878969,0.366169390244
0.00612971140873,0.301987178571
0.00267346179467,0.400407571429
0.00264952251783,0.2053401
0.00304978048946,0.194334555556
0.00683271156337,0.273704222222
0.00269504009836,0.42013416
0.0132370052728,0.323464547619
0.00593057110261,0.429869033333
0.00819487385135,0.367336428571
0.00445588535513,0.283932129032
0.00310224192568,0.224394466667
0.00668719690136,0.191225219512
0.061080293104,0.285115615385
0.0106672029474,0.3031
0.00276541182543,0.475740875
0.00822004045619,0.236201074074
0.000254586441506,0.54542925
0.00175031397817,0.154262137931
0.00249469745735,0.423788730769
0.00541741932639,0.381827136364
0.00457633157256,0.189719777778
0.00330166049308,0.489469857143
0.00770788343339,0.29107
0.00232036210858,0.17891308
9.65147538731e-05,0.367190842105
0.00195573996648,0.55025675
