voronoi_std_eigenvector_centrality,rotError.std.std
0.061688422116,0.00570813314798
0.0628848579041,0.00238204213415
0.0735873626594,0.00443794731193
0.122421627337,0.00221181244909
0.100010706049,0.00124875791759
0.0665140899304,0.00692890029398
0.0499869171086,0.00526352379524
0.0583048887054,0.00916339305052
0.0772599538281,0.00109827381314
0.092355006202,0.001820392131
0.0942375781658,0.0115835540733
0.107306514034,0.00242628577179
0.107707055274,0.00881799279479
0.0906409739223,0.00156947572306
0.104297507721,0.00133593491358
0.115439442184,0.0033034977955
0.0650409083878,0.00427790386373
0.0583229555488,0.010818340273
0.0594842394656,0.0073614093577
0.0788215763143,0.0020421627691
0.0480134270942,0.00882900353326
0.0633224148962,0.0056069691509
0.0695045297866,0.00964521917124
0.0539293297254,0.0102373131119
0.0795172592942,0.00694223066048
0.0794001997108,0.00719629727175
0.103601683322,0.00729724936466
0.0621418524861,0.00941862106525
0.0664741323194,0.00165015637774
0.0586477113224,0.00327309840264
0.0588844988291,0.00344135860057
0.0718074587629,0.00431503222254
0.0433166383751,0.00820748297377
0.0480981747221,0.038374045582
0.0571208297746,0.00800000789555
0.0527148108833,0.00653686665775
0.108039224395,0.0030003076901
0.0670363744304,0.00533292057631
0.064562611159,0.00671912860422
0.095602752891,0.00480609803905
0.0559140808964,0.00899802736477
0.057696329759,0.00879950207474
0.0863325328339,0.0034406223505
0.0684244190537,0.00161564506
0.0595416486538,0.00646094092521
0.0570370754118,0.00512121237682
0.0701124270704,0.00772600753931
0.0655147896749,0.00810460207062
0.0741480740915,0.00596216482169
0.0598781678858,0.00468461053166
0.0814587853061,0.00290363576381
0.0716576654504,0.00727200671353
0.0817727657324,0.00593740494427
0.0609360751897,0.0031691424541
0.0756944120562,0.00360718859354
0.0625710750276,0.00760278416857
0.0778171239841,0.00281495176744
0.071506866971,0.00295568783369
0.0754874067928,0.00587875703598
0.0768360610148,0.00492444947089
0.183177866246,0.00274550707465
0.0882860014571,0.00668196581096
0.0623255741929,0.00693703706243
0.0811425974437,0.00651974844058
0.063736397957,0.0105001485137
0.0876523795269,0.00348419817228
0.0655788298353,0.00672065780498
0.0585601819606,0.00427584456832
0.0666331321729,0.0034764729288
0.046391247244,0.218382402573
0.0702204048489,0.0062202472559
0.0626679442345,0.00201918335413
0.0665682795308,0.00303309851547
0.0393741635952,0.00630615992045

5-Fold RMSE:,0.00552162585254,0.0542181972391,0.00806556572334,0.00554539822235,0.00554539822235
Average 5-Fold RMSE:,0.0160663115593

5-Fold rsquared:,0.0158645125297,-23.131500607,-2.8672210166,-0.0640540909532,-0.0640540909532
Average 5-Fold rsquared:,-6.40685793442
