topology_std_eigenvector_centrality,transError.std.std
0.0983045532532,0.210038240515
0.105212691271,0.167837658831
0.10756347235,0.230568556601
0.122312884505,0.0888341978949
0.1677582343,0.0536568207547
0.126523822532,0.0531756045959
0.134659649123,0.0388866547706
0.0953368680058,0.207135681695
0.10463312949,0.204774691356
0.143314542052,0.258492090208
0.155800946802,0.0429963941514
0.136238783067,0.0500640527086
0.12070283799,0.160692173355
0.154249695615,0.0364422115207
0.144335610656,0.115579807708
0.122088537902,0.0370592039719
0.115471578888,0.0491585794691
0.126969125396,0.0890782760547
0.149197272515,0.0933187599678
0.0976310729378,0.138087316178
0.0929410616606,0.283472780901
0.129587592,0.155756377989
0.0976912934536,0.431148459783
0.112134596259,0.301796672041
0.108435380695,0.15137538147
0.116999705628,1.02365065259
0.132839614937,0.167680135625
0.127039153774,0.390698889866
0.120678590464,0.145785206544
0.118775976121,0.23374692862
0.122166059236,0.0547581142166
0.11397801196,0.0669920319093
0.112661742233,0.391347667119
0.133711411098,0.258741211908
0.0795638641065,0.35561401166
0.106549735087,0.382246016935
0.111420287448,0.155138806672
0.0928921269199,0.177945288381
0.132185619966,0.0530782981644
0.122766639694,0.150426578073
0.105912295049,0.21615872905
0.133073753052,0.0819226964463
0.114101280324,0.293317732168
0.109405113251,0.127652611947
0.12661037708,0.221674636893
0.120475441694,0.0853392946102
0.11078077306,0.357301613152
0.108512198276,0.453233740742
0.13417553378,0.179230997901
0.128133402293,0.236587447923
0.131768090649,0.110170635227
0.130350497196,0.172007018126
0.129026999341,0.0621497895481
0.133089510306,0.171951321611
0.14421463787,0.126944549297
0.104515098912,0.109794391941
0.123327189632,0.107098494917
0.129278231027,0.151433371273
0.136984666563,0.185990376251
0.119071453185,0.064450068138
0.123020874141,0.0692099506632
0.133127955687,0.075847820682
0.121745985772,0.115451416633
0.125418567606,0.129796983767
0.113860325594,0.239664370415
0.122025009105,0.105334107197
0.11116785633,0.149483092715
0.124194319488,0.0596299714663
0.0963975736058,0.141523549212
0.105943592175,0.242795647909
0.130288075133,0.0743403423368
0.12417994054,0.355724934863
0.1242813404,0.0562958637779
0.113850442469,0.116143743091

5-Fold RMSE:,0.0846556835664,0.0884187520034,0.107395128295,0.242852768112,0.242852768112
Average 5-Fold RMSE:,0.124361922318

5-Fold rsquared:,0.0351953706466,-0.0409558518852,0.20861717555,0.184504657465,0.184504657465
Average 5-Fold rsquared:,0.118715100065
