avg_katz_centrality,transError.std.mean
0.00183164127162,0.610577304348
0.000837312826764,0.3833542
0.00394092941488,0.198447578947
0.00145841446799,0.12269
0.0146319223525,0.153758035714
0.0107227141849,0.492268548387
0.00212796668099,0.531760416667
0.000985497287792,0.440496478261
0.00675703959429,0.30601326087
0.00394697265736,0.133319189189
0.00313283454443,0.194677542857
0.00463081790692,0.11035772
0.014956869664,0.139761666667
0.00721128299575,0.178345722222
0.00749939520562,0.2198439
0.0099007638193,0.243437428571
0.00567615536378,0.273808166667
0.00522130790338,0.338521882353
0.00425521588337,0.61062825
0.021034321157,0.359939652174
0.00237931914125,0.588087103448
0.00620759969978,0.628137071429
0.0136513798415,0.443055071429
0.00183923477374,0.999427916667
0.00819877290375,0.398797941176
0.0115555452936,0.690604043478
0.018545199377,0.404276533333
0.00263691501963,0.493052294118
0.00677245448604,0.232889238095
0.005195100978,0.221677130435
0.00473407332978,0.341540409091
0.0125305043955,0.65674012
0.000137398924846,0.423536259259
0.000464141250352,0.4465398
0.00349157537483,0.306929823529
0.00172767015839,0.480697125
0.000428806088121,0.108247869565
0.00507480131819,0.1948145
0.00414675006167,0.405104185185
0.0118453240216,0.273577115385
0.00305737359108,0.694026083333
0.00165416922011,0.480950272727
0.00368457372095,0.326498583333
0.00813047107868,0.4142652
0.00470260844059,0.500458896552
0.00337661950533,0.625794366667
0.00454144763295,0.379335257143
0.00687453878969,0.487031439024
0.00612971140873,0.309707785714
0.00267346179467,0.515047357143
0.00264952251783,0.218116833333
0.00304978048946,0.219631666667
0.00683271156337,0.310407555556
0.00269504009836,0.50208644
0.0132370052728,0.3024675
0.00593057110261,0.464581966667
0.00819487385135,0.379500214286
0.00445588535513,0.286365322581
0.00310224192568,0.206892133333
0.00668719690136,0.171382926829
0.061080293104,0.324577269231
0.0106672029474,0.287927933333
0.00276541182543,0.50571615625
0.00822004045619,0.224714148148
0.000254586441506,0.500257916667
0.00175031397817,0.153626448276
0.00249469745735,0.398803653846
0.00541741932639,0.389266045455
0.00457633157256,0.203370592593
0.00330166049308,0.525956928571
0.00770788343339,0.304974964286
0.00232036210858,0.17280424
9.65147538731e-05,0.366907921053
0.00195573996648,0.741109166667
