avg_betweenness_centrality,rotError.std.mean
0.0453083989501,0.0136865652174
0.0506431441029,0.00848306666667
0.0688565543818,0.00990715789474
0.0824956165985,0.00666489285714
0.0912411571598,0.00854714285714
0.0512248343955,0.0155064516129
0.0385499044432,0.0139629166667
0.0533682183273,0.0146126956522
0.0847704008547,0.00927660869565
0.101026753682,0.00886394594595
0.100138696255,0.0103236571429
0.0960540709486,0.00831244
0.0959134239725,0.0120980666667
0.0856861275929,0.00897186111111
0.0833181465357,0.0070672
0.112872975277,0.00862697142857
0.0679895520642,0.0111955416667
0.0467709082677,0.0146358235294
0.055920167335,0.0165645
0.0682366021076,0.00871552173913
0.0536409255235,0.0142774482759
0.0538211780553,0.0177865357143
0.0425393134828,0.0435829285714
0.0415603204832,0.01847425
0.0510232807543,0.0134678235294
0.072659366777,0.0117434782609
0.0848503256724,0.0171069
0.0649559528436,0.0210941176471
0.0723839147691,0.00869485714286
0.0474747686416,0.00991634782609
0.0472698785658,0.0162976363636
0.076188994946,0.01273672
0.0313445517341,0.0216128148148
0.0454936627156,0.0267318666667
0.0511352348359,0.014787
0.0479590290814,0.01558596875
0.089848269322,0.00887017391304
0.0560749704341,0.0132185
0.0530579343746,0.0158112592593
0.086418435933,0.0110901538462
0.049189456212,0.016004875
0.0737227337282,0.0116140454545
0.0905225691265,0.0131456666667
0.0702205751345,0.012016
0.0510723425654,0.0138605172414
0.0494197342933,0.0208444333333
0.0589674081539,0.0209096857143
0.0637462112276,0.0136826097561
0.0632373186978,0.0140931785714
0.0478339121627,0.0134039285714
0.0796291911066,0.0124418666667
0.0541567842537,0.0149295555556
0.0824194352595,0.0113095
0.0622521680655,0.01085984
0.0650717683523,0.0133554761905
0.0503509521959,0.0143581333333
0.0720605736997,0.00947095238095
0.0833692725123,0.0113865483871
0.0656786745706,0.0149370666667
0.0642846329887,0.0114615121951
0.137012987013,0.00805719230769
0.0982316750719,0.0116139666667
0.0588473635416,0.01513984375
0.0797518763449,0.0103575555556
0.0519919002253,0.0177405833333
0.0719211469534,0.0105403103448
0.0543909260484,0.0159079615385
0.0407834101382,0.0123346818182
0.0591222769494,0.00975977777778
0.0419426953002,0.0120594285714
0.058391423179,0.0112861428571
0.0566914730706,0.00749868
0.0557387498564,0.00801097368421
0.0321313931569,0.0182204166667
