voronoi_std_closeness_centrality,transError.mean.mean
0.0162028340043,0.494097045455
0.0180723422608,0.347489733333
0.0143460382158,0.178033842105
0.0334856533368,0.111519571429
0.020401416029,0.135674892857
0.0121833939039,0.500454518519
0.0101726693386,0.483538
0.0111789888503,0.314663090909
0.0129962715494,0.266804521739
0.0155910611826,0.136014027027
0.0161896572248,0.1602634
0.0246489555346,0.11330008
0.0225383671267,0.120517266667
0.0175173726078,0.168670918919
0.0234215696698,0.1753349
0.0217815574121,0.250973828571
0.0120222750025,0.255138206897
0.0129204340926,0.275744352941
0.0105738429496,0.550894956522
0.0121048389773,0.348672047619
0.00310742205166,0.556707151515
0.0141771999006,0.560622653846
0.0180681349112,0.375646230769
0.0122438733975,0.493396230769
0.0237913288013,0.349249866667
0.0143990925972,0.511895521739
0.0151231404527,0.3828526
0.0115281691071,0.376691423077
0.0110998846989,0.2061935
0.012394935845,0.234490727273
0.0110110099535,0.250467741935
0.0130270578487,0.63580396
0.00875221342896,0.298866
0.00976784712079,0.263492076923
0.010504734642,0.279235933333
0.00816683567122,0.469986628571
0.0250352459787,0.0827919117647
0.0110216500896,0.224303125
0.0127664010297,0.36068872
0.0192787369224,0.297397730769
0.00952672556587,0.687380423077
0.00914047087579,0.594765692308
0.0161798718058,0.276685391304
0.0140280958987,0.26799774359
0.0092818621892,0.394348115385
0.0136604729771,0.407328592593
0.0164595556523,0.301939870968
0.012871900677,0.337777675676
0.0131870913257,0.301987178571
0.0140545346879,0.381142583333
0.0164976378118,0.2053401
0.0185512356271,0.16422708
0.0147849607696,0.273704222222
0.0115088999888,0.42013416
0.00955666431135,0.315128875
0.0136819240382,0.391206259259
0.0155996031848,0.319272923077
0.0117033474378,0.283932129032
0.0168711330914,0.19405875
0.0174204601188,0.191225219512
0.0519139466047,0.287816464286
0.0156601313596,0.3031
0.0116531019994,0.4451378
0.0158865164552,0.236201074074
0.0101031055214,0.513622636364
0.021634134839,0.154262137931
0.0104434238961,0.395215916667
0.012002439584,0.2822633125
0.0148984712614,0.189719777778
0.00699868820091,0.513207166667
0.0133203744133,0.240103076923
0.0115536467413,0.17891308
0.0143915244288,0.367190842105
0.00741871144613,0.626637846154

5-Fold RMSE:,0.11565731342,0.120753953567,0.143889937486,0.129430454662,0.129430454662
Average 5-Fold RMSE:,0.14662726686

5-Fold rsquared:,0.115342309269,0.210220569904,-1.6599782305,0.273064269982,0.273064269982
Average 5-Fold rsquared:,-0.150242673219
