voronoi_std_betweenness_centrality,rotError.std.mean
0.0746543812721,0.0134886818182
0.062851196191,0.00848306666667
0.120555286217,0.00990715789474
0.134588707592,0.00666489285714
0.157081183686,0.00854714285714
0.0702608079073,0.0154531111111
0.0724914959019,0.0139629166667
0.115339067677,0.0142382727273
0.140816589884,0.00927660869565
0.16805134529,0.00886394594595
0.169705907227,0.0103236571429
0.148425240047,0.00831244
0.160579833031,0.0120980666667
0.154942199063,0.00902981081081
0.119327588971,0.0070672
0.175548202855,0.00862697142857
0.127445753524,0.0107663448276
0.0828370625069,0.0146358235294
0.0894050902149,0.0153069130435
0.0939366873161,0.00836128571429
0.0913729694687,0.0141560606061
0.0739055320019,0.0130143076923
0.076293463043,0.0213154358974
0.0958990178296,0.0118386923077
0.0830023467368,0.0129007
0.138718645002,0.0117434782609
0.117196701992,0.0171069
0.108306665569,0.0201348076923
0.141828214583,0.00883107692308
0.0756330969252,0.00979857575758
0.0762021693546,0.0108434193548
0.140770979315,0.01273672
0.0511046648544,0.0201676538462
0.0862567077224,0.0242387692308
0.0952789524029,0.0134642666667
0.0836735301728,0.0164263142857
0.154109156244,0.008347
0.0946700876743,0.0136369583333
0.0848366529613,0.0145126
0.151920860392,0.0110901538462
0.0770398687958,0.0162626538462
0.134288831834,0.0139900769231
0.157379029906,0.0113885652174
0.127519968793,0.00808025641026
0.0867796134283,0.0127977692308
0.0850149322524,0.0142507037037
0.1103334443,0.0175852258065
0.114004545879,0.0131790810811
0.0990072824493,0.0140931785714
0.0829289381716,0.013008
0.141626997478,0.0124418666667
0.0926301375778,0.01217428
0.147842301865,0.0113095
0.116817550364,0.01085984
0.103636622274,0.013217275
0.0778880925589,0.0138498148148
0.128144102526,0.00906033333333
0.151022466631,0.0113865483871
0.121528219661,0.01360234375
0.115413024622,0.0114615121951
0.126020319963,0.00809121428571
0.15578903341,0.0116139666667
0.123818508682,0.0140091666667
0.138059180639,0.0103575555556
0.082138035642,0.0173899090909
0.125731603212,0.0105403103448
0.0855568473939,0.0152154583333
0.0623751617214,0.00999909375
0.121268856559,0.00975977777778
0.078906434805,0.0581752916667
0.0872310046751,0.00897219230769
0.087537102921,0.00749868
0.113038517998,0.00801097368421
0.064127687584,0.0207175

5-Fold RMSE:,0.00312400427181,0.0038391902232,0.0117244417422,0.00351638835709,0.00351638835709
Average 5-Fold RMSE:,0.00493643227456

5-Fold rsquared:,-1.90141516218,0.397011822888,-0.0549549414313,0.00618745095497,0.00618745095497
Average 5-Fold rsquared:,-0.359692666474
