avgRoomWallRatio,rotError.std.mean
94.0246719844,0.0134886818182
23.0972333146,0.00848306666667
17.2159380658,0.00990715789474
34.9170323836,0.00666489285714
40.1386183344,0.00854714285714
4.15960998171,0.0154531111111
98.27407095,0.0139629166667
32.0558355679,0.0142382727273
31.8854450811,0.00927660869565
17.0310324486,0.00886394594595
17.8785937327,0.0103236571429
5.31889858635,0.00831244
11.6322524159,0.0120980666667
16.7112958669,0.00902981081081
4.19025169616,0.0070672
4.5851672727,0.00862697142857
28.2697955746,0.0107663448276
78.8607355756,0.0146358235294
5.76789137536,0.0153069130435
9.94474092631,0.00836128571429
9.40155834329,0.0141560606061
15.5899748781,0.0130143076923
13.2876366474,0.0213154358974
5.36699093475,0.0118386923077
16.4235744233,0.0129007
5.20590608492,0.0117434782609
3.89560341955,0.0171069
28.751717776,0.0201348076923
17.0235577735,0.00883107692308
16.5688430617,0.00979857575758
41.7117577663,0.0108434193548
42.725871617,0.01273672
74.578108553,0.0201676538462
31.9225066807,0.0242387692308
5.20722404423,0.0134642666667
7.42424488488,0.0164263142857
7.63297537834,0.008347
21.7010848341,0.0136369583333
137.556377369,0.0145126
20.6470540419,0.0110901538462
12.5838625992,0.0162626538462
32.8475094999,0.0139900769231
23.8346876138,0.0113885652174
21.4298943763,0.00808025641026
257.915562133,0.0127977692308
18.4384227154,0.0142507037037
21.165267296,0.0175852258065
52.1209436869,0.0131790810811
21.1597420627,0.0140931785714
372.057769319,0.013008
21.6349184755,0.0124418666667
17.1761447181,0.01217428
52.6797805223,0.0113095
452.745366651,0.01085984
11.0567143812,0.013217275
20.8609685098,0.0138498148148
29.1017856064,0.00906033333333
33.8993698932,0.0113865483871
17.0002297373,0.01360234375
13.0307686716,0.0114615121951
112.186234652,0.00809121428571
34.5694850639,0.0116139666667
6.82477892286,0.0140091666667
11.3478965674,0.0103575555556
25.0965042526,0.0173899090909
31.3640832419,0.0105403103448
5.11370107056,0.0152154583333
5.66003775883,0.00999909375
31.0817993552,0.00975977777778
12.4734197923,0.0581752916667
20.3487250038,0.00897219230769
91.8956005443,0.00749868
91.5984252567,0.00801097368421
8.06038669655,0.0207175

5-Fold RMSE:,0.0124159791915,0.00298298022534,0.00461090633627,0.00387854761621,0.00387854761621
Average 5-Fold RMSE:,0.00548452731784

5-Fold rsquared:,-0.0050348585502,-0.900236927519,-0.0622765550736,-0.0269217831177,-0.0269217831177
Average 5-Fold rsquared:,-0.241997431137
