voronoi_avg_shortest_path_length,rotError.mean.std
12.5083333333,0.00314194787486
13.3569271611,0.000529720236435
12.912183908,0.00274200687267
5.78474576271,0.000868010041646
9.30294530154,0.000988470995105
12.3206884014,0.00396421114784
16.1501124462,0.00305267434636
16.4234150966,0.00323725683059
14.6480345376,0.00162224709611
12.2139696587,0.00122251686463
11.3142857143,0.00481593435646
8.58827160494,0.00139556645188
8.57716049383,0.00295561424787
10.682532418,0.000970277349218
7.91540616246,0.00087903722649
8.67536231884,0.00234359606884
16.3656387665,0.00196300121238
14.4232506728,0.00475371639426
16.4339661845,0.00347532974758
11.5084367246,0.00196074084985
24.0119570496,0.00290945535533
14.0247250894,0.0031687609811
9.46532338308,0.00691864528074
14.9227073619,0.00176297243951
8.04121274409,0.00288446249643
12.0442237501,0.00193137045088
8.04257703081,0.00350567334933
17.1090763052,0.0101955133655
16.8520773344,0.00189316660463
14.4353595256,0.00409306542765
14.282835877,0.0021898122043
15.3235310498,0.00268365863701
17.5499233156,0.00416085194839
20.3348066541,0.00454871802084
16.2894352159,0.00641385431356
17.6897421203,0.00357712486121
7.64877192982,0.00149199568169
12.9439687025,0.00373159733983
13.0972090374,0.00227211409784
9.9010989011,0.00284573492967
16.4454892506,0.00416717640221
22.6007609824,0.00429998156474
12.4963662791,0.00262143524665
15.6761002031,0.0015716058183
15.0959665481,0.00295077555546
15.7765005537,0.00347412036809
12.0269053248,0.00393376291854
15.4703899487,0.00199420279203
11.876818816,0.00317220657184
13.9151562839,0.00212895982035
12.227715946,0.00283126115696
10.8023779499,0.00452986510634
12.8683986774,0.00169591170353
17.2478158651,0.00167382816322
11.9320570832,0.00380101619562
13.4870361446,0.00567736820441
12.3135100709,0.00200585427637
16.7567925048,0.00290650421563
12.165374677,0.00604227499064
11.5426798101,0.00633767378436
3.74025974026,0.00090005519672
12.9842643588,0.00296056940863
15.7706882489,0.00379557550738
12.4842701937,0.0018376947053
13.5300479543,0.00342684333818
9.91822222222,0.0018378217927
13.346740213,0.0038392713065
12.3785714286,0.00265952798602
13.5930449902,0.00290145318257
20.2936398381,0.127889138475
12.2111532504,0.00273066403156
14.8327194292,0.00140772643706
13.2625249684,0.00163527502515
21.4998288341,0.00529794026363

5-Fold RMSE:,0.0319891723824,0.00327295018191,0.00519748148312,0.00433682718252,0.00433682718252
Average 5-Fold RMSE:,0.0102460655625

5-Fold rsquared:,-6.6092849251,-3.74503367822,-1.14569755147,-0.0533383877162,-0.0533383877162
Average 5-Fold rsquared:,-9.50620845308
