x, y, Pearson, P-Value
sqrt(area),log(transError.mean.mean),0.503441675553,0.0393806457444
sqrt(avgRoomWallRatio),log(rotError.numSamples.std),-0.503432521259,0.0393848073854
sqrt(avgRoomWallRatio),log(transError.numSamples.std),-0.503432521259,0.0393848073854
numRooms,sqrt(rotError.std.mean),-0.503391372591,0.0394035181389
numRooms,log(rotError.numSamples.mean),0.501632499728,0.0402096271018
numRooms,log(transError.numSamples.mean),0.501632499728,0.0402096271018
log(avgRoomArea),sqrt(rotError.numSamples.mean),-0.500466857919,0.040750704592
log(avgRoomArea),sqrt(transError.numSamples.mean),-0.500466857919,0.040750704592
log(numRooms),log(rotError.std.mean),-0.491317854379,0.0451913663252
sqrt(numRooms),sqrt(rotError.std.mean),-0.488829376437,0.0464600115322
sqrt(numRooms),log(transError.mean.std),0.486346443793,0.0477523771599
avgRoomWallRatio,log(rotError.std.mean),0.482413447874,0.0498545782949
log(numRooms),sqrt(transError.std.mean),0.482169207049,0.0499873772428
log(avgRoomPerimeter),sqrt(rotError.numSamples.mean),-0.479141717904,0.0516556002962
log(avgRoomPerimeter),sqrt(transError.numSamples.mean),-0.479141717904,0.0516556002962
sqrt(avgRoomWallRatio),sqrt(rotError.std.mean),0.477490249108,0.0525829878441
perimeter,log(transError.mean.mean),0.477300812426,0.0526901573523
log(numRooms),log(rotError.numSamples.std),0.476771145273,0.0529906713961
log(numRooms),log(transError.numSamples.std),0.476771145273,0.0529906713961
sqrt(avgRoomArea),sqrt(rotError.numSamples.mean),-0.474475168236,0.0543081608819
sqrt(avgRoomArea),sqrt(transError.numSamples.mean),-0.474475168236,0.0543081608819
sqrt(area),sqrt(transError.mean.mean),0.473875216221,0.0546564225258
sqrt(numRooms),log(transError.std.mean),0.471658293227,0.0559577768308
log(avgRoomArea),rotError.numSamples.mean,-0.471304464638,0.056167595293
log(avgRoomArea),transError.numSamples.mean,-0.471304464638,0.056167595293
sqrt(perimeter),sqrt(rotError.std.mean),-0.470650688817,0.0565568221317
sqrt(perimeter),transError.mean.mean,0.470409193707,0.0567011035708
log(numRooms),sqrt(rotError.std.mean),-0.470300923021,0.0567658788805
avgRoomWallRatio,rotError.numSamples.mean,-0.469314174842,0.0573587643765
avgRoomWallRatio,transError.numSamples.mean,-0.469314174842,0.0573587643765
log(area),transError.mean.mean,0.467664288316,0.0583603705597
sqrt(avgRoomPerimeter),sqrt(rotError.numSamples.mean),-0.467307435017,0.0585787066478
sqrt(avgRoomPerimeter),sqrt(transError.numSamples.mean),-0.467307435017,0.0585787066478
log(wallRatio),log(rotError.mean.mean),0.464609393163,0.060249161258
avgRoomArea,log(rotError.mean.mean),-0.462924306655,0.0613102284301
sqrt(avgRoomArea),log(rotError.mean.mean),-0.46067639998,0.0627471683649
log(numRooms),transError.std.mean,0.45868470535,0.0640410143307
avgRoomWallRatio,sqrt(rotError.numSamples.std),-0.457634717875,0.0647309904461
avgRoomWallRatio,sqrt(transError.numSamples.std),-0.457634717875,0.0647309904461
numRooms,rotError.std.mean,-0.457301808282,0.0649508963121
avgRoomPerimeter,log(rotError.numSamples.std),-0.457236437353,0.064994142253
avgRoomPerimeter,log(transError.numSamples.std),-0.457236437353,0.064994142253
area,log(transError.mean.mean),0.457065661115,0.0651072190468
log(perimeter),log(rotError.std.mean),-0.456651033948,0.0653823620472
log(avgRoomArea),log(rotError.numSamples.std),-0.456626562702,0.0653986277227
log(avgRoomArea),log(transError.numSamples.std),-0.456626562702,0.0653986277227
perimeter,rotError.std.mean,-0.454549487288,0.0667901411141
numRooms,log(transError.mean.std),0.452591385146,0.0681218122233
sqrt(avgRoomPerimeter),log(rotError.numSamples.std),-0.452231409772,0.0683687354586
sqrt(avgRoomPerimeter),log(transError.numSamples.std),-0.452231409772,0.0683687354586
avgRoomArea,sqrt(rotError.mean.mean),-0.450816424027,0.0693457211688
perimeter,sqrt(transError.mean.mean),0.449198168576,0.0704755886221
sqrt(numRooms),sqrt(transError.std.mean),0.4491106097,0.0705371052531
sqrt(avgRoomArea),log(rotError.numSamples.std),-0.447753023694,0.0714959610575
sqrt(avgRoomArea),log(transError.numSamples.std),-0.447753023694,0.0714959610575
avgRoomPerimeter,sqrt(rotError.numSamples.mean),-0.447527493293,0.0716561731362
avgRoomPerimeter,sqrt(transError.numSamples.mean),-0.447527493293,0.0716561731362
sqrt(avgRoomArea),sqrt(rotError.mean.mean),-0.447348897603,0.0717832304172
sqrt(numRooms),rotError.std.mean,-0.445944538986,0.0727880871814
avgRoomWallRatio,rotError.numSamples.std,-0.44579592263,0.0728950258054
avgRoomWallRatio,transError.numSamples.std,-0.44579592263,0.0728950258054
avgRoomArea,sqrt(rotError.numSamples.mean),-0.444604284053,0.0737566469817
avgRoomArea,sqrt(transError.numSamples.mean),-0.444604284053,0.0737566469817
log(wallRatio),sqrt(rotError.mean.mean),0.444498621112,0.073833405222
log(avgRoomPerimeter),rotError.numSamples.mean,-0.444463858183,0.0738586713263
log(avgRoomPerimeter),transError.numSamples.mean,-0.444463858183,0.0738586713263
log(avgRoomPerimeter),log(rotError.numSamples.std),-0.440657548147,0.0766635880415
log(avgRoomPerimeter),log(transError.numSamples.std),-0.440657548147,0.0766635880415
avgRoomWallRatio,log(rotError.numSamples.std),-0.44050307372,0.0767790392106
avgRoomWallRatio,log(transError.numSamples.std),-0.44050307372,0.0767790392106
sqrt(avgRoomWallRatio),log(rotError.std.mean),0.440243258468,0.0769735060469
log(avgRoomArea),sqrt(rotError.numSamples.std),-0.439797540379,0.0773079540968
log(avgRoomArea),sqrt(transError.numSamples.std),-0.439797540379,0.0773079540968
sqrt(numRooms),log(rotError.numSamples.std),0.438921594675,0.0779683121469
sqrt(numRooms),log(transError.numSamples.std),0.438921594675,0.0779683121469
sqrt(area),transError.mean.mean,0.437265639262,0.0792279190056
avgRoomArea,rotError.mean.mean,-0.434678107969,0.0812256867017
numRooms,log(transError.std.mean),0.434081936841,0.0816911143478
avgRoomArea,log(rotError.numSamples.std),-0.433798393637,0.081913153196
avgRoomArea,log(transError.numSamples.std),-0.433798393637,0.081913153196
log(avgRoomArea),rotError.numSamples.std,-0.433256799238,0.0823384855096
log(avgRoomArea),transError.numSamples.std,-0.433256799238,0.0823384855096
log(avgRoomArea),log(rotError.mean.mean),-0.431744841747,0.0835343559738
log(numRooms),rotError.std.mean,-0.431716848214,0.0835566152491
sqrt(avgRoomArea),rotError.mean.mean,-0.429683494357,0.0851849754507
area,sqrt(transError.mean.mean),0.429286383062,0.0855056530531
sqrt(avgRoomArea),rotError.numSamples.mean,-0.425979481664,0.0882100560003
sqrt(avgRoomArea),transError.numSamples.mean,-0.425979481664,0.0882100560003
sqrt(numRooms),transError.std.mean,0.425333672894,0.0887453219589
log(wallRatio),rotError.mean.mean,0.422479041797,0.0911394115365
area,log(rotError.std.mean),-0.422462552376,0.0911533742782
log(wallRatio),sqrt(rotError.numSamples.std),0.421316235778,0.0921278180185
log(wallRatio),sqrt(transError.numSamples.std),0.421316235778,0.0921278180185
log(wallRatio),sqrt(rotError.numSamples.mean),0.420434703194,0.0928822555946
log(wallRatio),sqrt(transError.numSamples.mean),0.420434703194,0.0928822555946
log(avgRoomArea),sqrt(rotError.mean.mean),-0.415122877888,0.0975224316652
log(avgRoomWallRatio),rotError.std.mean,0.41488083304,0.0977377462178
log(numRooms),sqrt(transError.mean.std),0.414364112681,0.0981985397196
sqrt(avgRoomPerimeter),rotError.numSamples.mean,-0.414020184946,0.0985061022953
sqrt(avgRoomPerimeter),transError.numSamples.mean,-0.414020184946,0.0985061022953
sqrt(perimeter),rotError.std.mean,-0.41401608653,0.0985097715112
perimeter,transError.mean.mean,0.413199540213,0.0992427564906
log(perimeter),sqrt(rotError.std.mean),-0.412855709928,0.0995525633284
numRooms,sqrt(transError.std.mean),0.411465387272,0.100812350822
log(avgRoomPerimeter),sqrt(rotError.numSamples.std),-0.411355280579,0.10091260328
log(avgRoomPerimeter),sqrt(transError.numSamples.std),-0.411355280579,0.10091260328
sqrt(avgRoomArea),sqrt(rotError.numSamples.std),-0.410074545389,0.102083944157
sqrt(avgRoomArea),sqrt(transError.numSamples.std),-0.410074545389,0.102083944157
log(wallRatio),rotError.numSamples.mean,0.409318392225,0.102780040269
log(wallRatio),transError.numSamples.mean,0.409318392225,0.102780040269
log(wallRatio),rotError.numSamples.std,0.406439536407,0.105461172656
log(wallRatio),transError.numSamples.std,0.406439536407,0.105461172656
log(avgRoomPerimeter),rotError.numSamples.std,-0.403184911481,0.108551660207
log(avgRoomPerimeter),transError.numSamples.std,-0.403184911481,0.108551660207
log(avgRoomWallRatio),transError.mean.std,-0.40197976017,0.109712137321
numRooms,log(rotError.numSamples.std),0.398805538472,0.112810641987
numRooms,log(transError.numSamples.std),0.398805538472,0.112810641987
log(perimeter),log(transError.std.std),0.396198847894,0.11540091822
log(wallRatio),sqrt(transError.mean.std),0.396112227373,0.115487705558
sqrt(numRooms),sqrt(transError.mean.std),0.394806551338,0.116801465897
area,transError.mean.mean,0.394754514503,0.116854041666
sqrt(wallRatio),log(rotError.mean.mean),0.394468253234,0.117143565195
log(avgRoomArea),rotError.mean.mean,-0.394341141165,0.117272287336
perimeter,log(rotError.std.std),-0.394141779816,0.117474374047
sqrt(avgRoomPerimeter),sqrt(rotError.numSamples.std),-0.393848525983,0.117772081259
sqrt(avgRoomPerimeter),sqrt(transError.numSamples.std),-0.393848525983,0.117772081259
log(avgRoomWallRatio),sqrt(rotError.std.mean),0.39272205568,0.11892058558
sqrt(avgRoomArea),rotError.numSamples.std,-0.39048175673,0.121228016617
sqrt(avgRoomArea),transError.numSamples.std,-0.39048175673,0.121228016617
numRooms,transError.std.mean,0.388141938942,0.123671229476
log(wallRatio),log(transError.mean.std),0.386329237003,0.125587533681
sqrt(wallRatio),sqrt(rotError.numSamples.mean),0.384424256997,0.127623609054
sqrt(wallRatio),sqrt(transError.numSamples.mean),0.384424256997,0.127623609054
avgRoomArea,rotError.numSamples.mean,-0.382705471553,0.129480302019
avgRoomArea,transError.numSamples.mean,-0.382705471553,0.129480302019
log(avgRoomWallRatio),rotError.mean.std,-0.381965036446,0.130285903409
log(wallRatio),transError.mean.std,0.379244816737,0.133275414021
avgRoomPerimeter,rotError.numSamples.mean,-0.378294724803,0.134330667495
avgRoomPerimeter,transError.numSamples.mean,-0.378294724803,0.134330667495
avgRoomArea,sqrt(rotError.numSamples.std),-0.377485208133,0.135234337906
avgRoomArea,sqrt(transError.numSamples.std),-0.377485208133,0.135234337906
sqrt(wallRatio),sqrt(rotError.mean.mean),0.373958000441,0.139220860042
sqrt(wallRatio),sqrt(rotError.numSamples.std),0.373633655004,0.139591462736
sqrt(wallRatio),sqrt(transError.numSamples.std),0.373633655004,0.139591462736
sqrt(area),log(rotError.std.mean),-0.373436223608,0.13981738378
sqrt(avgRoomPerimeter),rotError.numSamples.std,-0.373236545867,0.140046131401
sqrt(avgRoomPerimeter),transError.numSamples.std,-0.373236545867,0.140046131401
sqrt(avgRoomPerimeter),log(rotError.mean.mean),-0.372808749151,0.140537075871
log(wallRatio),transError.mean.mean,0.372654866884,0.140713962343
numRooms,sqrt(transError.mean.std),0.372228259886,0.141205144995
area,sqrt(rotError.std.mean),-0.372103977738,0.141348461398
log(area),log(transError.std.std),0.371632957563,0.14189252828
avgRoomPerimeter,sqrt(rotError.numSamples.std),-0.369971424036,0.143823230986
avgRoomPerimeter,sqrt(transError.numSamples.std),-0.369971424036,0.143823230986
sqrt(avgRoomPerimeter),sqrt(rotError.mean.mean),-0.369787416308,0.144038151509
avgRoomPerimeter,log(rotError.mean.mean),-0.369192657942,0.144734335147
avgRoomPerimeter,sqrt(rotError.mean.mean),-0.368701649003,0.145310813382
sqrt(avgRoomWallRatio),rotError.mean.std,-0.366159619439,0.148320505956
sqrt(area),log(transError.std.std),0.365911230016,0.148616860157
avgRoomPerimeter,rotError.mean.mean,-0.36263691273,0.152561347853
log(perimeter),rotError.std.mean,-0.362072274929,0.153248691403
sqrt(wallRatio),rotError.numSamples.mean,0.361937273475,0.153413342874
sqrt(wallRatio),transError.numSamples.mean,0.361937273475,0.153413342874
sqrt(avgRoomPerimeter),rotError.mean.mean,-0.361549164082,0.153887362417
log(perimeter),sqrt(transError.std.std),0.361120900037,0.15441158072
sqrt(wallRatio),transError.mean.mean,0.361092510692,0.154446373685
log(wallRatio),log(rotError.numSamples.std),0.360429955307,0.155259892804
log(wallRatio),log(transError.numSamples.std),0.360429955307,0.155259892804
sqrt(perimeter),log(transError.std.std),0.360405504639,0.155289970187
log(wallRatio),log(rotError.mean.std),0.36030203707,0.155417292094
log(avgRoomWallRatio),log(rotError.std.mean),0.360029385021,0.155753143543
log(avgRoomPerimeter),log(rotError.mean.mean),-0.358731473296,0.157358665042
area,log(transError.std.std),0.356853840163,0.159701117613
log(wallRatio),sqrt(transError.mean.mean),0.356419814653,0.160245929741
avgRoomArea,log(transError.mean.mean),-0.355664374577,0.161197196064
sqrt(wallRatio),rotError.numSamples.std,0.354421752298,0.16277022591
sqrt(wallRatio),transError.numSamples.std,0.354421752298,0.16277022591
sqrt(wallRatio),sqrt(transError.mean.mean),0.353770275085,0.163599055672
log(avgRoomPerimeter),sqrt(rotError.mean.mean),-0.353051061801,0.164517363759
log(avgRoomWallRatio),sqrt(transError.mean.std),-0.352148034382,0.165675283288
sqrt(wallRatio),rotError.mean.mean,0.352123726241,0.165706528413
log(perimeter),log(transError.mean.std),0.350407779319,0.16792220534
avgRoomArea,rotError.numSamples.std,-0.348997512682,0.169758024335
avgRoomArea,transError.numSamples.std,-0.348997512682,0.169758024335
sqrt(avgRoomWallRatio),transError.mean.std,-0.347475106159,0.171754890323
log(wallRatio),sqrt(rotError.mean.std),0.347453216121,0.171783716673
sqrt(wallRatio),log(transError.mean.std),0.345210295668,0.174754554353
log(avgRoomPerimeter),log(transError.std.std),0.345088510731,0.174916839675
sqrt(wallRatio),log(rotError.numSamples.std),0.344444626092,0.175776526137
sqrt(wallRatio),log(transError.numSamples.std),0.344444626092,0.175776526137
sqrt(wallRatio),sqrt(transError.mean.std),0.343837919539,0.176589151619
log(avgRoomPerimeter),rotError.mean.mean,-0.34267076108,0.178159490161
avgRoomArea,sqrt(transError.mean.mean),-0.341602444235,0.179604976146
log(numRooms),sqrt(rotError.numSamples.mean),0.341288166663,0.180031690758
log(numRooms),sqrt(transError.numSamples.mean),0.341288166663,0.180031690758
log(wallRatio),log(rotError.numSamples.mean),0.338520764753,0.183818295716
log(wallRatio),log(transError.numSamples.mean),0.338520764753,0.183818295716
avgRoomPerimeter,rotError.numSamples.std,-0.338440541288,0.183928845886
avgRoomPerimeter,transError.numSamples.std,-0.338440541288,0.183928845886
log(wallRatio),rotError.mean.std,0.335624087791,0.187837965394
sqrt(wallRatio),log(transError.mean.mean),0.334871989856,0.188891060228
sqrt(wallRatio),log(rotError.numSamples.mean),0.333624686229,0.190646125084
sqrt(wallRatio),log(transError.numSamples.mean),0.333624686229,0.190646125084
sqrt(avgRoomWallRatio),transError.mean.mean,-0.332006862303,0.192938510322
wallRatio,sqrt(transError.mean.mean),0.329461566283,0.196581654302
sqrt(perimeter),sqrt(transError.std.std),0.328641384949,0.197765143368
log(wallRatio),log(transError.mean.mean),0.328606005735,0.197816298945
log(avgRoomArea),log(transError.std.std),0.328361962216,0.198169402919
log(perimeter),log(rotError.numSamples.mean),0.328282643474,0.198284257191
log(perimeter),log(transError.numSamples.mean),0.328282643474,0.198284257191
wallRatio,transError.mean.mean,0.327975700591,0.198729124009
perimeter,log(transError.std.std),0.326955645585,0.200212228925
sqrt(perimeter),log(rotError.std.std),-0.326450567174,0.200949256825
avgRoomArea,transError.mean.mean,-0.325790038183,0.201915795258
sqrt(avgRoomPerimeter),log(transError.std.std),0.325690372281,0.202061897332
area,log(rotError.mean.mean),-0.325492637768,0.202351964184
perimeter,log(rotError.mean.mean),-0.325316969481,0.202609888776
sqrt(wallRatio),transError.mean.std,0.32477004454,0.203414283108
sqrt(area),sqrt(rotError.std.mean),-0.323463784549,0.205343890538
avgRoomWallRatio,rotError.mean.std,-0.322676273171,0.206512938692
sqrt(avgRoomArea),log(transError.std.std),0.321897441741,0.207673349129
avgRoomWallRatio,transError.mean.mean,-0.321783266428,0.207843818423
log(perimeter),transError.std.std,0.321030929042,0.208969366704
perimeter,sqrt(rotError.std.std),-0.320177264268,0.210251287992
wallRatio,log(transError.mean.mean),0.319914168804,0.210647395075
avgRoomPerimeter,log(transError.mean.mean),-0.319650037934,0.211045547009
area,rotError.std.mean,-0.318934711347,0.212126279042
log(numRooms),transError.mean.std,0.318785163883,0.212352670478
wallRatio,sqrt(rotError.numSamples.mean),0.318741150539,0.212419329543
wallRatio,sqrt(transError.numSamples.mean),0.318741150539,0.212419329543
log(avgRoomWallRatio),transError.mean.mean,-0.316545400516,0.215762023316
sqrt(numRooms),sqrt(rotError.numSamples.mean),0.315155984753,0.217894620826
sqrt(numRooms),sqrt(transError.numSamples.mean),0.315155984753,0.217894620826
log(avgRoomWallRatio),sqrt(rotError.mean.std),-0.31459991294,0.21875191664
area,log(rotError.std.std),-0.310943909418,0.224442361446
log(area),log(rotError.std.mean),-0.310923744293,0.224474007878
sqrt(avgRoomWallRatio),sqrt(transError.mean.mean),-0.309717923496,0.226371572235
area,sqrt(transError.std.std),0.309630757483,0.226509138722
numRooms,log(rotError.std.std),-0.309030923845,0.227457251749
wallRatio,log(rotError.mean.mean),0.308372182973,0.228501389274
sqrt(area),sqrt(transError.std.std),0.308096391296,0.228939439169
sqrt(avgRoomArea),log(transError.mean.mean),-0.307818084536,0.229382026154
sqrt(numRooms),log(rotError.std.std),-0.306916968248,0.230818795922
sqrt(numRooms),transError.mean.std,0.306434311443,0.231590709851
avgRoomArea,sqrt(transError.mean.std),-0.306088907229,0.232144122034
avgRoomPerimeter,sqrt(transError.mean.mean),-0.304948886979,0.233976642205
log(area),sqrt(transError.std.std),0.303920629913,0.235637360774
log(avgRoomWallRatio),sqrt(transError.mean.mean),-0.302370317102,0.238155326727
wallRatio,log(rotError.numSamples.mean),0.302347613307,0.238192327341
wallRatio,log(transError.numSamples.mean),0.302347613307,0.238192327341
log(numRooms),log(rotError.std.std),-0.300955534532,0.240467956752
perimeter,sqrt(transError.std.std),0.298562427363,0.244411916665
wallRatio,log(rotError.numSamples.std),0.298278099613,0.244883189192
wallRatio,log(transError.numSamples.std),0.298278099613,0.244883189192
sqrt(avgRoomArea),sqrt(transError.mean.mean),-0.297979616222,0.245378538654
avgRoomArea,log(transError.std.std),0.296647266078,0.247597316665
sqrt(avgRoomWallRatio),sqrt(rotError.mean.std),-0.29531904844,0.249821690076
wallRatio,sqrt(rotError.numSamples.std),0.295066322217,0.250246343077
wallRatio,sqrt(transError.numSamples.std),0.295066322217,0.250246343077
avgRoomWallRatio,sqrt(transError.mean.mean),-0.294799979805,0.250694363492
avgRoomArea,transError.mean.std,-0.292889223234,0.253923183182
numRooms,transError.mean.std,0.292198770928,0.255096262783
sqrt(perimeter),transError.std.std,0.291489261738,0.256305229536
log(perimeter),sqrt(transError.mean.std),0.289541144418,0.25964301429
log(area),log(transError.mean.std),0.289193602194,0.260241291123
numRooms,sqrt(rotError.numSamples.mean),0.288733012718,0.261035488561
numRooms,sqrt(transError.numSamples.mean),0.288733012718,0.261035488561
avgRoomPerimeter,transError.mean.mean,-0.28856842739,0.261319647721
avgRoomPerimeter,log(transError.std.std),0.288366247853,0.261668975912
avgRoomArea,rotError.mean.std,-0.288164471325,0.262017895814
wallRatio,sqrt(rotError.mean.mean),0.287274328499,0.263560600439
sqrt(perimeter),log(rotError.numSamples.mean),0.286833817726,0.264326120052
sqrt(perimeter),log(transError.numSamples.mean),0.286833817726,0.264326120052
sqrt(avgRoomArea),transError.mean.mean,-0.286530716531,0.264853645745
sqrt(avgRoomWallRatio),sqrt(transError.mean.std),-0.286447635966,0.264998354828
wallRatio,rotError.numSamples.mean,0.286065415333,0.265664732184
wallRatio,transError.numSamples.mean,0.286065415333,0.265664732184
avgRoomArea,log(transError.mean.std),-0.284584796317,0.268255842776
sqrt(avgRoomArea),rotError.mean.std,-0.283897299259,0.269464241628
avgRoomWallRatio,transError.mean.std,-0.282453472759,0.272012895238
sqrt(wallRatio),log(rotError.mean.std),0.281459825337,0.273775443866
sqrt(avgRoomArea),sqrt(transError.mean.std),-0.281226073407,0.274191090216
log(avgRoomWallRatio),log(transError.mean.mean),-0.278855039142,0.278428953855
numRooms,rotError.mean.mean,0.277375937093,0.281092723831
sqrt(avgRoomWallRatio),log(transError.mean.mean),-0.27694267231,0.281875929826
wallRatio,log(transError.mean.std),0.276833419733,0.282073633084
log(perimeter),log(rotError.numSamples.std),0.276291529607,0.283055480957
log(perimeter),log(transError.numSamples.std),0.276291529607,0.283055480957
sqrt(numRooms),rotError.mean.mean,0.275883760677,0.283795681012
sqrt(wallRatio),sqrt(rotError.mean.std),0.273291681737,0.288528347972
wallRatio,rotError.numSamples.std,0.273171496432,0.288748933269
wallRatio,transError.numSamples.std,0.273171496432,0.288748933269
sqrt(avgRoomArea),transError.mean.std,-0.272318437789,0.29031754137
log(numRooms),rotError.mean.mean,0.272178814663,0.290574769107
sqrt(area),rotError.std.mean,-0.27093474741,0.292872774814
sqrt(wallRatio),rotError.mean.std,0.269472472934,0.295587772459
