x, y, Pearson, P-Value
log(numRooms),log(transError.mean.mean),0.825352837414,4.51887488021e-05
sqrt(numRooms),log(transError.mean.mean),0.811939620325,7.55140303153e-05
numRooms,log(transError.mean.mean),0.789468148011,0.000164155879038
log(numRooms),sqrt(transError.mean.mean),0.779554471532,0.000224706629114
sqrt(numRooms),sqrt(transError.mean.mean),0.776258622128,0.000248568979287
numRooms,sqrt(transError.mean.mean),0.764717956444,0.000349489782423
sqrt(numRooms),transError.mean.mean,0.730409922512,0.000869485170881
numRooms,transError.mean.mean,0.729646808997,0.000885938703357
log(avgRoomWallRatio),sqrt(rotError.numSamples.mean),-0.72855426955,0.00090994257564
log(avgRoomWallRatio),sqrt(transError.numSamples.mean),-0.72855426955,0.00090994257564
log(numRooms),transError.mean.mean,0.723929004942,0.00101760343145
log(avgRoomWallRatio),rotError.numSamples.mean,-0.718942596086,0.00114524112182
log(avgRoomWallRatio),transError.numSamples.mean,-0.718942596086,0.00114524112182
log(avgRoomWallRatio),rotError.numSamples.std,-0.718013821506,0.00117041394411
log(avgRoomWallRatio),transError.numSamples.std,-0.718013821506,0.00117041394411
log(avgRoomWallRatio),sqrt(rotError.numSamples.std),-0.686497996347,0.0023382317262
log(avgRoomWallRatio),sqrt(transError.numSamples.std),-0.686497996347,0.0023382317262
log(avgRoomWallRatio),log(rotError.numSamples.mean),-0.68209108472,0.00255903861507
log(avgRoomWallRatio),log(transError.numSamples.mean),-0.68209108472,0.00255903861507
sqrt(avgRoomWallRatio),log(rotError.numSamples.mean),-0.641106201968,0.00554708515421
sqrt(avgRoomWallRatio),log(transError.numSamples.mean),-0.641106201968,0.00554708515421
sqrt(avgRoomWallRatio),sqrt(rotError.numSamples.mean),-0.629071370608,0.00682292369085
sqrt(avgRoomWallRatio),sqrt(transError.numSamples.mean),-0.629071370608,0.00682292369085
log(perimeter),log(transError.mean.mean),0.605748933827,0.00996211483895
avgRoomWallRatio,log(rotError.numSamples.mean),-0.588564244743,0.0129378125239
avgRoomWallRatio,log(transError.numSamples.mean),-0.588564244743,0.0129378125239
sqrt(avgRoomWallRatio),rotError.numSamples.mean,-0.586592110727,0.0133199281853
sqrt(avgRoomWallRatio),transError.numSamples.mean,-0.586592110727,0.0133199281853
log(perimeter),log(transError.std.mean),0.578043168177,0.0150806660003
log(avgRoomWallRatio),log(rotError.numSamples.std),-0.57402134717,0.015969943678
log(avgRoomWallRatio),log(transError.numSamples.std),-0.57402134717,0.015969943678
perimeter,log(rotError.std.mean),-0.573701992856,0.0160422851357
sqrt(avgRoomWallRatio),rotError.numSamples.std,-0.573289174862,0.0161361797235
sqrt(avgRoomWallRatio),transError.numSamples.std,-0.573289174862,0.0161361797235
log(perimeter),sqrt(transError.std.mean),0.571047438695,0.0166536231476
log(perimeter),sqrt(transError.mean.mean),0.569423433608,0.0170365484576
sqrt(avgRoomWallRatio),sqrt(rotError.numSamples.std),-0.565851373282,0.0179031103049
sqrt(avgRoomWallRatio),sqrt(transError.numSamples.std),-0.565851373282,0.0179031103049
log(perimeter),transError.std.mean,0.562123556229,0.0188438874486
avgRoomWallRatio,rotError.std.mean,0.561073146445,0.0191158336311
avgRoomPerimeter,log(rotError.numSamples.mean),-0.557301166832,0.0201177530479
avgRoomPerimeter,log(transError.numSamples.mean),-0.557301166832,0.0201177530479
log(numRooms),log(rotError.numSamples.mean),0.555762173823,0.0205381178289
log(numRooms),log(transError.numSamples.mean),0.555762173823,0.0205381178289
sqrt(perimeter),log(transError.std.mean),0.551905512555,0.0216216494767
sqrt(perimeter),sqrt(transError.std.mean),0.550678941606,0.0219754180508
sqrt(avgRoomPerimeter),log(rotError.numSamples.mean),-0.548646389271,0.0225715440447
sqrt(avgRoomPerimeter),log(transError.numSamples.mean),-0.548646389271,0.0225715440447
sqrt(perimeter),transError.std.mean,0.547427972322,0.022934870648
sqrt(perimeter),log(transError.mean.mean),0.542791640538,0.0243591069607
log(area),log(transError.mean.mean),0.536808017942,0.0262974499491
numRooms,log(rotError.std.mean),-0.533638501851,0.0273713418946
avgRoomWallRatio,sqrt(rotError.numSamples.mean),-0.533278938583,0.0274952735706
avgRoomWallRatio,sqrt(transError.numSamples.mean),-0.533278938583,0.0274952735706
sqrt(area),log(transError.std.mean),0.531921732309,0.0279669706683
area,transError.std.mean,0.531056655961,0.0282708674535
log(avgRoomPerimeter),log(rotError.numSamples.mean),-0.530731768754,0.028385653561
log(avgRoomPerimeter),log(transError.numSamples.mean),-0.530731768754,0.028385653561
sqrt(numRooms),log(rotError.numSamples.mean),0.530443111691,0.0284879401255
sqrt(numRooms),log(transError.numSamples.mean),0.530443111691,0.0284879401255
perimeter,transError.std.mean,0.530246012609,0.028557945792
area,sqrt(transError.std.mean),0.528939494815,0.0290253512517
sqrt(area),sqrt(transError.std.mean),0.528709834179,0.0291081170468
perimeter,sqrt(transError.std.mean),0.527840973705,0.0294228843175
avgRoomWallRatio,sqrt(rotError.std.mean),0.527238697641,0.0296426065937
log(area),log(transError.std.mean),0.526531611922,0.0299021736289
area,log(transError.std.mean),0.525158384315,0.0304112666914
log(perimeter),transError.mean.mean,0.524719927707,0.0305752089782
sqrt(area),transError.std.mean,0.524429552885,0.0306841554442
perimeter,log(transError.std.mean),0.52326290246,0.0311248821326
log(avgRoomArea),log(rotError.numSamples.mean),-0.52292594884,0.0312530732706
log(avgRoomArea),log(transError.numSamples.mean),-0.52292594884,0.0312530732706
sqrt(avgRoomArea),log(rotError.numSamples.mean),-0.522768463593,0.0313131259508
sqrt(avgRoomArea),log(transError.numSamples.mean),-0.522768463593,0.0313131259508
sqrt(perimeter),log(rotError.std.mean),-0.52028543247,0.0322717150737
perimeter,sqrt(rotError.std.mean),-0.517465682868,0.033387392463
log(area),sqrt(transError.std.mean),0.51622498277,0.0338875418011
log(numRooms),log(transError.mean.std),0.51556289318,0.0341567762665
sqrt(numRooms),log(rotError.std.mean),-0.514914871153,0.0344218707558
avgRoomArea,log(rotError.numSamples.mean),-0.514145458645,0.0347386624163
avgRoomArea,log(transError.numSamples.mean),-0.514145458645,0.0347386624163
sqrt(perimeter),sqrt(transError.mean.mean),0.510655512951,0.0362036308057
log(area),sqrt(transError.mean.mean),0.50588376005,0.0382823234114
log(area),transError.std.mean,0.505506413222,0.0384504945074
log(numRooms),log(transError.std.mean),0.503743715217,0.0392435224465
sqrt(avgRoomWallRatio),rotError.std.mean,0.503713199006,0.0392573600389
